"Geography","county","state","total_pop","proportion_white","proportion_black","proportion_indigenous","proportion_asian","proportion_pacific","proportion_other","proportion_multiracial","proportion_hispanic_latino","median_income","proportion_hs_degree_over_25","proportion_bachelors_degree_over_25"
"0500000US48463","Uvalde","TX",24833,0.77,0.011,0.006,0.018,0,0.079,0.115,0.723,55000,0.761,0.191
"0500000US48465","Val Verde","TX",47693,0.724,0.012,0.004,0.006,0,0.088,0.165,0.824,57250,0.735,0.202
"0500000US48467","Van Zandt","TX",60053,0.899,0.028,0.004,0.005,0,0.024,0.04,0.124,62334,0.86,0.171
"0500000US48469","Victoria","TX",91209,0.691,0.055,0.002,0.014,0.001,0.05,0.187,0.485,66308,0.838,0.192
"0500000US48471","Walker","TX",77182,0.649,0.219,0.002,0.012,0.003,0.023,0.092,0.184,47193,0.853,0.193
"0500000US48473","Waller","TX",57463,0.489,0.247,0.014,0.015,0.001,0.148,0.085,0.309,71643,0.867,0.249
"0500000US48475","Ward","TX",11347,0.749,0.063,0.002,0.007,0,0.11,0.069,0.557,70771,0.802,0.113
"0500000US48477","Washington","TX",35807,0.718,0.18,0.002,0.007,0,0.028,0.065,0.173,70043,0.897,0.289
"0500000US48479","Webb","TX",267282,0.537,0.005,0.003,0.005,0,0.057,0.394,0.954,59984,0.691,0.206
"0500000US48481","Wharton","TX",41614,0.708,0.129,0,0.005,0,0.043,0.115,0.43,59712,0.813,0.181
"0500000US48483","Wheeler","TX",4980,0.853,0.027,0.003,0.003,0,0.04,0.075,0.255,58158,0.858,0.173
"0500000US48485","Wichita","TX",129584,0.758,0.1,0.009,0.023,0.001,0.03,0.079,0.204,58862,0.875,0.239
"0500000US48487","Wilbarger","TX",12795,0.684,0.076,0.005,0.033,0,0.077,0.125,0.304,50769,0.784,0.166
"0500000US48489","Willacy","TX",20308,0.695,0.009,0.006,0,0,0.032,0.258,0.883,42839,0.675,0.105
"0500000US48491","Williamson","TX",617396,0.676,0.068,0.004,0.082,0.001,0.043,0.127,0.25,102851,0.941,0.463
"0500000US48493","Wilson","TX",50381,0.769,0.016,0.005,0.004,0,0.041,0.165,0.407,89708,0.908,0.254
"0500000US48495","Winkler","TX",7582,0.649,0.055,0.02,0.006,0,0.11,0.161,0.626,89155,0.725,0.091
"0500000US48497","Wise","TX",70062,0.863,0.014,0.008,0.006,0.001,0.049,0.059,0.204,85385,0.87,0.208
"0500000US48499","Wood","TX",45341,0.859,0.04,0.001,0.006,0,0.03,0.064,0.108,61748,0.861,0.211
"0500000US48501","Yoakum","TX",7630,0.647,0.016,0.01,0.005,0,0.089,0.232,0.679,80317,0.685,0.097
"0500000US48503","Young","TX",17903,0.882,0.018,0.004,0.003,0,0.024,0.067,0.197,65565,0.881,0.225
"0500000US48505","Zapata","TX",13896,0.527,0.001,0,0.002,0,0.087,0.383,0.947,35061,0.656,0.113
"0500000US48507","Zavala","TX",9700,0.579,0.007,0.001,0.003,0,0.046,0.363,0.938,49243,0.726,0.138
"0500000US49001","Beaver","UT",7102,0.891,0.001,0.009,0,0.001,0.059,0.039,0.129,80268,0.923,0.275
"0500000US49003","Box Elder","UT",58291,0.903,0.004,0.005,0.01,0.002,0.019,0.058,0.099,72769,0.934,0.258
"0500000US49005","Cache","UT",134428,0.873,0.007,0.004,0.02,0.004,0.033,0.059,0.11,72719,0.942,0.4
"0500000US49007","Carbon","UT",20338,0.896,0.011,0.006,0.003,0.002,0.021,0.062,0.138,53734,0.92,0.167
"0500000US49009","Daggett","UT",638,0.928,0,0.017,0,0,0.002,0.053,0.028,61250,0.928,0.182
"0500000US49011","Davis","UT",363032,0.874,0.012,0.004,0.018,0.008,0.021,0.063,0.105,101285,0.957,0.384
"0500000US49013","Duchesne","UT",19779,0.888,0.004,0.034,0.004,0.004,0.023,0.043,0.085,70821,0.892,0.144
"0500000US49015","Emery","UT",9898,0.956,0.001,0.006,0,0.01,0.003,0.024,0.068,67056,0.933,0.156
"0500000US49017","Garfield","UT",5121,0.942,0.001,0.029,0,0.004,0.009,0.014,0.074,56481,0.959,0.303
"0500000US49019","Grand","UT",9680,0.871,0,0.036,0.014,0.01,0.021,0.046,0.109,59171,0.945,0.317
"0500000US49021","Iron","UT",58068,0.882,0.007,0.016,0.011,0.003,0.028,0.053,0.097,63005,0.93,0.304
"0500000US49023","Juab","UT",11943,0.926,0.006,0.012,0.006,0,0.005,0.045,0.057,88048,0.936,0.214
"0500000US49025","Kane","UT",7814,0.932,0.002,0.017,0.011,0.001,0.017,0.021,0.054,70327,0.944,0.324
"0500000US49027","Millard","UT",13027,0.859,0.002,0.014,0.017,0.002,0.064,0.041,0.127,69403,0.905,0.236
"0500000US49029","Morgan","UT",12367,0.949,0.006,0.002,0.004,0.005,0.013,0.022,0.031,120854,0.982,0.376
"0500000US49031","Piute","UT",1764,0.953,0.002,0,0,0,0.016,0.029,0.043,33359,0.889,0.196
"0500000US49033","Rich","UT",2543,0.88,0,0.006,0,0,0.035,0.078,0.101,69250,0.958,0.268
"0500000US49035","Salt Lake","UT",1180643,0.746,0.018,0.009,0.042,0.016,0.09,0.08,0.191,90011,0.918,0.377
"0500000US49037","San Juan","UT",14524,0.466,0.002,0.45,0.005,0.004,0.029,0.046,0.063,52108,0.878,0.191
"0500000US49039","Sanpete","UT",28816,0.87,0.009,0.009,0.008,0.006,0.071,0.026,0.095,64356,0.898,0.223
"0500000US49041","Sevier","UT",21667,0.929,0.005,0.009,0.004,0.002,0.018,0.033,0.056,66972,0.92,0.228
"0500000US49043","Summit","UT",42524,0.878,0.008,0.005,0.018,0.001,0.033,0.057,0.11,126392,0.96,0.574
"0500000US49045","Tooele","UT",74032,0.866,0.008,0.004,0.008,0.008,0.03,0.077,0.137,95545,0.926,0.226
"0500000US49047","Uintah","UT",35951,0.83,0.004,0.061,0.006,0.001,0.019,0.078,0.088,67983,0.887,0.18
"0500000US49049","Utah","UT",666021,0.863,0.006,0.006,0.014,0.008,0.033,0.07,0.125,91263,0.953,0.428
"0500000US49051","Wasatch","UT",35009,0.878,0.004,0.002,0.012,0.001,0.039,0.064,0.137,104855,0.955,0.467
"0500000US49053","Washington","UT",183297,0.88,0.006,0.012,0.011,0.006,0.037,0.048,0.111,71976,0.944,0.328
"0500000US49055","Wayne","UT",2532,0.986,0,0,0,0,0.001,0.013,0.018,64870,0.931,0.222
"0500000US49057","Weber","UT",262960,0.849,0.011,0.007,0.014,0.002,0.05,0.067,0.188,82291,0.922,0.27
"0500000US50001","Addison","VT",37434,0.921,0.01,0.002,0.021,0.001,0.006,0.039,0.025,85870,0.945,0.418
"0500000US50003","Bennington","VT",37326,0.936,0.01,0.001,0.011,0.001,0.008,0.034,0.024,68558,0.941,0.394
"0500000US50005","Caledonia","VT",30418,0.941,0.011,0.002,0.004,0,0.008,0.034,0.019,62964,0.937,0.315
"0500000US50007","Chittenden","VT",168309,0.881,0.025,0.001,0.039,0,0.005,0.048,0.025,89494,0.953,0.557
"0500000US50009","Essex","VT",5976,0.951,0,0.007,0.007,0,0,0.035,0.015,55247,0.889,0.202
"0500000US50011","Franklin","VT",50101,0.932,0.002,0.006,0.007,0,0.005,0.047,0.018,73633,0.919,0.274
"0500000US50013","Grand Isle","VT",7335,0.922,0.011,0.017,0.003,0,0.007,0.04,0.02,86639,0.961,0.426
"0500000US50015","Lamoille","VT",25977,0.938,0.012,0.003,0.005,0,0.008,0.033,0.02,69886,0.942,0.428
"0500000US50017","Orange","VT",29439,0.95,0.003,0.003,0.006,0,0.006,0.032,0.014,74534,0.939,0.352
"0500000US50019","Orleans","VT",27459,0.95,0.007,0.003,0.006,0,0.003,0.031,0.017,63981,0.915,0.277
"0500000US50021","Rutland","VT",60585,0.945,0.006,0.001,0.008,0,0.003,0.037,0.017,62641,0.936,0.33
"0500000US50023","Washington","VT",59768,0.942,0.009,0,0.008,0,0.006,0.035,0.02,77278,0.951,0.462
"0500000US50025","Windham","VT",45857,0.926,0.011,0.002,0.013,0,0.004,0.044,0.026,65473,0.942,0.404
"0500000US50027","Windsor","VT",57832,0.938,0.007,0.001,0.01,0,0.007,0.037,0.02,69492,0.949,0.408
"0500000US51001","Accomack","VA",33367,0.625,0.284,0.002,0.008,0,0.017,0.063,0.092,52694,0.816,0.213
"0500000US51003","Albemarle","VA",112513,0.786,0.089,0.001,0.056,0,0.016,0.052,0.059,97708,0.938,0.601
"0500000US51005","Alleghany","VA",15159,0.924,0.052,0,0.001,0,0.005,0.019,0.016,52546,0.882,0.152
"0500000US51007","Amelia","VA",13309,0.746,0.201,0,0,0,0,0.053,0.034,63438,0.864,0.177
"0500000US51009","Amherst","VA",31426,0.749,0.182,0.008,0.007,0.001,0.018,0.035,0.027,64454,0.877,0.219
"0500000US51011","Appomattox","VA",16253,0.777,0.181,0,0.003,0,0.021,0.018,0.022,60041,0.899,0.193
"0500000US51013","Arlington","VA",235845,0.65,0.093,0.004,0.103,0.001,0.055,0.095,0.156,137387,0.953,0.768
"0500000US51015","Augusta","VA",77433,0.908,0.044,0.002,0.004,0.001,0.012,0.028,0.034,76124,0.899,0.233
"0500000US51017","Bath","VA",4177,0.936,0.048,0.001,0.003,0,0.011,0,0.007,55699,0.86,0.183
"0500000US51019","Bedford","VA",79761,0.872,0.062,0.001,0.013,0,0.012,0.04,0.026,74773,0.924,0.326
"0500000US51021","Bland","VA",6241,0.934,0.04,0.001,0.001,0,0.005,0.018,0.008,59901,0.92,0.164
"0500000US51023","Botetourt","VA",33734,0.929,0.025,0.001,0.005,0.002,0.004,0.032,0.02,77680,0.936,0.277
"0500000US51025","Brunswick","VA",15965,0.413,0.546,0.002,0.001,0,0.013,0.025,0.026,52678,0.765,0.16
"0500000US51027","Buchanan","VA",20246,0.967,0.018,0,0,0,0.003,0.012,0.01,39591,0.742,0.109
"0500000US51029","Buckingham","VA",16869,0.613,0.322,0.002,0,0,0.017,0.045,0.025,59894,0.841,0.122
"0500000US51031","Campbell","VA",55518,0.789,0.141,0.002,0.01,0,0.007,0.051,0.031,59022,0.905,0.246
"0500000US51033","Caroline","VA",31181,0.639,0.245,0.004,0.01,0,0.041,0.062,0.059,83562,0.894,0.223
"0500000US51035","Carroll","VA",29126,0.947,0.005,0.002,0.001,0,0.02,0.025,0.042,49113,0.83,0.159
"0500000US51036","Charles City","VA",6760,0.443,0.439,0.057,0.002,0,0.006,0.053,0.022,65573,0.849,0.162
"0500000US51037","Charlotte","VA",11563,0.706,0.261,0,0.004,0,0.001,0.029,0.026,51548,0.845,0.166
"0500000US51041","Chesterfield","VA",366019,0.619,0.236,0.002,0.035,0.001,0.053,0.054,0.099,95757,0.926,0.423
"0500000US51043","Clarke","VA",14882,0.882,0.046,0.003,0.012,0,0.024,0.033,0.066,107475,0.937,0.345
"0500000US51045","Craig","VA",4898,0.947,0.001,0,0,0,0.015,0.038,0.009,66286,0.879,0.16
"0500000US51047","Culpeper","VA",52822,0.714,0.134,0.003,0.007,0.001,0.068,0.073,0.124,92359,0.894,0.268
"0500000US51049","Cumberland","VA",9697,0.637,0.304,0,0.008,0.001,0.003,0.046,0.012,56497,0.861,0.185
"0500000US51051","Dickenson","VA",14089,0.977,0.007,0.002,0.004,0,0.001,0.009,0.011,40143,0.814,0.114
"0500000US51053","Dinwiddie","VA",28057,0.654,0.308,0,0.008,0.001,0.011,0.019,0.039,77225,0.895,0.179
"0500000US51057","Essex","VA",10602,0.572,0.377,0.003,0.006,0,0.001,0.041,0.044,52335,0.826,0.153
"0500000US51059","Fairfax","VA",1145354,0.542,0.099,0.004,0.202,0.001,0.061,0.092,0.165,145165,0.935,0.641
"0500000US51061","Fauquier","VA",73290,0.83,0.066,0.002,0.018,0,0.015,0.068,0.099,122785,0.922,0.394
"0500000US51063","Floyd","VA",15532,0.941,0.03,0.003,0.004,0,0.003,0.018,0.029,57146,0.908,0.232
"0500000US51065","Fluvanna","VA",27442,0.773,0.13,0.001,0.014,0.001,0.019,0.062,0.042,90766,0.933,0.358
"0500000US51067","Franklin","VA",54838,0.875,0.077,0.003,0.006,0,0.007,0.032,0.03,66275,0.897,0.238
"0500000US51069","Frederick","VA",92007,0.86,0.042,0.004,0.019,0.001,0.03,0.044,0.101,92443,0.887,0.291
"0500000US51071","Giles","VA",16711,0.95,0.023,0,0.004,0.002,0,0.021,0.019,61987,0.904,0.193
"0500000US51073","Gloucester","VA",38875,0.845,0.082,0.002,0.007,0,0.008,0.057,0.041,83750,0.899,0.255
"0500000US51075","Goochland","VA",24906,0.788,0.145,0,0.017,0,0.017,0.032,0.032,105600,0.942,0.444
"0500000US51077","Grayson","VA",15356,0.902,0.055,0,0.012,0,0.002,0.028,0.039,43348,0.83,0.141
"0500000US51079","Greene","VA",20631,0.808,0.064,0.001,0.023,0.001,0.053,0.05,0.066,81338,0.893,0.279
"0500000US51081","Greensville","VA",11373,0.364,0.535,0.001,0.003,0,0.028,0.068,0.051,51823,0.797,0.134
"0500000US51083","Halifax","VA",34013,0.606,0.347,0.001,0.002,0,0.005,0.039,0.024,49145,0.822,0.171
"0500000US51085","Hanover","VA",110513,0.832,0.087,0.002,0.017,0.001,0.013,0.048,0.033,104678,0.944,0.418
"0500000US51087","Henrico","VA",333120,0.527,0.296,0.002,0.094,0,0.028,0.052,0.061,82424,0.929,0.454
"0500000US51089","Henry","VA",50760,0.708,0.229,0,0.005,0,0.027,0.03,0.06,43694,0.813,0.144
"0500000US51091","Highland","VA",2247,0.943,0,0,0.031,0,0,0.026,0,57070,0.9,0.307
"0500000US51093","Isle of Wight","VA",38898,0.704,0.221,0.002,0.01,0,0.016,0.046,0.04,91680,0.912,0.298
"0500000US51095","James City","VA",78818,0.76,0.126,0,0.026,0,0.017,0.07,0.064,100711,0.957,0.5
"0500000US51097","King and Queen","VA",6681,0.669,0.241,0.004,0,0,0.031,0.054,0.036,70147,0.864,0.226
"0500000US51099","King George","VA",26985,0.726,0.158,0.001,0.014,0,0.036,0.066,0.064,103264,0.903,0.349
"0500000US51101","King William","VA",17845,0.789,0.149,0.009,0.008,0.001,0.002,0.042,0.029,79398,0.935,0.248
"0500000US51103","Lancaster","VA",10866,0.672,0.276,0.001,0.005,0,0.017,0.029,0.023,62674,0.864,0.323
"0500000US51105","Lee","VA",22287,0.932,0.042,0.001,0.003,0,0.001,0.021,0.021,41619,0.817,0.115
"0500000US51107","Loudoun","VA",420773,0.575,0.077,0.003,0.206,0.001,0.045,0.094,0.138,170463,0.944,0.635
"0500000US51109","Louisa","VA",38106,0.782,0.135,0.002,0.005,0,0.013,0.063,0.036,76594,0.886,0.258
"0500000US51111","Lunenburg","VA",11988,0.586,0.328,0,0.003,0,0.04,0.043,0.061,54438,0.787,0.111
"0500000US51113","Madison","VA",13828,0.857,0.079,0,0.007,0,0.005,0.052,0.034,74586,0.87,0.245
"0500000US51115","Mathews","VA",8537,0.868,0.09,0,0,0.004,0.004,0.035,0.031,79054,0.943,0.298
"0500000US51117","Mecklenburg","VA",30367,0.624,0.333,0.004,0.01,0,0.005,0.023,0.031,51265,0.865,0.215
"0500000US51119","Middlesex","VA",10738,0.79,0.148,0,0.008,0.002,0.019,0.034,0.031,69389,0.894,0.296
"0500000US51121","Montgomery","VA",99373,0.839,0.041,0.003,0.065,0.001,0.015,0.036,0.035,65270,0.95,0.465
"0500000US51125","Nelson","VA",14773,0.823,0.124,0.001,0.002,0,0.025,0.026,0.046,64028,0.866,0.304
"0500000US51127","New Kent","VA",23296,0.793,0.131,0.007,0.011,0,0.012,0.046,0.04,113120,0.941,0.336
"0500000US51131","Northampton","VA",12132,0.583,0.317,0,0.011,0,0.025,0.064,0.094,54693,0.869,0.293
"0500000US51133","Northumberland","VA",12007,0.704,0.209,0,0.009,0,0.003,0.076,0.041,64655,0.892,0.337
"0500000US51135","Nottoway","VA",15638,0.561,0.381,0,0.005,0,0.004,0.049,0.05,62366,0.838,0.161
"0500000US51137","Orange","VA",36593,0.781,0.123,0,0.015,0,0.014,0.068,0.06,87309,0.898,0.273
"0500000US51139","Page","VA",23753,0.929,0.018,0.001,0.003,0,0.011,0.037,0.024,56760,0.824,0.147
"0500000US51141","Patrick","VA",17660,0.911,0.056,0.001,0.005,0,0.009,0.019,0.033,49180,0.836,0.163
"0500000US51143","Pittsylvania","VA",60541,0.746,0.196,0.001,0.005,0,0.014,0.039,0.029,52619,0.842,0.15
"0500000US51145","Powhatan","VA",30503,0.86,0.088,0.003,0.002,0,0.009,0.038,0.025,108089,0.915,0.328
"0500000US51147","Prince Edward","VA",21922,0.627,0.299,0.004,0.014,0.008,0.006,0.041,0.036,57304,0.884,0.269
"0500000US51149","Prince George","VA",42634,0.558,0.311,0.006,0.018,0.004,0.019,0.084,0.097,80318,0.894,0.241
"0500000US51153","Prince William","VA",481114,0.502,0.207,0.006,0.097,0.001,0.078,0.109,0.25,123193,0.899,0.437
"0500000US51155","Pulaski","VA",33841,0.913,0.05,0,0.005,0.002,0.006,0.023,0.019,59740,0.903,0.211
"0500000US51157","Rappahannock","VA",7422,0.873,0.044,0.002,0.002,0,0.045,0.033,0.043,98663,0.906,0.338
"0500000US51159","Richmond","VA",8968,0.608,0.272,0.004,0,0,0.034,0.082,0.075,62708,0.751,0.178
"0500000US51161","Roanoke","VA",96653,0.856,0.061,0.004,0.036,0.001,0.009,0.034,0.035,80872,0.933,0.375
"0500000US51163","Rockbridge","VA",22673,0.914,0.044,0.001,0.007,0,0.013,0.022,0.021,61903,0.906,0.302
"0500000US51165","Rockingham","VA",83905,0.899,0.024,0.001,0.009,0.001,0.017,0.049,0.078,73232,0.872,0.288
"0500000US51167","Russell","VA",25763,0.965,0.02,0.002,0,0.003,0,0.009,0.007,44088,0.829,0.126
"0500000US51169","Scott","VA",21536,0.97,0.012,0.001,0.001,0.002,0.001,0.014,0.015,44535,0.83,0.139
"0500000US51171","Shenandoah","VA",44337,0.886,0.027,0.001,0.012,0,0.016,0.056,0.08,62149,0.886,0.207
"0500000US51173","Smyth","VA",29799,0.953,0.018,0.001,0.004,0.001,0.003,0.021,0.023,45061,0.847,0.175
"0500000US51175","Southampton","VA",18003,0.617,0.301,0.003,0.003,0,0.006,0.07,0.022,67813,0.868,0.19
"0500000US51177","Spotsylvania","VA",141097,0.682,0.168,0.002,0.027,0.001,0.051,0.068,0.113,105068,0.91,0.333
"0500000US51179","Stafford","VA",157606,0.597,0.19,0.003,0.038,0,0.076,0.097,0.149,128036,0.929,0.431
"0500000US51181","Surry","VA",6546,0.553,0.417,0,0.001,0,0.009,0.019,0.028,68655,0.876,0.235
"0500000US51183","Sussex","VA",10866,0.417,0.548,0.002,0.005,0,0.006,0.023,0.035,59195,0.813,0.154
"0500000US51185","Tazewell","VA",40392,0.933,0.04,0,0.007,0,0.002,0.016,0.012,46508,0.864,0.159
"0500000US51187","Warren","VA",40800,0.847,0.054,0.002,0.013,0,0.034,0.05,0.063,79313,0.888,0.224
"0500000US51191","Washington","VA",53985,0.952,0.017,0.001,0.005,0,0.005,0.02,0.016,59116,0.892,0.246
"0500000US51193","Westmoreland","VA",18480,0.633,0.244,0.001,0.011,0,0.048,0.062,0.068,56647,0.819,0.176
"0500000US51195","Wise","VA",36105,0.911,0.047,0.002,0.011,0,0.004,0.025,0.013,47541,0.804,0.163
"0500000US51197","Wythe","VA",28275,0.939,0.022,0.001,0.008,0.001,0.003,0.027,0.014,53921,0.901,0.201
"0500000US51199","York","VA",70238,0.709,0.131,0.001,0.056,0.001,0.014,0.088,0.073,105154,0.953,0.495
"0500000US51510","Alexandria city","VA",157594,0.567,0.213,0.003,0.064,0,0.053,0.1,0.166,113179,0.937,0.66
"0500000US51520","Bristol city","VA",17036,0.874,0.063,0,0.003,0,0.01,0.05,0.026,45250,0.862,0.228
"0500000US51530","Buena Vista city","VA",6639,0.869,0.041,0.001,0.005,0.002,0.011,0.07,0.015,48783,0.813,0.215
"0500000US51540","Charlottesville city","VA",46289,0.685,0.172,0.002,0.07,0,0.012,0.059,0.058,67177,0.92,0.589
"0500000US51550","Chesapeake city","VA",249377,0.573,0.293,0.002,0.037,0.001,0.024,0.071,0.07,92703,0.933,0.358
"0500000US51570","Colonial Heights city","VA",18158,0.72,0.172,0.002,0.036,0.001,0.025,0.043,0.072,72216,0.915,0.281
"0500000US51580","Covington city","VA",5722,0.816,0.135,0,0.011,0,0,0.038,0.024,45737,0.886,0.114
"0500000US51590","Danville city","VA",42507,0.42,0.502,0.001,0.014,0,0.008,0.055,0.049,41484,0.844,0.187
"0500000US51595","Emporia city","VA",5680,0.246,0.606,0,0.008,0,0,0.14,0.047,41442,0.769,0.165
"0500000US51600","Fairfax city","VA",24242,0.596,0.059,0.001,0.174,0,0.078,0.092,0.181,128708,0.922,0.601
"0500000US51610","Falls Church city","VA",14576,0.725,0.046,0.003,0.088,0,0.034,0.104,0.113,164536,0.974,0.789
"0500000US51620","Franklin city","VA",8194,0.384,0.514,0,0.034,0,0.004,0.064,0.033,57537,0.843,0.232
"0500000US51630","Fredericksburg city","VA",28258,0.599,0.215,0.002,0.038,0,0.055,0.091,0.117,83445,0.925,0.435
"0500000US51640","Galax city","VA",6687,0.771,0.08,0.002,0.004,0.004,0.04,0.1,0.206,44612,0.802,0.175
"0500000US51650","Hampton city","VA",137217,0.387,0.49,0.003,0.021,0.001,0.02,0.079,0.066,64430,0.928,0.277
"0500000US51660","Harrisonburg city","VA",51784,0.71,0.075,0.004,0.032,0,0.062,0.116,0.208,56050,0.836,0.352
"0500000US51670","Hopewell city","VA",23046,0.46,0.433,0,0.01,0,0.023,0.074,0.089,50661,0.869,0.111
"0500000US51678","Lexington city","VA",7346,0.835,0.052,0.005,0.031,0,0.016,0.06,0.051,93651,0.962,0.602
"0500000US51680","Lynchburg city","VA",79166,0.627,0.276,0.003,0.022,0.002,0.02,0.05,0.047,56243,0.903,0.38
"0500000US51683","Manassas city","VA",42620,0.532,0.134,0.006,0.06,0,0.088,0.181,0.388,110559,0.858,0.345
"0500000US51685","Manassas Park city","VA",17123,0.454,0.147,0.032,0.11,0,0.14,0.117,0.419,91673,0.801,0.25
"0500000US51690","Martinsville city","VA",13539,0.446,0.454,0.006,0.008,0.001,0.033,0.052,0.07,39127,0.865,0.203
"0500000US51700","Newport News city","VA",185118,0.441,0.412,0.002,0.035,0.001,0.026,0.083,0.099,63355,0.917,0.287
"0500000US51710","Norfolk city","VA",236973,0.448,0.407,0.004,0.038,0.002,0.033,0.067,0.087,60998,0.893,0.322
"0500000US51720","Norton city","VA",3668,0.944,0.02,0,0.001,0,0,0.035,0,36974,0.902,0.194
"0500000US51730","Petersburg city","VA",33261,0.166,0.773,0,0.013,0.001,0.005,0.042,0.053,46930,0.864,0.218
"0500000US51735","Poquoson city","VA",12479,0.925,0.018,0.001,0.021,0,0.006,0.029,0.034,114503,0.962,0.384
"0500000US51740","Portsmouth city","VA",97384,0.377,0.514,0.004,0.014,0.001,0.02,0.07,0.05,57154,0.895,0.212
"0500000US51750","Radford city","VA",16379,0.843,0.089,0,0.023,0,0.007,0.038,0.032,51039,0.933,0.448
"0500000US51760","Richmond city","VA",227171,0.446,0.44,0.002,0.023,0,0.033,0.057,0.076,59606,0.888,0.441
"0500000US51770","Roanoke city","VA",99213,0.591,0.294,0.001,0.032,0.001,0.017,0.064,0.069,51523,0.891,0.284
"0500000US51775","Salem city","VA",25372,0.851,0.079,0.001,0.018,0.001,0.016,0.033,0.038,68402,0.939,0.325
"0500000US51790","Staunton city","VA",25581,0.818,0.107,0.001,0.014,0.006,0.008,0.046,0.038,59731,0.926,0.336
"0500000US51800","Suffolk city","VA",94856,0.486,0.416,0.003,0.019,0,0.017,0.059,0.048,87758,0.912,0.321
"0500000US51810","Virginia Beach city","VA",457900,0.628,0.189,0.002,0.071,0.001,0.023,0.085,0.088,87544,0.945,0.398
"0500000US51820","Waynesboro city","VA",22341,0.764,0.106,0.003,0.018,0,0.02,0.09,0.093,52519,0.882,0.272
"0500000US51830","Williamsburg city","VA",15486,0.692,0.152,0.004,0.07,0,0.01,0.072,0.077,66815,0.933,0.506
"0500000US51840","Winchester city","VA",28103,0.729,0.099,0.003,0.021,0,0.062,0.086,0.187,62495,0.87,0.323
"0500000US53001","Adams","WA",20557,0.523,0.002,0.021,0.006,0.004,0.289,0.154,0.645,63105,0.71,0.147
"0500000US53003","Asotin","WA",22370,0.905,0.007,0.012,0.012,0,0.012,0.052,0.047,63724,0.93,0.231
"0500000US53005","Benton","WA",207560,0.757,0.018,0.007,0.031,0.002,0.087,0.098,0.235,83778,0.901,0.323
"0500000US53007","Chelan","WA",79076,0.701,0.005,0.007,0.008,0,0.19,0.088,0.286,71876,0.854,0.295
"0500000US53009","Clallam","WA",77333,0.837,0.009,0.039,0.017,0,0.021,0.077,0.072,66108,0.93,0.308
"0500000US53011","Clark","WA",504091,0.795,0.02,0.007,0.047,0.008,0.032,0.093,0.107,90115,0.93,0.322
"0500000US53013","Columbia","WA",3980,0.817,0.009,0.004,0.001,0,0.044,0.125,0.082,68825,0.899,0.266
"0500000US53015","Cowlitz","WA",110621,0.859,0.008,0.015,0.012,0.003,0.022,0.081,0.098,70912,0.901,0.166
"0500000US53017","Douglas","WA",43189,0.645,0.005,0.01,0.007,0.003,0.255,0.076,0.333,79422,0.818,0.217
"0500000US53019","Ferry","WA",7260,0.724,0.002,0.151,0.004,0.008,0.006,0.106,0.018,50424,0.914,0.181
"0500000US53021","Franklin","WA",96692,0.566,0.023,0.018,0.019,0.002,0.215,0.157,0.539,77877,0.758,0.2
"0500000US53023","Garfield","WA",2310,0.903,0.01,0,0.014,0,0.014,0.06,0.038,57958,0.929,0.27
"0500000US53025","Grant","WA",99145,0.621,0.01,0.016,0.01,0,0.234,0.109,0.428,66387,0.804,0.177
"0500000US53027","Grays Harbor","WA",75672,0.82,0.014,0.038,0.012,0.004,0.034,0.078,0.108,59105,0.901,0.172
"0500000US53029","Island","WA",86510,0.809,0.026,0.011,0.047,0.004,0.023,0.081,0.085,82850,0.957,0.354
"0500000US53031","Jefferson","WA",33006,0.88,0.004,0.016,0.014,0.001,0.02,0.064,0.041,64796,0.971,0.435
"0500000US53033","King","WA",2254371,0.588,0.065,0.007,0.194,0.007,0.045,0.093,0.102,116340,0.938,0.548
"0500000US53035","Kitsap","WA",275411,0.775,0.027,0.01,0.048,0.01,0.026,0.104,0.085,93675,0.952,0.353
"0500000US53037","Kittitas","WA",44424,0.836,0.009,0.005,0.014,0.003,0.047,0.085,0.096,66800,0.931,0.361
"0500000US53039","Klickitat","WA",22798,0.865,0.008,0.01,0.006,0.003,0.032,0.077,0.126,66581,0.894,0.308
