"","...1","state","office_type","question","answer","demographic_pct","answer_pct","lastName","year"
"421",421,"AL","Senate","Region","North",24,32,"Jones",2020
"422",422,"AL","Senate","Region","North",24,68,"Tuberville",2020
"423",423,"AL","Senate","Region","North Central",26,28,"Jones",2020
"424",424,"AL","Senate","Region","North Central",26,71,"Tuberville",2020
"425",425,"AL","Senate","Region","Birmingham/S. Central",28,60,"Jones",2020
"426",426,"AL","Senate","Region","Birmingham/S. Central",28,40,"Tuberville",2020
"427",427,"AL","Senate","Region","South",22,36,"Jones",2020
"428",428,"AL","Senate","Region","South",22,64,"Tuberville",2020
"429",429,"AL","Senate","Age","18-24",9,58,"Jones",2020
"430",430,"AL","Senate","Age","18-24",9,42,"Tuberville",2020
"431",431,"AL","Senate","Age","25-29",7,-1,"Jones",2020
"432",432,"AL","Senate","Age","25-29",7,-1,"Tuberville",2020
"433",433,"AL","Senate","Age","30-39",15,41,"Jones",2020
"434",434,"AL","Senate","Age","30-39",15,59,"Tuberville",2020
"435",435,"AL","Senate","Age","40-49",15,51,"Jones",2020
"436",436,"AL","Senate","Age","40-49",15,49,"Tuberville",2020
"437",437,"AL","Senate","Age","50-64",29,35,"Jones",2020
"438",438,"AL","Senate","Age","50-64",29,65,"Tuberville",2020
"439",439,"AL","Senate","Age","65 or older",25,25,"Jones",2020
"440",440,"AL","Senate","Age","65 or older",25,74,"Tuberville",2020
"441",441,"AL","Senate","Race","White",73,24,"Jones",2020
"442",442,"AL","Senate","Race","White",73,76,"Tuberville",2020
"443",443,"AL","Senate","Race","Black",22,90,"Jones",2020
"444",444,"AL","Senate","Race","Black",22,10,"Tuberville",2020
"445",445,"AL","Senate","Race","Latino",3,-1,"Jones",2020
"446",446,"AL","Senate","Race","Latino",3,-1,"Tuberville",2020
"447",447,"AL","Senate","Race","Asian",0,-1,"Jones",2020
"448",448,"AL","Senate","Race","Asian",0,-1,"Tuberville",2020
"449",449,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Jones",2020
"450",450,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Tuberville",2020
"451",451,"AL","Senate","Gender","Male",45,39,"Jones",2020
"452",452,"AL","Senate","Gender","Male",45,61,"Tuberville",2020
"453",453,"AL","Senate","Gender","Female",55,41,"Jones",2020
"454",454,"AL","Senate","Gender","Female",55,59,"Tuberville",2020
"455",455,"AL","Senate","Area type","Urban",25,63,"Jones",2020
"456",456,"AL","Senate","Area type","Urban",25,37,"Tuberville",2020
"457",457,"AL","Senate","Area type","Suburban",56,29,"Jones",2020
"458",458,"AL","Senate","Area type","Suburban",56,70,"Tuberville",2020
"459",459,"AL","Senate","Area type","Rural",20,40,"Jones",2020
"460",460,"AL","Senate","Area type","Rural",20,60,"Tuberville",2020
"461",461,"AL","Senate","Education","Never attended college",20,28,"Jones",2020
"462",462,"AL","Senate","Education","Never attended college",20,72,"Tuberville",2020
"463",463,"AL","Senate","Education","Some college",25,41,"Jones",2020
"464",464,"AL","Senate","Education","Some college",25,59,"Tuberville",2020
"465",465,"AL","Senate","Education","Associate's degree",18,32,"Jones",2020
"466",466,"AL","Senate","Education","Associate's degree",18,68,"Tuberville",2020
"467",467,"AL","Senate","Education","Bachelor's degree",23,43,"Jones",2020
"468",468,"AL","Senate","Education","Bachelor's degree",23,56,"Tuberville",2020
"469",469,"AL","Senate","Education","Advanced degree",14,57,"Jones",2020
"470",470,"AL","Senate","Education","Advanced degree",14,42,"Tuberville",2020
"471",471,"AL","Senate","Income","Less than $30,000",18,-1,"Jones",2020
"472",472,"AL","Senate","Income","Less than $30,000",18,-1,"Tuberville",2020
"473",473,"AL","Senate","Income","$30,000-$49,999",20,39,"Jones",2020
"474",474,"AL","Senate","Income","$30,000-$49,999",20,61,"Tuberville",2020
"475",475,"AL","Senate","Income","$50,000-$99,999",31,40,"Jones",2020
"476",476,"AL","Senate","Income","$50,000-$99,999",31,60,"Tuberville",2020
"477",477,"AL","Senate","Income","$100,000-$199,999",25,38,"Jones",2020
"478",478,"AL","Senate","Income","$100,000-$199,999",25,62,"Tuberville",2020
"479",479,"AL","Senate","Income","$200,000 or more",7,-1,"Jones",2020
"480",480,"AL","Senate","Income","$200,000 or more",7,-1,"Tuberville",2020
"481",481,"AL","President","Region","North",24,29,"Biden",2020
"482",482,"AL","President","Region","North",24,70,"Trump",2020
"483",483,"AL","President","Region","North Central",26,26,"Biden",2020
"484",484,"AL","President","Region","North Central",26,72,"Trump",2020
"485",485,"AL","President","Region","Birmingham/S. Central",28,56,"Biden",2020
"486",486,"AL","President","Region","Birmingham/S. Central",28,42,"Trump",2020
"487",487,"AL","President","Region","South",22,33,"Biden",2020
"488",488,"AL","President","Region","South",22,66,"Trump",2020
"489",489,"AL","President","Age","18-24",9,54,"Biden",2020
"490",490,"AL","President","Age","18-24",9,44,"Trump",2020
"491",491,"AL","President","Age","25-29",6,-1,"Biden",2020
"492",492,"AL","President","Age","25-29",6,-1,"Trump",2020
"493",493,"AL","President","Age","30-39",15,40,"Biden",2020
"494",494,"AL","President","Age","30-39",15,57,"Trump",2020
"495",495,"AL","President","Age","40-49",15,47,"Biden",2020
"496",496,"AL","President","Age","40-49",15,51,"Trump",2020
"497",497,"AL","President","Age","50-64",29,32,"Biden",2020
"498",498,"AL","President","Age","50-64",29,67,"Trump",2020
"499",499,"AL","President","Age","65 or older",25,23,"Biden",2020
"500",500,"AL","President","Age","65 or older",25,77,"Trump",2020
"501",501,"AL","President","Race","White",74,21,"Biden",2020
"502",502,"AL","President","Race","White",74,77,"Trump",2020
"503",503,"AL","President","Race","Black",22,89,"Biden",2020
"504",504,"AL","President","Race","Black",22,11,"Trump",2020
"505",505,"AL","President","Race","Latino",3,-1,"Biden",2020
"506",506,"AL","President","Race","Latino",3,-1,"Trump",2020
"507",507,"AL","President","Race","Asian",0,-1,"Biden",2020
"508",508,"AL","President","Race","Asian",0,-1,"Trump",2020
"509",509,"AL","President","Race","Other racial/ethnic groups",1,-1,"Biden",2020
"510",510,"AL","President","Race","Other racial/ethnic groups",1,-1,"Trump",2020
"511",511,"AL","President","Gender","Male",45,35,"Biden",2020
"512",512,"AL","President","Gender","Male",45,63,"Trump",2020
"513",513,"AL","President","Gender","Female",55,39,"Biden",2020
"514",514,"AL","President","Gender","Female",55,61,"Trump",2020
"515",515,"AL","President","Area type","Urban",25,58,"Biden",2020
"516",516,"AL","President","Area type","Urban",25,39,"Trump",2020
"517",517,"AL","President","Area type","Suburban",56,27,"Biden",2020
"518",518,"AL","President","Area type","Suburban",56,72,"Trump",2020
"519",519,"AL","President","Area type","Rural",20,37,"Biden",2020
"520",520,"AL","President","Area type","Rural",20,61,"Trump",2020
"521",521,"AL","President","Education","Never attended college",20,26,"Biden",2020
"522",522,"AL","President","Education","Never attended college",20,73,"Trump",2020
"523",523,"AL","President","Education","Some college",25,40,"Biden",2020
"524",524,"AL","President","Education","Some college",25,60,"Trump",2020
"525",525,"AL","President","Education","Associate's degree",17,29,"Biden",2020
"526",526,"AL","President","Education","Associate's degree",17,70,"Trump",2020
"527",527,"AL","President","Education","Bachelor's degree",23,40,"Biden",2020
"528",528,"AL","President","Education","Bachelor's degree",23,57,"Trump",2020
"529",529,"AL","President","Education","Advanced degree",14,52,"Biden",2020
"530",530,"AL","President","Education","Advanced degree",14,47,"Trump",2020
"531",531,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"532",532,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"533",533,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"534",534,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"535",535,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
"536",536,"AL","President","Income","$50,000-$99,999",31,60,"Trump",2020
"537",537,"AL","President","Income","$100,000-$199,999",25,34,"Biden",2020
"538",538,"AL","President","Income","$100,000-$199,999",25,65,"Trump",2020
"539",539,"AL","President","Income","$200,000 or more",7,-1,"Biden",2020
"540",540,"AL","President","Income","$200,000 or more",7,-1,"Trump",2020
"541",541,"AL","Senate","Region","North",24,32,"Jones",2020
"542",542,"AL","Senate","Region","North",24,68,"Tuberville",2020
"543",543,"AL","Senate","Region","North Central",26,28,"Jones",2020
"544",544,"AL","Senate","Region","North Central",26,71,"Tuberville",2020
"545",545,"AL","Senate","Region","Birmingham/S. Central",28,60,"Jones",2020
"546",546,"AL","Senate","Region","Birmingham/S. Central",28,40,"Tuberville",2020
"547",547,"AL","Senate","Region","South",22,36,"Jones",2020
"548",548,"AL","Senate","Region","South",22,64,"Tuberville",2020
"549",549,"AL","Senate","Age","18-24",9,58,"Jones",2020
"550",550,"AL","Senate","Age","18-24",9,42,"Tuberville",2020
"551",551,"AL","Senate","Age","25-29",7,-1,"Jones",2020
"552",552,"AL","Senate","Age","25-29",7,-1,"Tuberville",2020
"553",553,"AL","Senate","Age","30-39",15,41,"Jones",2020
"554",554,"AL","Senate","Age","30-39",15,59,"Tuberville",2020
"555",555,"AL","Senate","Age","40-49",15,51,"Jones",2020
"556",556,"AL","Senate","Age","40-49",15,49,"Tuberville",2020
"557",557,"AL","Senate","Age","50-64",29,35,"Jones",2020
"558",558,"AL","Senate","Age","50-64",29,65,"Tuberville",2020
"559",559,"AL","Senate","Age","65 or older",25,25,"Jones",2020
"560",560,"AL","Senate","Age","65 or older",25,74,"Tuberville",2020
"561",561,"AL","Senate","Race","White",73,24,"Jones",2020
"562",562,"AL","Senate","Race","White",73,76,"Tuberville",2020
"563",563,"AL","Senate","Race","Black",22,90,"Jones",2020
"564",564,"AL","Senate","Race","Black",22,10,"Tuberville",2020
"565",565,"AL","Senate","Race","Latino",3,-1,"Jones",2020
"566",566,"AL","Senate","Race","Latino",3,-1,"Tuberville",2020
"567",567,"AL","Senate","Race","Asian",0,-1,"Jones",2020
"568",568,"AL","Senate","Race","Asian",0,-1,"Tuberville",2020
"569",569,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Jones",2020
"570",570,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Tuberville",2020
"571",571,"AL","Senate","Gender","Male",45,39,"Jones",2020
"572",572,"AL","Senate","Gender","Male",45,61,"Tuberville",2020
"573",573,"AL","Senate","Gender","Female",55,41,"Jones",2020
"574",574,"AL","Senate","Gender","Female",55,59,"Tuberville",2020
"575",575,"AL","Senate","Area type","Urban",25,63,"Jones",2020
"576",576,"AL","Senate","Area type","Urban",25,37,"Tuberville",2020
"577",577,"AL","Senate","Area type","Suburban",56,29,"Jones",2020
"578",578,"AL","Senate","Area type","Suburban",56,70,"Tuberville",2020
"579",579,"AL","Senate","Area type","Rural",20,40,"Jones",2020
"580",580,"AL","Senate","Area type","Rural",20,60,"Tuberville",2020
"581",581,"AL","Senate","Education","Never attended college",20,28,"Jones",2020
"582",582,"AL","Senate","Education","Never attended college",20,72,"Tuberville",2020
"583",583,"AL","Senate","Education","Some college",25,41,"Jones",2020
"584",584,"AL","Senate","Education","Some college",25,59,"Tuberville",2020
"585",585,"AL","Senate","Education","Associate's degree",18,32,"Jones",2020
"586",586,"AL","Senate","Education","Associate's degree",18,68,"Tuberville",2020
"587",587,"AL","Senate","Education","Bachelor's degree",23,43,"Jones",2020
"588",588,"AL","Senate","Education","Bachelor's degree",23,56,"Tuberville",2020
"589",589,"AL","Senate","Education","Advanced degree",14,57,"Jones",2020
"590",590,"AL","Senate","Education","Advanced degree",14,42,"Tuberville",2020
"591",591,"AL","Senate","Income","Less than $30,000",18,-1,"Jones",2020
"592",592,"AL","Senate","Income","Less than $30,000",18,-1,"Tuberville",2020
"593",593,"AL","Senate","Income","$30,000-$49,999",20,39,"Jones",2020
"594",594,"AL","Senate","Income","$30,000-$49,999",20,61,"Tuberville",2020
"595",595,"AL","Senate","Income","$50,000-$99,999",31,40,"Jones",2020
"596",596,"AL","Senate","Income","$50,000-$99,999",31,60,"Tuberville",2020
"597",597,"AL","Senate","Income","$100,000-$199,999",25,38,"Jones",2020
"598",598,"AL","Senate","Income","$100,000-$199,999",25,62,"Tuberville",2020
"599",599,"AL","Senate","Income","$200,000 or more",7,-1,"Jones",2020
"600",600,"AL","Senate","Income","$200,000 or more",7,-1,"Tuberville",2020
"601",601,"AL","President","Region","North",24,29,"Biden",2020
"602",602,"AL","President","Region","North",24,70,"Trump",2020
"603",603,"AL","President","Region","North Central",26,26,"Biden",2020
"604",604,"AL","President","Region","North Central",26,72,"Trump",2020
"605",605,"AL","President","Region","Birmingham/S. Central",28,56,"Biden",2020
"606",606,"AL","President","Region","Birmingham/S. Central",28,42,"Trump",2020
"607",607,"AL","President","Region","South",22,33,"Biden",2020
"608",608,"AL","President","Region","South",22,66,"Trump",2020
"609",609,"AL","President","Age","18-24",9,54,"Biden",2020
"610",610,"AL","President","Age","18-24",9,44,"Trump",2020
"611",611,"AL","President","Age","25-29",6,-1,"Biden",2020
"612",612,"AL","President","Age","25-29",6,-1,"Trump",2020
"613",613,"AL","President","Age","30-39",15,40,"Biden",2020
"614",614,"AL","President","Age","30-39",15,57,"Trump",2020
"615",615,"AL","President","Age","40-49",15,47,"Biden",2020
"616",616,"AL","President","Age","40-49",15,51,"Trump",2020
"617",617,"AL","President","Age","50-64",29,32,"Biden",2020
"618",618,"AL","President","Age","50-64",29,67,"Trump",2020
"619",619,"AL","President","Age","65 or older",25,23,"Biden",2020
"620",620,"AL","President","Age","65 or older",25,77,"Trump",2020
"621",621,"AL","President","Race","White",74,21,"Biden",2020
"622",622,"AL","President","Race","White",74,77,"Trump",2020
"623",623,"AL","President","Race","Black",22,89,"Biden",2020
"624",624,"AL","President","Race","Black",22,11,"Trump",2020
"625",625,"AL","President","Race","Latino",3,-1,"Biden",2020
"626",626,"AL","President","Race","Latino",3,-1,"Trump",2020
"627",627,"AL","President","Race","Asian",0,-1,"Biden",2020
"628",628,"AL","President","Race","Asian",0,-1,"Trump",2020
"629",629,"AL","President","Race","Other racial/ethnic groups",1,-1,"Biden",2020
"630",630,"AL","President","Race","Other racial/ethnic groups",1,-1,"Trump",2020
"631",631,"AL","President","Gender","Male",45,35,"Biden",2020
"632",632,"AL","President","Gender","Male",45,63,"Trump",2020
"633",633,"AL","President","Gender","Female",55,39,"Biden",2020
"634",634,"AL","President","Gender","Female",55,61,"Trump",2020
"635",635,"AL","President","Area type","Urban",25,58,"Biden",2020
"636",636,"AL","President","Area type","Urban",25,39,"Trump",2020
"637",637,"AL","President","Area type","Suburban",56,27,"Biden",2020
"638",638,"AL","President","Area type","Suburban",56,72,"Trump",2020
"639",639,"AL","President","Area type","Rural",20,37,"Biden",2020
"640",640,"AL","President","Area type","Rural",20,61,"Trump",2020
"641",641,"AL","President","Education","Never attended college",20,26,"Biden",2020
"642",642,"AL","President","Education","Never attended college",20,73,"Trump",2020
"643",643,"AL","President","Education","Some college",25,40,"Biden",2020
"644",644,"AL","President","Education","Some college",25,60,"Trump",2020
"645",645,"AL","President","Education","Associate's degree",17,29,"Biden",2020
"646",646,"AL","President","Education","Associate's degree",17,70,"Trump",2020
"647",647,"AL","President","Education","Bachelor's degree",23,40,"Biden",2020
"648",648,"AL","President","Education","Bachelor's degree",23,57,"Trump",2020
"649",649,"AL","President","Education","Advanced degree",14,52,"Biden",2020
"650",650,"AL","President","Education","Advanced degree",14,47,"Trump",2020
"651",651,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"652",652,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"653",653,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"654",654,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"655",655,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
"656",656,"AL","President","Income","$50,000-$99,999",31,60,"Trump",2020
"657",657,"AL","President","Income","$100,000-$199,999",25,34,"Biden",2020
"658",658,"AL","President","Income","$100,000-$199,999",25,65,"Trump",2020
"659",659,"AL","President","Income","$200,000 or more",7,-1,"Biden",2020
"660",660,"AL","President","Income","$200,000 or more",7,-1,"Trump",2020
"661",661,"AL","Senate","Region","North",24,32,"Jones",2020
"662",662,"AL","Senate","Region","North",24,68,"Tuberville",2020
"663",663,"AL","Senate","Region","North Central",26,28,"Jones",2020
