state,county,winner,margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share
IL,Will County,Democrat,5.6,291010,146230,129726,50.2,44.6
IL,Williamson County,Republican,41.2,31422,8539,21503,27.2,68.4
IL,Winnebago County,Republican,1.2,113027,52595,53922,46.5,47.7
IL,Woodford County,Republican,41.9,19389,5068,13180,26.1,68.0
IN,Adams County,Republican,52.4,13039,2802,9642,21.5,73.9
IN,Allen County,Republican,19.6,145787,55222,83801,37.9,57.5
IN,Bartholomew County,Republican,33.3,32389,9841,20637,30.4,63.7
IN,Benton County,Republican,47.1,3654,860,2579,23.5,70.6
IN,Blackford County,Republican,43.7,4822,1243,3349,25.8,69.5
IN,Boone County,Republican,29.5,32061,10181,19654,31.8,61.3
IN,Brown County,Republican,31.6,7908,2518,5015,31.8,63.4
IN,Carroll County,Republican,50.9,8609,1891,6273,22.0,72.9
IN,Cass County,Republican,42.0,14135,3758,9697,26.6,68.6
IN,Clark County,Republican,21.9,51104,18791,30012,36.8,58.7
IN,Clay County,Republican,55.2,11259,2306,8528,20.5,75.7
IN,Clinton County,Republican,48.0,11896,2819,8530,23.7,71.7
IN,Crawford County,Republican,36.8,4591,1323,3013,28.8,65.6
IN,Daviess County,Republican,62.8,10736,1800,8545,16.8,79.6
IN,Dearborn County,Republican,55.3,23910,4883,18110,20.4,75.7
IN,Decatur County,Republican,57.4,11095,2121,8488,19.1,76.5
IN,DeKalb County,Republican,48.3,16816,3941,12054,23.4,71.7
IN,Delaware County,Republican,13.7,44699,18100,24217,40.5,54.2
IN,Dubois County,Republican,40.0,19917,5389,13365,27.1,67.1
IN,Elkhart County,Republican,32.4,65187,20667,41810,31.7,64.1
IN,Fayette County,Republican,48.2,9530,2252,6839,23.6,71.8
IN,Floyd County,Republican,20.2,37225,13939,21427,37.4,57.6
IN,Fountain County,Republican,56.0,7474,1476,5661,19.7,75.7
IN,Franklin County,Republican,60.9,10990,1967,8665,17.9,78.8
IN,Fulton County,Republican,48.4,8374,1960,6010,23.4,71.8
IN,Gibson County,Republican,47.6,15472,3720,11079,24.0,71.6
IN,Grant County,Republican,39.6,25239,7029,17009,27.8,67.4
IN,Greene County,Republican,53.4,13763,2929,10275,21.3,74.7
IN,Hamilton County,Republican,19.6,153630,57214,87299,37.2,56.8
IN,Hancock County,Republican,44.8,36027,8901,25050,24.7,69.5
IN,Harrison County,Republican,44.3,18528,4776,12993,25.8,70.1
IN,Hendricks County,Republican,34.2,75258,22595,48326,30.0,64.2
IN,Henry County,Republican,43.7,20075,5124,13895,25.5,69.2
IN,Howard County,Republican,33.9,36754,11215,23675,30.5,64.4
IN,Huntington County,Republican,51.0,15974,3506,11649,21.9,72.9
IN,Jackson County,Republican,51.4,17532,3843,12857,21.9,73.3
IN,Jasper County,Republican,45.4,13331,3329,9382,25.0,70.4
IN,Jay County,Republican,47.9,7962,1889,5697,23.7,71.6
IN,Jefferson County,Republican,31.3,13461,4325,8538,32.1,63.4
IN,Jennings County,Republican,52.7,11115,2364,8222,21.3,74.0
IN,Johnson County,Republican,42.5,66229,17318,45456,26.1,68.6
IN,Knox County,Republican,47.1,15483,3772,11077,24.4,71.5
IN,Kosciusko County,Republican,55.1,31907,6311,23909,19.8,74.9
IN,LaGrange County,Republican,51.7,9552,2080,7025,21.8,73.5
IN,Lake County,Democrat,20.7,200247,116896,75565,58.4,37.7
IN,LaPorte County,Republican,6.4,44994,19795,22678,44.0,50.4
IN,Lawrence County,Republican,51.5,19076,4210,14034,22.1,73.6
IN,Madison County,Republican,25.6,53660,18595,32376,34.7,60.3
IN,Marion County,Democrat,22.8,361070,212676,130228,58.9,36.1
IN,Marshall County,Republican,41.6,18008,4798,12286,26.6,68.2
IN,Martin County,Republican,58.6,4807,881,3695,18.3,76.9
IN,Miami County,Republican,53.6,13440,2766,9975,20.6,74.2
IN,Monroe County,Democrat,23.7,57623,34183,20527,59.3,35.6
IN,Montgomery County,Republican,50.9,15101,3362,11051,22.3,73.2
IN,Morgan County,Republican,56.5,31180,6037,23671,19.4,75.9
IN,Newton County,Republican,46.2,5791,1403,4074,24.2,70.4
IN,Noble County,Republican,49.1,16890,3904,12198,23.1,72.2
IN,Ohio County,Republican,49.1,2917,686,2118,23.5,72.6
IN,Orange County,Republican,45.8,8189,2048,5800,25.0,70.8
IN,Owen County,Republican,49.4,8520,1946,6151,22.8,72.2
IN,Parke County,Republican,52.1,6576,1441,4863,21.9,74.0
IN,Perry County,Republican,18.6,8025,3062,4556,38.2,56.8
IN,Pike County,Republican,51.9,5977,1297,4398,21.7,73.6
IN,Porter County,Republican,6.8,76492,33531,38719,43.8,50.6
IN,Posey County,Republican,39.2,12448,3515,8393,28.2,67.4
IN,Pulaski County,Republican,46.5,5437,1327,3854,24.4,70.9
IN,Putnam County,Republican,49.6,14680,3356,10637,22.9,72.5
IN,Randolph County,Republican,48.5,10456,2446,7515,23.4,71.9
IN,Ripley County,Republican,57.4,12790,2471,9806,19.3,76.7
IN,Rush County,Republican,52.3,7214,1525,5292,21.1,73.4
IN,Scott County,Republican,37.8,9060,2642,6074,29.2,67.0
IN,Shelby County,Republican,47.2,17935,4247,12718,23.7,70.9
IN,Spencer County,Republican,37.3,9959,2861,6572,28.7,66.0
IN,St. Joseph County,Democrat,0.2,109452,52247,52019,47.7,47.5
IN,Starke County,Republican,42.0,9226,2489,6367,27.0,69.0
IN,Steuben County,Republican,44.0,14530,3741,10127,25.7,69.7
IN,Sullivan County,Republican,47.0,8559,2113,6138,24.7,71.7
IN,Switzerland County,Republican,44.7,3639,930,2558,25.6,70.3
IN,Tippecanoe County,Republican,5.7,61916,27207,30711,43.9,49.6
IN,Tipton County,Republican,53.3,7510,1587,5589,21.1,74.4
IN,Union County,Republican,52.6,3286,715,2445,21.8,74.4
IN,Vanderburgh County,Republican,16.9,71957,28296,40422,39.3,56.2
IN,Vermillion County,Republican,35.2,6913,2081,4511,30.1,65.3
IN,Vigo County,Republican,15.2,39569,15922,21924,40.2,55.4
IN,Wabash County,Republican,50.7,13415,3018,9819,22.5,73.2
IN,Warren County,Republican,52.5,3919,839,2896,21.4,73.9
IN,Warrick County,Republican,33.9,29609,9086,19133,30.7,64.6
IN,Washington County,Republican,49.1,11333,2636,8206,23.3,72.4
IN,Wayne County,Republican,30.2,25575,8322,16028,32.5,62.7
IN,Wells County,Republican,56.5,13123,2585,9999,19.7,76.2
IN,White County,Republican,42.9,9902,2563,6813,25.9,68.8
IN,Whitley County,Republican,51.3,15535,3379,11357,21.8,73.1
KS,Allen County,Republican,41.0,5314,1398,3575,26.3,67.3
KS,Anderson County,Republican,52.5,3277,665,2386,20.3,72.8
KS,Atchison County,Republican,31.8,6393,1946,3977,30.4,62.2
KS,Barber County,Republican,69.8,2209,281,1822,12.7,82.5
KS,Barton County,Republican,58.9,10088,1823,7766,18.1,77.0
KS,Bourbon County,Republican,50.8,5918,1306,4314,22.1,72.9
KS,Brown County,Republican,50.7,3960,850,2861,21.5,72.2
KS,Butler County,Republican,45.4,27051,6489,18781,24.0,69.4
KS,Chase County,Republican,48.5,1342,313,964,23.3,71.8
KS,Chautauqua County,Republican,71.3,1845,236,1552,12.8,84.1
KS,Cherokee County,Republican,48.4,8386,1959,6017,23.4,71.8
KS,Cheyenne County,Republican,69.9,1409,188,1172,13.3,83.2
KS,Clark County,Republican,70.7,983,118,813,12.0,82.7
KS,Clay County,Republican,58.2,3727,665,2831,17.8,76.0
KS,Cloud County,Republican,55.1,3831,744,2856,19.4,74.5
KS,Coffey County,Republican,57.4,3962,719,2990,18.1,75.5
KS,Comanche County,Republican,70.4,857,102,705,11.9,82.3
KS,Cowley County,Republican,37.7,12171,3436,8016,28.2,65.9
KS,Crawford County,Republican,23.1,14404,5064,8394,35.2,58.3
KS,Decatur County,Republican,71.4,1460,178,1220,12.2,83.6
KS,Dickinson County,Republican,53.9,8008,1582,5905,19.8,73.7
KS,Doniphan County,Republican,60.0,3366,584,2601,17.3,77.3
KS,Douglas County,Democrat,32.7,48231,30089,14308,62.4,29.7
KS,Edwards County,Republican,63.1,1308,208,1033,15.9,79.0
KS,Elk County,Republican,70.5,1259,160,1048,12.7,83.2
KS,Ellis County,Republican,48.4,11660,2669,8311,22.9,71.3
KS,Ellsworth County,Republican,54.0,2626,515,1933,19.6,73.6
KS,Finney County,Republican,32.4,9731,3006,6155,30.9,63.3
KS,Ford County,Republican,39.9,7425,2032,4994,27.4,67.3
KS,Franklin County,Republican,39.4,10658,2829,7025,26.5,65.9
KS,Geary County,Republican,21.7,7129,2569,4116,36.0,57.7
KS,Gove County,Republican,73.7,1328,149,1127,11.2,84.9
KS,Graham County,Republican,65.5,1265,185,1013,14.6,80.1
KS,Grant County,Republican,57.4,2311,427,1755,18.5,75.9
KS,Gray County,Republican,69.3,2011,257,1651,12.8,82.1
KS,Greeley County,Republican,68.8,639,83,523,13.0,81.8
KS,Greenwood County,Republican,59.1,2811,484,2146,17.2,76.3
KS,Hamilton County,Republican,68.0,847,114,690,13.5,81.5
KS,Harper County,Republican,62.2,2513,388,1950,15.4,77.6
KS,Harvey County,Republican,24.1,14540,5006,8503,34.4,58.5
KS,Haskell County,Republican,60.3,1300,228,1011,17.5,77.8
KS,Hodgeman County,Republican,71.7,1006,124,845,12.3,84.0
KS,Jackson County,Republican,41.9,5727,1489,3888,26.0,67.9
KS,Jefferson County,Republican,32.2,8151,2483,5112,30.5,62.7
KS,Jewell County,Republican,69.1,1483,180,1204,12.1,81.2
KS,Johnson County,Republican,2.7,279753,126324,133907,45.2,47.9
KS,Kearny County,Republican,62.2,1325,224,1048,16.9,79.1
KS,Kingman County,Republican,58.3,3281,594,2507,18.1,76.4
KS,Kiowa County,Republican,72.7,1023,111,855,10.9,83.6
KS,Labette County,Republican,37.9,7919,2234,5232,28.2,66.1
KS,Lane County,Republican,69.8,831,104,684,12.5,82.3
KS,Leavenworth County,Republican,24.7,29676,10064,17387,33.9,58.6
KS,Lincoln County,Republican,65.9,1448,214,1168,14.8,80.7
KS,Linn County,Republican,62.1,4279,721,3377,16.8,78.9
KS,Logan County,Republican,72.3,1348,149,1124,11.1,83.4
KS,Lyon County,Republican,16.2,11745,4456,6354,37.9,54.1
KS,Marion County,Republican,50.4,5465,1177,3928,21.5,71.9
KS,Marshall County,Republican,47.8,4578,1060,3250,23.2,71.0
KS,McPherson County,Republican,42.0,12443,3183,8407,25.6,67.6
KS,Meade County,Republican,70.7,1675,206,1390,12.3,83.0
KS,Miami County,Republican,40.1,14712,3949,9839,26.8,66.9
KS,Mitchell County,Republican,61.9,2824,469,2216,16.6,78.5
KS,Montgomery County,Republican,50.8,11623,2557,8466,22.0,72.8
KS,Morris County,Republican,46.9,2568,586,1790,22.8,69.7
KS,Morton County,Republican,71.1,1160,145,970,12.5,83.6
KS,Nemaha County,Republican,66.7,5025,714,4066,14.2,80.9
KS,Neosho County,Republican,46.8,6151,1464,4340,23.8,70.6
KS,Ness County,Republican,73.6,1435,160,1216,11.1,84.7
KS,Norton County,Republican,70.0,2190,277,1808,12.6,82.6
KS,Osage County,Republican,43.3,6894,1730,4713,25.1,68.4
KS,Osborne County,Republican,68.8,1753,231,1437,13.2,82.0
KS,Ottawa County,Republican,64.1,2866,424,2261,14.8,78.9
KS,Pawnee County,Republican,50.1,2602,567,1872,21.8,71.9
KS,Phillips County,Republican,73.0,2611,296,2200,11.3,84.3
KS,Pottawatomie County,Republican,50.7,10359,2191,7451,21.2,71.9
KS,Pratt County,Republican,54.0,3806,769,2824,20.2,74.2
KS,Rawlins County,Republican,72.5,1448,160,1209,11.0,83.5
KS,Reno County,Republican,36.0,23448,6670,15100,28.4,64.4
KS,Republic County,Republican,65.3,2484,370,1993,14.9,80.2
KS,Rice County,Republican,55.6,3567,668,2652,18.7,74.3
KS,Riley County,Republican,4.5,20475,8892,9817,43.4,47.9
KS,Rooks County,Republican,72.6,2378,273,1999,11.5,84.1
KS,Rush County,Republican,64.5,1474,227,1177,15.4,79.9
KS,Russell County,Republican,66.4,3148,454,2544,14.4,80.8
KS,Saline County,Republican,34.3,21206,6084,13367,28.7,63.0
KS,Scott County,Republican,74.2,2159,232,1832,10.7,84.9
KS,Sedgwick County,Republican,19.2,180750,66716,101319,36.9,56.1
KS,Seward County,Republican,32.4,4743,1491,3025,31.4,63.8
KS,Shawnee County,Republican,2.8,73648,33270,35349,45.2,48.0
KS,Sheridan County,Republican,77.8,1362,126,1186,9.3,87.1
KS,Sherman County,Republican,67.1,2537,340,2043,13.4,80.5
KS,Smith County,Republican,66.6,2014,295,1635,14.6,81.2
KS,Stafford County,Republican,62.7,1884,303,1485,16.1,78.8
KS,Stanton County,Republican,60.4,742,132,580,17.8,78.2
KS,Stevens County,Republican,72.8,1853,215,1564,11.6,84.4
KS,Sumner County,Republican,50.6,9494,2039,6844,21.5,72.1
KS,Thomas County,Republican,67.9,3483,467,2832,13.4,81.3
KS,Trego County,Republican,69.8,1459,193,1211,13.2,83.0
KS,Wabaunsee County,Republican,47.5,3340,773,2358,23.1,70.6
KS,Wallace County,Republican,85.5,779,45,711,5.8,91.3
KS,Washington County,Republican,65.7,2677,378,2136,14.1,79.8
KS,Wichita County,Republican,67.0,934,139,765,14.9,81.9
KS,Wilson County,Republican,63.1,3482,550,2747,15.8,78.9
KS,Woodson County,Republican,55.9,1420,270,1063,19.0,74.9
KS,Wyandotte County,Democrat,29.1,47467,29346,15520,61.8,32.7
KY,Adair County,Republican,64.6,8228,1323,6637,16.1,80.7
KY,Allen County,Republican,63.3,8085,1349,6466,16.7,80.0
KY,Anderson County,Republican,49.1,11414,2634,8242,23.1,72.2
KY,Ballard County,Republican,57.3,4097,816,3161,19.9,77.2
KY,Barren County,Republican,49.9,18473,4275,13483,23.1,73.0
KY,Bath County,Republican,37.6,4577,1361,3082,29.7,67.3
KY,Bell County,Republican,62.2,9714,1720,7764,17.7,79.9
KY,Boone County,Republican,41.8,57550,15026,39082,26.1,67.9
KY,Bourbon County,Republican,31.6,8791,2791,5569,31.7,63.3
KY,Boyd County,Republican,37.0,20443,6021,13591,29.5,66.5
KY,Boyle County,Republican,29.1,12928,4281,8040,33.1,62.2
KY,Bracken County,Republican,57.0,3522,705,2711,20.0,77.0
KY,Breathitt County,Republican,42.9,5728,1537,3991,26.8,69.7
KY,Breckinridge County,Republican,51.6,8765,1960,6484,22.4,74.0
KY,Bullitt County,Republican,49.8,36036,8255,26210,22.9,72.7
KY,Butler County,Republican,62.4,5575,947,4428,17.0,79.4
KY,Caldwell County,Republican,54.4,5972,1260,4507,21.1,75.5
KY,Calloway County,Republican,35.0,16039,4749,10367,29.6,64.6
KY,Campbell County,Republican,24.5,42471,14658,25050,34.5,59.0
KY,Carlisle County,Republican,64.0,2599,432,2094,16.6,80.6
KY,Carroll County,Republican,38.5,3851,1106,2588,28.7,67.2
KY,Carter County,Republican,51.7,10267,2276,7587,22.2,73.9
KY,Casey County,Republican,73.3,6438,767,5482,11.9,85.2
KY,Christian County,Republican,31.3,22069,7188,14108,32.6,63.9
KY,Clark County,Republican,37.0,16193,4706,10710,29.1,66.1
KY,Clay County,Republican,75.6,6762,752,5861,11.1,86.7
KY,Clinton County,Republican,73.2,4454,547,3809,12.3,85.5
KY,Crittenden County,Republican,66.2,4036,617,3290,15.3,81.5
KY,Cumberland County,Republican,66.7,3061,459,2502,15.0,81.7
KY,Daviess County,Republican,32.2,45752,14163,28907,31.0,63.2
KY,Edmonson County,Republican,60.2,5239,979,4135,18.7,78.9
KY,Elliott County,Republican,44.2,2847,740,2000,26.0,70.2
KY,Estill County,Republican,56.5,5538,1108,4236,20.0,76.5
KY,Fayette County,Democrat,9.5,136112,69776,56890,51.3,41.8
KY,Fleming County,Republican,54.0,6250,1348,4722,21.6,75.6
KY,Floyd County,Republican,48.3,16521,4015,11993,24.3,72.6
KY,Franklin County,Republican,4.6,23840,10717,11819,45.0,49.6
KY,Fulton County,Republican,32.6,2381,774,1549,32.5,65.1
KY,Gallatin County,Republican,50.8,3334,749,2443,22.5,73.3
KY,Garrard County,Republican,58.5,7613,1453,5904,19.1,77.6
KY,Grant County,Republican,56.1,9551,1910,7268,20.0,76.1
KY,Graves County,Republican,56.5,16582,3308,12671,19.9,76.4
KY,Grayson County,Republican,59.3,10564,1959,8219,18.5,77.8
KY,Green County,Republican,66.4,5331,832,4372,15.6,82.0
KY,Greenup County,Republican,45.5,16265,4146,11546,25.5,71.0
KY,Hancock County,Republican,36.0,4292,1244,2788,29.0,65.0
KY,Hardin County,Republican,30.3,43113,13944,26970,32.3,62.6
KY,Harlan County,Republican,72.2,10744,1372,9129,12.8,85.0
KY,Harrison County,Republican,43.8,7774,2031,5435,26.1,69.9
KY,Hart County,Republican,49.5,7261,1730,5320,23.8,73.3
KY,Henderson County,Republican,27.6,19692,6707,12159,34.1,61.7
KY,Henry County,Republican,43.6,7142,1828,4944,25.6,69.2
KY,Hickman County,Republican,56.0,2157,449,1657,20.8,76.8
KY,Hopkins County,Republican,54.0,20325,4310,15277,21.2,75.2
KY,Jackson County,Republican,80.1,5497,482,4889,8.8,88.9
KY,Jefferson County,Democrat,13.3,352778,190824,143758,54.1,40.8
KY,Jessamine County,Republican,40.0,23292,6144,15474,26.4,66.4
KY,Johnson County,Republican,71.0,9560,1250,8043,13.1,84.1
KY,Kenton County,Republican,26.0,71905,24213,42958,33.7,59.7
KY,Knott County,Republican,54.1,5756,1245,4357,21.6,75.7
KY,Knox County,Republican,67.7,12001,1761,9885,14.7,82.4
KY,Larue County,Republican,55.4,6359,1278,4799,20.1,75.5
KY,Laurel County,Republican,69.1,24811,3440,20592,13.9,83.0
KY,Lawrence County,Republican,62.5,6037,1045,4816,17.3,79.8
KY,Lee County,Republican,64.1,2663,444,2151,16.7,80.8
KY,Leslie County,Republican,80.6,4487,400,4015,8.9,89.5
KY,Letcher County,Republican,63.0,9131,1542,7293,16.9,79.9
KY,Lewis County,Republican,67.6,5293,785,4363,14.8,82.4
KY,Lincoln County,Republican,57.3,9555,1865,7338,19.5,76.8
KY,Livingston County,Republican,57.8,4642,887,3570,19.1,76.9
KY,Logan County,Republican,46.1,10896,2755,7778,25.3,71.4
KY,Lyon County,Republican,44.0,3959,1045,2789,26.4,70.4
KY,Madison County,Republican,31.2,37318,11793,23431,31.6,62.8
KY,Magoffin County,Republican,51.9,5113,1172,3824,22.9,74.8
KY,Marion County,Republican,30.2,8108,2679,5122,33.0,63.2
KY,Marshall County,Republican,51.9,16678,3672,12322,22.0,73.9
KY,Martin County,Republican,79.5,3951,363,3503,9.2,88.7
KY,Mason County,Republican,41.3,7212,1970,4944,27.3,68.6
KY,McCracken County,Republican,37.2,31284,9134,20774,29.2,66.4
KY,McCreary County,Republican,75.3,5772,664,5012,11.5,86.8
KY,McLean County,Republican,52.5,4565,988,3381,21.6,74.1
KY,Meade County,Republican,46.1,12223,3026,8660,24.8,70.9
KY,Menifee County,Republican,47.1,2779,700,2010,25.2,72.3
KY,Mercer County,Republican,50.6,10579,2395,7740,22.6,73.2
KY,Metcalfe County,Republican,54.5,4616,976,3491,21.1,75.6
KY,Monroe County,Republican,73.7,4991,601,4278,12.0,85.7
KY,Montgomery County,Republican,41.1,11437,3158,7856,27.6,68.7
KY,Morgan County,Republican,55.0,4766,1006,3628,21.1,76.1
KY,Muhlenberg County,Republican,46.9,13046,3272,9393,25.1,72.0
KY,Nelson County,Republican,33.7,20761,6434,13430,31.0,64.7
KY,Nicholas County,Republican,41.3,2837,787,1957,27.7,69.0
KY,Ohio County,Republican,56.4,10398,2080,7942,20.0,76.4
KY,Oldham County,Republican,31.0,32838,10268,20469,31.3,62.3
KY,Owen County,Republican,53.6,4997,1062,3745,21.3,74.9
KY,Owsley County,Republican,69.3,1757,256,1474,14.6,83.9
KY,Pendleton County,Republican,57.3,6006,1164,4604,19.4,76.7
KY,Perry County,Republican,57.0,10566,2136,8158,20.2,77.2
KY,Pike County,Republican,62.7,24637,4277,19740,17.4,80.1
KY,Powell County,Republican,45.2,4952,1272,3513,25.7,70.9
KY,Pulaski County,Republican,66.7,28015,4208,22900,15.0,81.7
KY,Robertson County,Republican,53.0,1013,222,759,21.9,74.9
KY,Rockcastle County,Republican,70.2,6686,915,5609,13.7,83.9
KY,Rowan County,Republican,21.3,8829,3295,5174,37.3,58.6
KY,Russell County,Republican,70.6,8171,1093,6863,13.4,84.0
KY,Scott County,Republican,30.4,24159,7713,15052,31.9,62.3
KY,Shelby County,Republican,33.7,20563,6276,13196,30.5,64.2
KY,Simpson County,Republican,39.0,7524,2144,5077,28.5,67.5
KY,Spencer County,Republican,55.5,9509,1921,7196,20.2,75.7
KY,Taylor County,Republican,51.0,11301,2553,8320,22.6,73.6
KY,Todd County,Republican,53.9,4771,1042,3612,21.8,75.7
KY,Trigg County,Republican,49.6,6740,1587,4928,23.5,73.1
KY,Trimble County,Republican,50.0,3786,879,2771,23.2,73.2
KY,Union County,Republican,54.3,6209,1331,4701,21.4,75.7
KY,Warren County,Republican,24.2,48416,16966,28673,35.0,59.2
KY,Washington County,Republican,46.1,5621,1420,4013,25.3,71.4
KY,Wayne County,Republican,61.8,7988,1431,6370,17.9,79.7
KY,Webster County,Republican,54.4,5804,1240,4397,21.4,75.8
KY,Whitley County,Republican,67.2,13765,2067,11312,15.0,82.2
KY,Wolfe County,Republican,39.9,2634,753,1804,28.6,68.5
KY,Woodford County,Republican,20.2,13547,4958,7697,36.6,56.8
LA,Acadia Parish,Republican,56.7,27386,5638,21159,20.6,77.3
LA,Allen Parish,Republican,51.5,9245,2106,6867,22.8,74.3
LA,Ascension Parish,Republican,36.0,54663,16471,36135,30.1,66.1
LA,Assumption Parish,Republican,25.5,10904,3931,6714,36.1,61.6
LA,Avoyelles Parish,Republican,37.0,16581,5032,11163,30.3,67.3
LA,Beauregard Parish,Republican,65.3,15078,2393,12238,15.9,81.2
LA,Bienville Parish,Republican,8.9,7005,3129,3756,44.7,53.6
LA,Bossier Parish,Republican,45.8,49818,12638,35451,25.4,71.2
LA,Caddo Parish,Democrat,4.2,105737,53448,48977,50.5,46.3
LA,Calcasieu Parish,Republican,33.3,83773,26293,54182,31.4,64.7
LA,Caldwell Parish,Republican,64.7,4692,788,3822,16.8,81.5
LA,Cameron Parish,Republican,79.5,3692,323,3256,8.7,88.2
LA,Catahoula Parish,Republican,44.4,4856,1322,3479,27.2,71.6
LA,Claiborne Parish,Republican,13.5,6421,2717,3585,42.3,55.8
LA,Concordia Parish,Republican,24.8,8869,3272,5474,36.9,61.7
LA,De Soto Parish,Republican,21.5,13497,5163,8067,38.3,59.8
LA,East Baton Rouge Parish,Democrat,9.2,196332,102711,84620,52.3,43.1
LA,East Carroll Parish,Democrat,26.5,2939,1838,1059,62.5,36.0
LA,East Feliciana Parish,Republican,13.3,10042,4235,5569,42.2,55.5
LA,Evangeline Parish,Republican,41.3,14879,4208,10357,28.3,69.6
LA,Franklin Parish,Republican,43.7,9162,2506,6514,27.4,71.1
LA,Grant Parish,Republican,70.6,8819,1181,7406,13.4,84.0
LA,Iberia Parish,Republican,31.4,32454,10698,20903,33.0,64.4
LA,Iberville Parish,Democrat,6.3,16043,8324,7320,51.9,45.6
LA,Jackson Parish,Republican,40.6,7464,2139,5169,28.7,69.3
LA,Jefferson Parish,Republican,14.8,181388,73540,100292,40.5,55.3
LA,Jefferson Davis Parish,Republican,53.9,14277,3080,10775,21.6,75.5
LA,Lafayette Parish,Republican,33.6,105599,32726,68191,31.0,64.6
LA,Lafourche Parish,Republican,56.5,41644,8423,31958,20.2,76.7
LA,La Salle Parish,Republican,79.6,6568,605,5835,9.2,88.8
LA,Lincoln Parish,Republican,19.6,18664,7102,10761,38.1,57.7
LA,Livingston Parish,Republican,72.6,57700,6950,48797,12.0,84.6
LA,Madison Parish,Democrat,17.3,4732,2744,1927,58.0,40.7
LA,Morehouse Parish,Republican,11.4,11852,5155,6502,43.5,54.9
LA,Natchitoches Parish,Republican,11.0,16617,7143,8965,43.0,54.0
LA,Orleans Parish,Democrat,66.1,165619,133833,24267,80.8,14.7
LA,Ouachita Parish,Republican,25.5,67987,24420,41712,35.9,61.4
LA,Plaquemines Parish,Republican,33.6,10572,3347,6900,31.7,65.3
LA,Pointe Coupee Parish,Republican,17.2,11761,4764,6789,40.5,57.7
LA,Rapides Parish,Republican,32.6,56838,18318,36814,32.2,64.8
LA,Red River Parish,Republican,10.3,4422,1938,2391,43.8,54.1
LA,Richland Parish,Republican,32.6,9596,3157,6286,32.9,65.5
LA,Sabine Parish,Republican,63.1,9785,1703,7877,17.4,80.5
LA,St. Bernard Parish,Republican,33.3,15807,4957,10232,31.4,64.7
LA,St. Charles Parish,Republican,30.8,26190,8558,16620,32.7,63.5
LA,St. Helena Parish,Democrat,14.3,5964,3353,2497,56.2,41.9
LA,St. James Parish,Democrat,8.0,12085,6418,5456,53.1,45.1
LA,St. John the Baptist Parish,Democrat,24.5,20740,12658,7569,61.0,36.5
LA,St. Landry Parish,Republican,11.9,39970,17208,21966,43.1,55.0
LA,St. Martin Parish,Republican,33.4,25749,8266,16872,32.1,65.5
LA,St. Mary Parish,Republican,27.6,22871,8050,14353,35.2,62.8
LA,St. Tammany Parish,Republican,50.8,124389,27716,90914,22.3,73.1
LA,Tangipahoa Parish,Republican,32.6,52381,16869,33933,32.2,64.8
LA,Tensas Parish,Democrat,5.9,2543,1329,1180,52.3,46.4
LA,Terrebonne Parish,Republican,48.4,43893,10664,31900,24.3,72.7
LA,Union Parish,Republican,48.5,10894,2691,7972,24.7,73.2
LA,Vermilion Parish,Republican,59.6,25253,4745,19807,18.8,78.4
LA,Vernon Parish,Republican,65.0,16633,2665,13471,16.0,81.0
LA,Washington Parish,Republican,36.8,18622,5690,12552,30.6,67.4
LA,Webster Parish,Republican,29.1,18140,6259,11538,34.5,63.6
LA,West Baton Rouge Parish,Republican,12.2,12710,5382,6926,42.3,54.5
LA,West Carroll Parish,Republican,68.4,4759,715,3970,15.0,83.4
LA,West Feliciana Parish,Republican,19.7,5798,2247,3390,38.8,58.5
LA,Winn Parish,Republican,46.5,6368,1643,4605,25.8,72.3
MA,Barnstable County,Democrat,13.4,132667,71632,53842,54.0,40.6
MA,Berkshire County,Democrat,41.5,64507,43540,16799,67.5,26.0
MA,Bristol County,Democrat,9.3,246068,127619,104775,51.9,42.6
MA,Dukes County,Democrat,51.3,11434,8338,2474,72.9,21.6
MA,Essex County,Democrat,22.5,376140,220027,135405,58.5,36.0
MA,Franklin County,Democrat,37.0,37987,24369,10327,64.2,27.2
MA,Hampden County,Democrat,16.0,200220,110313,78230,55.1,39.1
MA,Hampshire County,Democrat,39.5,82329,54572,22089,66.3,26.8
MA,Middlesex County,Democrat,38.1,767337,508919,216163,66.3,28.2
MA,Nantucket County,Democrat,35.2,6404,4144,1892,64.7,29.5
MA,Norfolk County,Democrat,27.9,357781,219129,119171,61.2,33.3
MA,Plymouth County,Democrat,7.3,264168,133828,114722,50.7,43.4
MA,Suffolk County,Democrat,63.0,303517,241212,50042,79.5,16.5
MA,Worcester County,Democrat,10.5,380972,197126,157138,51.7,41.2
MD,Allegany County,Republican,48.0,27804,6665,20025,24.0,72.0
MD,Anne Arundel County,Democrat,0.7,242939,116074,114509,47.8,47.1
MD,Baltimore County,Democrat,17.4,335017,189437,131009,56.5,39.1
MD,Baltimore city,Democrat,74.5,208980,178562,22726,85.4,10.9
MD,Calvert County,Republican,18.4,43445,16669,24680,38.4,56.8
MD,Caroline County,Republican,39.6,13282,3747,8999,28.2,67.8
MD,Carroll County,Republican,36.9,84879,24314,55593,28.6,65.5
MD,Cecil County,Republican,35.3,42309,12651,27579,29.9,65.2
MD,Charles County,Democrat,30.3,72480,46063,24163,63.6,33.3
