state,county,winner,margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share
SD,Bon Homme County,Republican,47.1,2974,704,2105,23.7,70.8
SD,Brookings County,Republican,14.7,12680,4879,6748,38.5,53.2
SD,Brown County,Republican,25.9,16113,5452,9613,33.8,59.7
SD,Brule County,Republican,43.4,2288,571,1565,25.0,68.4
SD,Buffalo County,Democrat,25.5,490,296,171,60.4,34.9
SD,Butte County,Republican,61.3,4346,693,3355,15.9,77.2
SD,Campbell County,Republican,72.1,831,105,704,12.6,84.7
SD,Charles Mix County,Republican,42.2,3433,935,2382,27.2,69.4
SD,Clark County,Republican,44.7,1657,398,1139,24.0,68.7
SD,Clay County,Democrat,9.8,5069,2608,2109,51.4,41.6
SD,Codington County,Republican,39.3,11669,3174,7764,27.2,66.5
SD,Corson County,Republican,4.5,1175,535,588,45.5,50.0
SD,Custer County,Republican,46.1,4716,1120,3290,23.7,69.8
SD,Davison County,Republican,35.3,7952,2355,5157,29.6,64.9
SD,Day County,Republican,23.7,2747,974,1627,35.5,59.2
SD,Deuel County,Republican,38.3,2080,570,1366,27.4,65.7
SD,Dewey County,Democrat,9.6,1707,887,723,52.0,42.4
SD,Douglas County,Republican,70.1,1605,214,1338,13.3,83.4
SD,Edmunds County,Republican,54.9,1918,380,1433,19.8,74.7
SD,Fall River County,Republican,47.5,3563,821,2511,23.0,70.5
SD,Faulk County,Republican,58.5,1118,204,858,18.2,76.7
SD,Grant County,Republican,39.6,3562,970,2381,27.2,66.8
SD,Gregory County,Republican,57.8,2091,391,1600,18.7,76.5
SD,Haakon County,Republican,82.3,1044,77,936,7.4,89.7
SD,Hamlin County,Republican,54.2,2762,555,2051,20.1,74.3
SD,Hand County,Republican,58.1,1818,334,1391,18.4,76.5
SD,Hanson County,Republican,53.5,2006,424,1497,21.1,74.6
SD,Harding County,Republican,85.3,769,38,694,4.9,90.2
SD,Hughes County,Republican,33.3,8173,2449,5174,30.0,63.3
SD,Hutchinson County,Republican,54.2,3365,692,2517,20.6,74.8
SD,Hyde County,Republican,60.6,690,125,543,18.1,78.7
SD,Jackson County,Republican,36.4,1095,323,722,29.5,65.9
SD,Jerauld County,Republican,39.7,967,264,648,27.3,67.0
SD,Jones County,Republican,68.2,558,69,450,12.4,80.6
SD,Kingsbury County,Republican,38.3,2551,703,1680,27.6,65.9
SD,Lake County,Republican,25.4,6786,2314,4038,34.1,59.5
SD,Lawrence County,Republican,34.3,11842,3356,7411,28.3,62.6
SD,Lincoln County,Republican,29.4,25231,8076,15499,32.0,61.4
SD,Lyman County,Republican,42.8,1421,369,977,26.0,68.8
SD,Marshall County,Republican,15.5,1947,754,1056,38.7,54.2
SD,McCook County,Republican,45.2,2587,623,1794,24.1,69.3
SD,McPherson County,Republican,61.6,1137,192,892,16.9,78.5
SD,Meade County,Republican,53.5,11621,2223,8441,19.1,72.6
SD,Mellette County,Republican,24.1,683,238,402,34.8,58.9
SD,Miner County,Republican,40.0,1064,281,706,26.4,66.4
SD,Minnehaha County,Republican,14.6,78263,30610,42043,39.1,53.7
SD,Moody County,Republican,23.4,2930,1042,1729,35.6,59.0
SD,Oglala County,Democrat,78.2,2896,2504,241,86.5,8.3
SD,Pennington County,Republican,32.9,47741,14074,29804,29.5,62.4
SD,Perkins County,Republican,71.3,1606,188,1333,11.7,83.0
SD,Potter County,Republican,64.0,1335,215,1069,16.1,80.1
SD,Roberts County,Republican,15.5,3886,1539,2142,39.6,55.1
SD,Sanborn County,Republican,51.4,1123,241,819,21.5,72.9
SD,Spink County,Republican,31.7,2951,919,1854,31.1,62.8
SD,Stanley County,Republican,52.3,1567,329,1148,21.0,73.3
SD,Sully County,Republican,63.0,861,137,679,15.9,78.9
SD,Todd County,Democrat,47.9,2125,1505,487,70.8,22.9
SD,Tripp County,Republican,61.1,2630,462,2069,17.6,78.7
SD,Turner County,Republican,47.6,4150,961,2937,23.2,70.8
SD,Union County,Republican,38.8,7895,2227,5288,28.2,67.0
SD,Walworth County,Republican,58.1,2477,457,1896,18.4,76.5
SD,Yankton County,Republican,24.5,9616,3301,5654,34.3,58.8
SD,Ziebach County,Republican,2.0,766,352,368,46.0,48.0
TN,Anderson County,Republican,34.3,29723,9010,19201,30.3,64.6
TN,Bedford County,Republican,52.8,15300,3384,11455,22.1,74.9
TN,Benton County,Republican,51.3,6322,1474,4715,23.3,74.6
TN,Bledsoe County,Republican,58.6,4650,896,3621,19.3,77.9
TN,Blount County,Republican,48.8,51849,12085,37385,23.3,72.1
TN,Bradley County,Republican,59.1,38392,7070,29761,18.4,77.5
TN,Campbell County,Republican,60.9,12504,2248,9860,18.0,78.9
TN,Cannon County,Republican,54.4,5299,1126,4006,21.2,75.6
TN,Carroll County,Republican,52.3,10333,2323,7731,22.5,74.8
TN,Carter County,Republican,64.1,20993,3453,16897,16.4,80.5
TN,Cheatham County,Republican,46.9,15823,3877,11295,24.5,71.4
TN,Chester County,Republican,60.3,4850,902,3827,18.6,78.9
TN,Claiborne County,Republican,63.1,10706,1831,8589,17.1,80.2
TN,Clay County,Republican,49.1,2919,707,2140,24.2,73.3
TN,Cocke County,Republican,64.5,12108,1980,9791,16.4,80.9
TN,Coffee County,Republican,48.6,19895,4741,14409,23.8,72.4
TN,Crockett County,Republican,49.6,5386,1302,3977,24.2,73.8
TN,Cumberland County,Republican,57.8,26298,5202,20410,19.8,77.6
TN,Davidson County,Democrat,26.0,246199,148473,84365,60.3,34.3
TN,Decatur County,Republican,58.7,4577,894,3580,19.5,78.2
TN,DeKalb County,Republican,51.8,6940,1566,5164,22.6,74.4
TN,Dickson County,Republican,45.7,18619,4718,13213,25.3,71.0
TN,Dyer County,Republican,55.4,13290,2815,10175,21.2,76.6
TN,Fayette County,Republican,37.2,19306,5865,13046,30.4,67.6
TN,Fentress County,Republican,67.5,7311,1100,6032,15.0,82.5
TN,Franklin County,Republican,43.7,16363,4372,11526,26.7,70.4
TN,Gibson County,Republican,43.7,19484,5255,13779,27.0,70.7
TN,Giles County,Republican,45.4,11120,2915,7964,26.2,71.6
TN,Grainger County,Republican,68.4,7985,1154,6618,14.5,82.9
TN,Greene County,Republican,61.0,23491,4211,18538,17.9,78.9
TN,Grundy County,Republican,55.3,4750,998,3626,21.0,76.3
TN,Hamblen County,Republican,57.2,20579,4075,15839,19.8,77.0
TN,Hamilton County,Republican,16.6,141088,55260,78661,39.2,55.8
TN,Hancock County,Republican,68.2,2229,322,1842,14.4,82.6
TN,Hardeman County,Republican,7.9,9242,4174,4912,45.2,53.1
TN,Hardin County,Republican,64.2,9949,1622,8012,16.3,80.5
TN,Hawkins County,Republican,63.4,20694,3502,16611,16.9,80.3
TN,Haywood County,Democrat,10.2,6824,3704,3010,54.3,44.1
TN,Henderson County,Republican,62.1,10172,1796,8118,17.7,79.8
TN,Henry County,Republican,49.8,12887,3061,9483,23.8,73.6
TN,Hickman County,Republican,49.7,7762,1823,5685,23.5,73.2
TN,Houston County,Republican,41.6,3165,865,2180,27.3,68.9
TN,Humphreys County,Republican,41.4,7139,1967,4928,27.6,69.0
TN,Jackson County,Republican,47.2,4447,1129,3229,25.4,72.6
TN,Jefferson County,Republican,59.3,18994,3490,14760,18.4,77.7
TN,Johnson County,Republican,67.3,6556,988,5400,15.1,82.4
TN,Knox County,Republican,23.9,179266,62861,105724,35.1,59.0
TN,Lake County,Republican,39.6,1970,577,1357,29.3,68.9
TN,Lauderdale County,Republican,14.2,8678,3656,4884,42.1,56.3
TN,Lawrence County,Republican,61.3,15658,2821,12419,18.0,79.3
TN,Lewis County,Republican,58.5,4601,890,3579,19.3,77.8
TN,Lincoln County,Republican,59.0,13270,2550,10375,19.2,78.2
TN,Loudon County,Republican,54.4,23304,4916,17588,21.1,75.5
TN,Macon County,Republican,69.3,7490,1071,6260,14.3,83.6
TN,Madison County,Republican,15.6,37764,15438,21321,40.9,56.5
TN,Marion County,Republican,44.8,10832,2829,7680,26.1,70.9
TN,Marshall County,Republican,46.6,11402,2848,8167,25.0,71.6
TN,Maury County,Republican,39.2,35068,10026,23781,28.6,67.8
TN,McMinn County,Republican,59.7,18694,3507,14673,18.8,78.5
TN,McNairy County,Republican,59.7,10035,1847,7839,18.4,78.1
TN,Meigs County,Republican,57.5,4311,856,3337,19.9,77.4
TN,Monroe County,Republican,59.7,17050,3184,13361,18.7,78.4
TN,Montgomery County,Republican,18.5,57278,21686,32320,37.9,56.4
TN,Moore County,Republican,62.5,2926,496,2325,17.0,79.5
TN,Morgan County,Republican,65.7,6664,1053,5429,15.8,81.5
TN,Obion County,Republican,58.1,12223,2425,9525,19.8,77.9
TN,Overton County,Republican,50.2,8195,1943,6055,23.7,73.9
TN,Perry County,Republican,55.0,2855,597,2167,20.9,75.9
TN,Pickett County,Republican,56.9,2609,536,2019,20.5,77.4
TN,Polk County,Republican,59.0,6520,1252,5097,19.2,78.2
TN,Putnam County,Republican,45.0,26958,6847,18981,25.4,70.4
TN,Rhea County,Republican,61.3,10946,1942,8650,17.7,79.0
TN,Roane County,Republican,51.1,21580,4833,15863,22.4,73.5
TN,Robertson County,Republican,47.2,27042,6634,19393,24.5,71.7
TN,Rutherford County,Republican,26.1,106518,36627,64428,34.4,60.5
TN,Scott County,Republican,71.8,7123,934,6044,13.1,84.9
TN,Sequatchie County,Republican,59.7,5667,1051,4434,18.5,78.2
TN,Sevier County,Republican,61.7,36180,6293,28610,17.4,79.1
TN,Shelby County,Democrat,27.7,331861,206640,114948,62.3,34.6
TN,Smith County,Republican,51.2,7410,1688,5485,22.8,74.0
TN,Stewart County,Republican,50.0,5283,1222,3864,23.1,73.1
TN,Sullivan County,Republican,56.2,59860,11910,45577,19.9,76.1
TN,Sumner County,Republican,45.0,71080,18153,50105,25.5,70.5
TN,Tipton County,Republican,47.6,23372,5779,16893,24.7,72.3
TN,Trousdale County,Republican,36.8,3142,943,2099,30.0,66.8
TN,Unicoi County,Republican,61.5,7166,1260,5666,17.6,79.1
TN,Union County,Republican,64.7,6204,1010,5024,16.3,81.0
TN,Van Buren County,Republican,53.0,2417,539,1820,22.3,75.3
TN,Warren County,Republican,44.2,13565,3535,9535,26.1,70.3
TN,Washington County,Republican,42.9,49411,13003,34179,26.3,69.2
TN,Wayne County,Republican,73.9,5842,717,5034,12.3,86.2
TN,Weakley County,Republican,51.4,12127,2770,9001,22.8,74.2
TN,White County,Republican,59.5,9776,1842,7657,18.8,78.3
TN,Williamson County,Republican,35.5,104700,30992,68160,29.6,65.1
TN,Wilson County,Republican,44.3,56286,14356,39304,25.5,69.8
TX,Anderson County,Republican,58.1,16887,3358,13165,19.9,78.0
TX,Andrews County,Republican,62.7,4926,836,3925,17.0,79.7
TX,Angelina County,Republican,47.3,29870,7538,21666,25.2,72.5
TX,Aransas County,Republican,50.4,10467,2458,7730,23.5,73.9
TX,Archer County,Republican,79.5,4269,394,3785,9.2,88.7
TX,Armstrong County,Republican,84.0,1017,70,924,6.9,90.9
TX,Atascosa County,Republican,29.1,13605,4635,8598,34.1,63.2
TX,Austin County,Republican,59.7,12255,2319,9637,18.9,78.6
TX,Bailey County,Republican,53.0,1784,397,1343,22.3,75.3
TX,Bandera County,Republican,63.0,10213,1726,8159,16.9,79.9
TX,Bastrop County,Republican,20.3,28250,10555,16314,37.4,57.7
TX,Baylor County,Republican,72.1,1492,191,1267,12.8,84.9
TX,Bee County,Republican,15.4,8458,3443,4743,40.7,56.1
TX,Bell County,Republican,15.1,93999,37608,51780,40.0,55.1
TX,Bexar County,Democrat,13.5,586038,319191,240161,54.5,41.0
TX,Blanco County,Republican,52.4,5669,1244,4212,21.9,74.3
TX,Borden County,Republican,81.9,365,31,330,8.5,90.4
TX,Bosque County,Republican,64.7,7797,1277,6325,16.4,81.1
TX,Bowie County,Republican,46.7,34470,8831,24913,25.6,72.3
TX,Brazoria County,Republican,24.6,120296,43075,72653,35.8,60.4
TX,Brazos County,Republican,23.6,66036,23041,38662,34.9,58.5
TX,Brewster County,Republican,4.9,4226,1869,2073,44.2,49.1
TX,Briscoe County,Republican,72.7,734,91,625,12.4,85.1
TX,Brooks County,Democrat,51.0,2596,1937,613,74.6,23.6
TX,Brown County,Republican,74.5,13949,1621,12010,11.6,86.1
TX,Burleson County,Republican,55.0,6945,1491,5316,21.5,76.5
TX,Burnet County,Republican,56.7,19046,3785,14595,19.9,76.6
TX,Caldwell County,Republican,15.8,11709,4663,6516,39.8,55.6
TX,Calhoun County,Republican,36.3,6957,2118,4638,30.4,66.7
TX,Callahan County,Republican,77.2,5556,568,4858,10.2,87.4
TX,Cameron County,Democrat,32.5,91804,59319,29432,64.6,32.1
TX,Camp County,Republican,42.8,4542,1260,3201,27.7,70.5
TX,Carson County,Republican,80.4,2945,249,2617,8.5,88.9
TX,Cass County,Republican,59.7,11606,2250,9182,19.4,79.1
TX,Castro County,Republican,44.4,1996,526,1413,26.4,70.8
TX,Chambers County,Republican,62.1,16661,2939,13278,17.6,79.7
TX,Cherokee County,Republican,56.4,16701,3466,12896,20.8,77.2
TX,Childress County,Republican,74.4,2084,253,1802,12.1,86.5
TX,Clay County,Republican,76.6,5011,536,4376,10.7,87.3
TX,Cochran County,Republican,54.3,901,190,679,21.1,75.4
TX,Coke County,Republican,79.1,1423,140,1265,9.8,88.9
TX,Coleman County,Republican,76.8,3635,387,3177,10.6,87.4
TX,Collin County,Republican,17.0,356545,139837,200395,39.2,56.2
TX,Collingsworth County,Republican,72.6,1154,145,983,12.6,85.2
TX,Colorado County,Republican,51.3,8480,1977,6323,23.3,74.6
TX,Comal County,Republican,50.1,61567,14166,44996,23.0,73.1
TX,Comanche County,Republican,67.5,5208,788,4300,15.1,82.6
TX,Concho County,Republican,69.0,1067,148,885,13.9,82.9
TX,Cooke County,Republican,68.1,15894,2345,13174,14.8,82.9
TX,Coryell County,Republican,39.5,18127,5057,12212,27.9,67.4
TX,Cottle County,Republican,69.0,583,84,486,14.4,83.4
TX,Crane County,Republican,54.1,1381,299,1047,21.7,75.8
TX,Crockett County,Republican,43.6,1395,372,980,26.7,70.3
TX,Crosby County,Republican,41.6,1712,468,1180,27.3,68.9
TX,Culberson County,Democrat,22.9,762,454,280,59.6,36.7
TX,Dallam County,Republican,67.5,1535,222,1258,14.5,82.0
TX,Dallas County,Democrat,26.2,750649,458845,261865,61.1,34.9
TX,Dawson County,Republican,50.6,3562,835,2636,23.4,74.0
TX,Deaf Smith County,Republican,41.1,4201,1185,2911,28.2,69.3
TX,Delta County,Republican,63.0,2279,400,1836,17.6,80.6
TX,Denton County,Republican,20.2,293287,110000,169175,37.5,57.7
TX,DeWitt County,Republican,63.8,6822,1161,5510,17.0,80.8
TX,Dickens County,Republican,69.0,909,128,755,14.1,83.1
TX,Dimmit County,Democrat,37.2,3225,2173,974,67.4,30.2
TX,Donley County,Republican,70.9,1460,190,1225,13.0,83.9
TX,Duval County,Democrat,35.3,4159,2783,1316,66.9,31.6
TX,Eastland County,Republican,75.4,6935,776,6008,11.2,86.6
TX,Ector County,Republican,40.6,36373,10225,24976,28.1,68.7
TX,Edwards County,Republican,41.2,1065,302,741,28.4,69.6
TX,Ellis County,Republican,45.4,63064,16197,44807,25.7,71.1
TX,El Paso County,Democrat,43.2,210458,145509,54567,69.1,25.9
TX,Erath County,Republican,65.5,13810,2159,11205,15.6,81.1
TX,Falls County,Republican,33.6,5232,1682,3438,32.1,65.7
TX,Fannin County,Republican,62.0,11972,2123,9536,17.7,79.7
TX,Fayette County,Republican,59.1,11029,2127,8648,19.3,78.4
TX,Fisher County,Republican,50.1,1722,403,1265,23.4,73.5
TX,Floyd County,Republican,53.0,1958,435,1473,22.2,75.2
TX,Foard County,Republican,52.9,511,113,383,22.1,75.0
TX,Fort Bend County,Democrat,6.6,260367,134475,117212,51.6,45.0
TX,Franklin County,Republican,67.0,4356,665,3583,15.3,82.3
TX,Freestone County,Republican,59.6,7608,1461,5995,19.2,78.8
TX,Frio County,Democrat,6.3,2683,1401,1232,52.2,45.9
TX,Gaines County,Republican,71.8,4609,597,3907,13.0,84.8
TX,Galveston County,Republican,22.6,123994,45503,73566,36.7,59.3
TX,Garza County,Republican,67.7,1475,224,1223,15.2,82.9
TX,Gillespie County,Republican,62.2,13123,2286,10445,17.4,79.6
TX,Glasscock County,Republican,86.3,602,34,553,5.6,91.9
TX,Goliad County,Republican,44.3,3713,973,2618,26.2,70.5
TX,Gonzales County,Republican,47.8,6304,1567,4580,24.9,72.7
TX,Gray County,Republican,78.7,7360,699,6495,9.5,88.2
TX,Grayson County,Republican,53.1,47068,10276,35274,21.8,74.9
TX,Gregg County,Republican,41.3,41365,11623,28693,28.1,69.4
TX,Grimes County,Republican,51.1,9528,2194,7065,23.0,74.1
TX,Guadalupe County,Republican,31.8,57220,18308,36495,32.0,63.8
TX,Hale County,Republican,48.4,8802,2090,6347,23.7,72.1
TX,Hall County,Republican,66.7,1089,164,891,15.1,81.8
TX,Hamilton County,Republican,71.4,3609,479,3056,13.3,84.7
TX,Hansford County,Republican,80.1,1947,171,1730,8.8,88.9
TX,Hardeman County,Republican,63.4,1511,249,1207,16.5,79.9
TX,Hardin County,Republican,73.9,22768,2779,19600,12.2,86.1
TX,Harris County,Democrat,12.4,1302887,706471,544960,54.2,41.8
TX,Harrison County,Republican,44.0,26364,7130,18712,27.0,71.0
TX,Hartley County,Republican,80.0,1945,172,1727,8.8,88.8
TX,Haskell County,Republican,61.7,1765,314,1403,17.8,79.5
TX,Hays County,Republican,0.9,71524,33117,33730,46.3,47.2
TX,Hemphill County,Republican,75.8,1687,181,1460,10.7,86.5
TX,Henderson County,Republican,60.1,29855,5649,23574,18.9,79.0
TX,Hidalgo County,Democrat,40.5,172990,118739,48608,68.6,28.1
TX,Hill County,Republican,58.5,12906,2535,10075,19.6,78.1
TX,Hockley County,Republican,62.3,7282,1257,5793,17.3,79.6
TX,Hood County,Republican,66.5,26120,4001,21367,15.3,81.8
TX,Hopkins County,Republican,60.8,13476,2508,10704,18.6,79.4
TX,Houston County,Republican,50.9,8302,1978,6205,23.8,74.7
TX,Howard County,Republican,56.0,8692,1768,6635,20.3,76.3
TX,Hudspeth County,Republican,20.5,871,324,503,37.2,57.7
TX,Hunt County,Republican,56.3,31185,6301,23866,20.2,76.5
TX,Hutchinson County,Republican,76.1,8126,854,7039,10.5,86.6
TX,Irion County,Republican,75.0,760,90,660,11.8,86.8
TX,Jack County,Republican,79.6,3339,314,2973,9.4,89.0
TX,Jackson County,Republican,63.8,5275,904,4266,17.1,80.9
TX,Jasper County,Republican,59.9,13351,2582,10578,19.3,79.2
TX,Jeff Davis County,Republican,23.2,1175,422,694,35.9,59.1
TX,Jefferson County,Republican,0.5,87363,42404,42828,48.5,49.0
TX,Jim Hogg County,Democrat,56.9,2119,1635,430,77.2,20.3
TX,Jim Wells County,Democrat,10.4,12346,6688,5411,54.2,43.8
TX,Johnson County,Republican,58.3,57270,10976,44370,19.2,77.5
TX,Jones County,Republican,65.4,5932,935,4815,15.8,81.2
TX,Karnes County,Republican,43.4,4185,1144,2959,27.3,70.7
TX,Kaufman County,Republican,47.1,40979,10265,29537,25.0,72.1
TX,Kendall County,Republican,60.4,19936,3633,15663,18.2,78.6
TX,Kenedy County,Democrat,8.0,186,99,84,53.2,45.2
TX,Kent County,Republican,69.5,433,59,360,13.6,83.1
TX,Kerr County,Republican,56.3,23090,4665,17658,20.2,76.5
TX,Kimble County,Republican,76.6,1945,206,1697,10.6,87.2
TX,King County,Republican,90.6,159,5,149,3.1,93.7
TX,Kinney County,Republican,33.6,1424,457,936,32.1,65.7
TX,Kleberg County,Democrat,3.7,9483,4713,4364,49.7,46.0
TX,Knox County,Republican,61.2,1358,247,1078,18.2,79.4
TX,Lamar County,Republican,59.2,18537,3579,14546,19.3,78.5
TX,Lamb County,Republican,58.1,3905,770,3040,19.7,77.8
TX,Lampasas County,Republican,60.1,8149,1479,6371,18.1,78.2
TX,La Salle County,Democrat,12.4,2049,1125,870,54.9,42.5
TX,Lavaca County,Republican,71.4,8633,1170,7339,13.6,85.0
TX,Lee County,Republican,55.6,6522,1372,4996,21.0,76.6
TX,Leon County,Republican,74.0,7407,909,6391,12.3,86.3
TX,Liberty County,Republican,58.0,24155,4851,18856,20.1,78.1
TX,Limestone County,Republican,52.2,7648,1748,5747,22.9,75.1
TX,Lipscomb County,Republican,77.5,1322,135,1159,10.2,87.7
TX,Live Oak County,Republican,63.6,4267,739,3450,17.3,80.9
TX,Llano County,Republican,62.2,10377,1825,8283,17.6,79.8
TX,Loving County,Republican,82.9,64,4,57,6.2,89.1
TX,Lubbock County,Republican,38.4,98060,27956,65566,28.5,66.9
TX,Lynn County,Republican,57.2,1997,403,1546,20.2,77.4
TX,Madison County,Republican,57.6,4283,881,3349,20.6,78.2
TX,Marion County,Republican,43.1,4206,1156,2968,27.5,70.6
TX,Martin County,Republican,67.6,1755,266,1453,15.2,82.8
TX,Mason County,Republican,63.5,2053,353,1656,17.2,80.7
TX,Matagorda County,Republican,40.7,11779,3357,8147,28.5,69.2
TX,Maverick County,Democrat,55.8,13588,10397,2816,76.5,20.7
TX,McCulloch County,Republican,66.9,3086,480,2546,15.6,82.5
TX,McLennan County,Republican,27.1,78255,27046,48245,34.6,61.7
TX,McMullen County,Republican,83.3,497,40,454,8.0,91.3
TX,Medina County,Republican,43.2,17187,4624,12054,26.9,70.1
TX,Menard County,Republican,61.4,860,153,681,17.8,79.2
TX,Midland County,Republican,55.2,48753,9993,36896,20.5,75.7
TX,Milam County,Republican,50.0,8607,2042,6340,23.7,73.7
TX,Mills County,Republican,76.3,2238,242,1949,10.8,87.1
TX,Mitchell County,Republican,65.2,2190,353,1780,16.1,81.3
TX,Montague County,Republican,77.2,8604,885,7526,10.3,87.5
TX,Montgomery County,Republican,51.5,203083,45744,150188,22.5,74.0
TX,Moore County,Republican,54.7,5262,1096,3974,20.8,75.5
TX,Morris County,Republican,40.7,4964,1425,3443,28.7,69.4
TX,Motley County,Republican,85.6,620,40,571,6.5,92.1
TX,Nacogdoches County,Republican,35.4,22430,6822,14751,30.4,65.8
TX,Navarro County,Republican,48.8,16382,3998,11984,24.4,73.2
TX,Newton County,Republican,49.4,4010,978,2961,24.4,73.8
TX,Nolan County,Republican,53.2,4744,1029,3551,21.7,74.9
TX,Nueces County,Republican,1.6,103958,49102,50704,47.2,48.8
TX,Ochiltree County,Republican,79.0,2981,274,2628,9.2,88.2
TX,Oldham County,Republican,81.6,945,78,850,8.3,89.9
TX,Orange County,Republican,61.9,31761,5716,25385,18.0,79.9
TX,Palo Pinto County,Republican,64.1,10175,1700,8222,16.7,80.8
TX,Panola County,Republican,63.5,10413,1835,8445,17.6,81.1
TX,Parker County,Republican,67.5,56413,8329,46433,14.8,82.3
TX,Parmer County,Republican,37.7,2818,848,1911,30.1,67.8
TX,Pecos County,Republican,21.9,4167,1551,2463,37.2,59.1
TX,Polk County,Republican,56.5,34444,7123,26587,20.7,77.2
TX,Potter County,Republican,41.9,28330,7620,19499,26.9,68.8
TX,Presidio County,Democrat,36.6,2203,1458,652,66.2,29.6
TX,Rains County,Republican,71.2,4630,619,3919,13.4,84.6
TX,Randall County,Republican,65.1,53813,8340,43379,15.5,80.6
TX,Reagan County,Republican,60.2,900,167,709,18.6,78.8
TX,Real County,Republican,66.8,1678,262,1382,15.6,82.4
TX,Red River County,Republican,53.9,5147,1148,3924,22.3,76.2
TX,Reeves County,Democrat,7.6,3184,1659,1417,52.1,44.5
TX,Refugio County,Republican,27.0,2945,1034,1830,35.1,62.1
TX,Roberts County,Republican,91.7,550,20,524,3.6,95.3
TX,Robertson County,Republican,35.1,7010,2203,4665,31.4,66.5
TX,Rockwall County,Republican,47.4,39529,9633,28396,24.4,71.8
TX,Runnels County,Republican,74.1,3765,452,3241,12.0,86.1
TX,Rusk County,Republican,56.6,18994,3935,14675,20.7,77.3
TX,Sabine County,Republican,72.8,4642,614,3992,13.2,86.0
TX,San Augustine County,Republican,48.0,3563,907,2620,25.5,73.5
TX,San Jacinto County,Republican,58.4,10305,2034,8050,19.7,78.1
TX,San Patricio County,Republican,24.0,21513,7825,13004,36.4,60.4
TX,San Saba County,Republican,73.6,2354,293,2025,12.4,86.0
TX,Schleicher County,Republican,57.9,1054,209,819,19.8,77.7
TX,Scurry County,Republican,69.8,5261,733,4403,13.9,83.7
TX,Shackelford County,Republican,84.8,1502,103,1378,6.9,91.7
TX,Shelby County,Republican,59.6,9072,1757,7171,19.4,79.0
TX,Sherman County,Republican,76.2,933,96,807,10.3,86.5
TX,Smith County,Republican,43.9,83161,22128,58631,26.6,70.5
TX,Somervell County,Republican,68.8,3876,540,3206,13.9,82.7
TX,Starr County,Democrat,60.1,11691,9246,2218,79.1,19.0
TX,Stephens County,Republican,77.7,3453,348,3033,10.1,87.8
TX,Sterling County,Republican,75.6,633,70,549,11.1,86.7
TX,Stonewall County,Republican,59.9,701,135,555,19.3,79.2
TX,Sutton County,Republican,53.9,1415,313,1075,22.1,76.0
TX,Swisher County,Republican,55.2,2190,462,1671,21.1,76.3
TX,Tarrant County,Republican,8.7,662832,288001,345683,43.5,52.2
TX,Taylor County,Republican,51.1,45266,10047,33172,22.2,73.3
TX,Terrell County,Republican,33.7,437,140,287,32.0,65.7
TX,Terry County,Republican,49.5,1763,424,1295,24.0,73.5
TX,Throckmorton County,Republican,78.1,808,84,715,10.4,88.5
TX,Titus County,Republican,42.1,9176,2538,6405,27.7,69.8
TX,Tom Green County,Republican,47.9,38104,9117,27376,23.9,71.8
TX,Travis County,Democrat,38.9,462511,306475,126750,66.3,27.4
TX,Trinity County,Republican,59.9,5982,1154,4737,19.3,79.2
TX,Tyler County,Republican,67.2,7969,1243,6601,15.6,82.8
TX,Upshur County,Republican,68.0,15918,2378,13198,14.9,82.9
TX,Upton County,Republican,52.3,1296,284,961,21.9,74.2
TX,Uvalde County,Republican,10.8,8936,3863,4828,43.2,54.0
TX,Val Verde County,Democrat,7.9,13476,6920,5856,51.4,43.5
TX,Van Zandt County,Republican,72.1,21689,2792,18436,12.9,85.0
TX,Victoria County,Republican,40.0,31032,8843,21253,28.5,68.5
TX,Walker County,Republican,34.5,19683,6085,12878,30.9,65.4
TX,Waller County,Republican,28.6,16715,5744,10525,34.4,63.0
TX,Ward County,Republican,51.6,3413,780,2541,22.9,74.5
TX,Washington County,Republican,51.3,14747,3381,10944,22.9,74.2
TX,Webb County,Democrat,51.6,56867,42297,12946,74.4,22.8
TX,Wharton County,Republican,40.2,14707,4238,10149,28.8,69.0
TX,Wheeler County,Republican,82.1,2306,194,2087,8.4,90.5
TX,Wichita County,Republican,49.7,37913,8752,27609,23.1,72.8
TX,Wilbarger County,Republican,57.5,4101,807,3166,19.7,77.2
TX,Willacy County,Democrat,36.9,5082,3416,1541,67.2,30.3
TX,Williamson County,Republican,9.9,200524,84252,104029,42.0,51.9
TX,Wilson County,Republican,47.8,19255,4790,13991,24.9,72.7
TX,Winkler County,Republican,52.5,1873,420,1403,22.4,74.9
TX,Wise County,Republican,70.0,24661,3412,20655,13.8,83.8
TX,Wood County,Republican,70.0,18646,2624,15681,14.1,84.1
TX,Yoakum County,Republican,59.7,2299,426,1797,18.5,78.2
TX,Young County,Republican,74.6,7658,873,6587,11.4,86.0
TX,Zapata County,Democrat,32.8,3134,2056,1028,65.6,32.8
TX,Zavala County,Democrat,57.3,3390,2633,692,77.7,20.4
UT,Beaver County,Republican,63.2,2490,264,1838,10.6,73.8
UT,Box Elder County,Republican,51.4,16548,1814,10324,11.0,62.4
UT,Cache County,Republican,27.7,35879,6705,16643,18.7,46.4
UT,Carbon County,Republican,44.6,7818,1696,5182,21.7,66.3
UT,Daggett County,Republican,54.0,465,76,327,16.3,70.3
