state,county,total_winner,total_margin,total_votes,democrat_votes,republican_votes,democrat_vote_share,republican_vote_share,absentee_votes,absentee_vote_share,absentee_winner,absentee_margin,republican_absentee_votes,democrat_absentee_votes,republican_absentee_vote_share,democrat_absentee_vote_share
CALIFORNIA,PLACER,REPUBLICAN,6.6,235017,106869,122488,45.5,52.1,219593,93.4,REPUBLICAN,4.1,111708,102640,50.9,46.7
CALIFORNIA,PLUMAS,REPUBLICAN,16.7,11256,4561,6445,40.5,57.3,0,0.0,REPUBLICAN,,0,0,,
CALIFORNIA,RIVERSIDE,DEMOCRAT,7.9,997007,528340,449144,53.0,45.0,888631,89.1,DEMOCRAT,12.5,380113,490802,42.8,55.2
CALIFORNIA,SACRAMENTO,DEMOCRAT,25.3,718290,440808,259405,61.4,36.1,660431,91.9,DEMOCRAT,28.8,226692,417032,34.3,63.1
CALIFORNIA,SAN BENITO,DEMOCRAT,24.4,28821,17628,10590,61.2,36.7,26153,90.7,DEMOCRAT,28.1,9123,16477,34.9,63.0
CALIFORNIA,SAN BERNARDINO,DEMOCRAT,10.7,840931,455859,366257,54.2,43.6,694019,82.5,DEMOCRAT,17.5,278654,399789,40.2,57.6
CALIFORNIA,SAN DIEGO,DEMOCRAT,22.8,1601722,964650,600094,60.2,37.5,1414604,88.3,DEMOCRAT,28.2,491524,890681,34.7,63.0
CALIFORNIA,SAN FRANCISCO,DEMOCRAT,72.6,443458,378156,56417,85.3,12.7,405783,91.5,DEMOCRAT,74.6,47614,350376,11.7,86.3
CALIFORNIA,SAN JOAQUIN,DEMOCRAT,13.9,288443,161137,121098,55.9,42.0,260850,90.4,DEMOCRAT,16.7,105876,149364,40.6,57.3
CALIFORNIA,SAN LUIS OBISPO,DEMOCRAT,13.1,159681,88310,67436,55.3,42.2,149958,93.9,DEMOCRAT,15.0,61879,84396,41.3,56.3
CALIFORNIA,SAN MATEO,DEMOCRAT,57.7,374171,291496,75584,77.9,20.2,341543,91.3,DEMOCRAT,61.6,62319,272829,18.2,79.9
CALIFORNIA,SANTA BARBARA,DEMOCRAT,32.1,200288,129963,65736,64.9,32.8,180733,90.2,DEMOCRAT,36.1,55719,120953,30.8,66.9
CALIFORNIA,SANTA CLARA,DEMOCRAT,47.4,850522,617967,214612,72.7,25.2,791277,93.0,DEMOCRAT,50.9,186069,588623,23.5,74.4
CALIFORNIA,SANTA CRUZ,DEMOCRAT,60.3,144796,114246,26937,78.9,18.6,131921,91.1,DEMOCRAT,63.8,22276,106450,16.9,80.7
CALIFORNIA,SHASTA,REPUBLICAN,33.1,92900,30000,60789,32.3,65.4,70814,76.2,REPUBLICAN,26.1,43768,25296,61.8,35.7
CALIFORNIA,SIERRA,REPUBLICAN,21.3,1930,730,1142,37.8,59.2,0,0.0,REPUBLICAN,,0,0,,
CALIFORNIA,SISKIYOU,REPUBLICAN,15.8,23450,9593,13290,40.9,56.7,20773,88.6,REPUBLICAN,11.7,11342,8918,54.6,42.9
CALIFORNIA,SOLANO,DEMOCRAT,30.3,205831,131639,69306,64.0,33.7,175723,85.4,DEMOCRAT,36.6,53659,117924,30.5,67.1
CALIFORNIA,SONOMA,DEMOCRAT,51.5,268252,199938,61825,74.5,23.0,185517,69.2,DEMOCRAT,60.8,34657,147424,18.7,79.5
CALIFORNIA,STANISLAUS,DEMOCRAT,0.8,214876,105841,104145,49.3,48.5,0,0.0,REPUBLICAN,,0,0,,
CALIFORNIA,SUTTER,REPUBLICAN,16.4,42640,17367,24375,40.7,57.2,0,0.0,REPUBLICAN,,0,0,,
CALIFORNIA,TEHAMA,REPUBLICAN,35.6,28721,8911,19141,31.0,66.6,23567,82.1,REPUBLICAN,30.0,15035,7958,63.8,33.8
CALIFORNIA,TRINITY,REPUBLICAN,5.4,6258,2851,3188,45.6,50.9,5048,80.7,REPUBLICAN,2.6,2513,2383,49.8,47.2
CALIFORNIA,TULARE,REPUBLICAN,7.8,146832,66105,77579,45.0,52.8,124386,84.7,REPUBLICAN,3.9,63265,58413,50.9,47.0
CALIFORNIA,TUOLUMNE,REPUBLICAN,18.8,30401,11978,17689,39.4,58.2,28632,94.2,REPUBLICAN,16.5,16334,11596,57.0,40.5
INDIANA,ADAMS,REPUBLICAN,52.4,14209,3236,10686,22.8,75.2,0,0.0,REPUBLICAN,,0,0,,
INDIANA,ALLEN,REPUBLICAN,11.2,169082,73189,92083,43.3,54.5,0,0.0,REPUBLICAN,,0,0,,
INDIANA,BARTHOLOMEW,REPUBLICAN,26.2,36235,12934,22410,35.7,61.8,0,0.0,REPUBLICAN,,0,0,,
INDIANA,BOONE,REPUBLICAN,18.5,38520,15244,22351,39.6,58.0,0,0.0,REPUBLICAN,,0,0,,
INDIANA,BLACKFORD,REPUBLICAN,46.1,5351,1376,3841,25.7,71.8,0,0.0,REPUBLICAN,,0,0,,
INDIANA,BROWN,REPUBLICAN,30.5,8981,3036,5777,33.8,64.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,CARROLL,REPUBLICAN,51.2,9495,2224,7086,23.4,74.6,0,0.0,REPUBLICAN,,0,0,,
INDIANA,CASS,REPUBLICAN,41.1,15198,4304,10552,28.3,69.4,0,0.0,REPUBLICAN,,0,0,,
INDIANA,CLARK,REPUBLICAN,18.3,57869,23093,33668,39.9,58.2,0,0.0,REPUBLICAN,,0,0,,
INDIANA,CLINTON,REPUBLICAN,46.1,12949,3361,9334,26.0,72.1,0,0.0,REPUBLICAN,,0,0,,
INDIANA,CRAWFORD,REPUBLICAN,43.0,4944,1355,3483,27.4,70.4,0,0.0,REPUBLICAN,,0,0,,
INDIANA,DECATUR,REPUBLICAN,58.1,12287,2439,9575,19.9,77.9,0,0.0,REPUBLICAN,,0,0,,
INDIANA,DEKALB,REPUBLICAN,47.2,19628,4966,14237,25.3,72.5,0,0.0,REPUBLICAN,,0,0,,
INDIANA,DELAWARE,REPUBLICAN,13.2,48191,20474,26827,42.5,55.7,0,0.0,REPUBLICAN,,0,0,,
INDIANA,ELKHART,REPUBLICAN,28.0,74387,26108,46972,35.1,63.1,0,0.0,REPUBLICAN,,0,0,,
INDIANA,FRANKLIN,REPUBLICAN,63.0,12000,2137,9691,17.8,80.8,0,0.0,REPUBLICAN,,0,0,,
INDIANA,FULTON,REPUBLICAN,48.3,9147,2280,6694,24.9,73.2,0,0.0,REPUBLICAN,,0,0,,
INDIANA,GIBSON,REPUBLICAN,48.2,16161,4023,11817,24.9,73.1,0,0.0,REPUBLICAN,,0,0,,
INDIANA,GRANT,REPUBLICAN,38.8,27159,8015,18543,29.5,68.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,HAMILTON,REPUBLICAN,6.8,193999,88390,101587,45.6,52.4,0,0.0,REPUBLICAN,,0,0,,
INDIANA,HENRY,REPUBLICAN,45.2,21030,5544,15043,26.4,71.5,0,0.0,REPUBLICAN,,0,0,,
INDIANA,HARRISON,REPUBLICAN,45.6,20236,5343,14565,26.4,72.0,0,0.0,REPUBLICAN,,0,0,,
INDIANA,HOWARD,REPUBLICAN,32.4,40630,13303,26449,32.7,65.1,0,0.0,REPUBLICAN,,0,0,,
INDIANA,HUNTINGTON,REPUBLICAN,49.9,17829,4255,13147,23.9,73.7,0,0.0,REPUBLICAN,,0,0,,
INDIANA,JEFFERSON,REPUBLICAN,33.6,14697,4731,9663,32.2,65.7,0,0.0,REPUBLICAN,,0,0,,
INDIANA,JENNINGS,REPUBLICAN,56.9,12251,2523,9490,20.6,77.5,0,0.0,REPUBLICAN,,0,0,,
INDIANA,JOHNSON,REPUBLICAN,34.1,77618,24736,51219,31.9,66.0,0,0.0,REPUBLICAN,,0,0,,
INDIANA,KNOX,REPUBLICAN,47.4,16011,4067,11655,25.4,72.8,0,0.0,REPUBLICAN,,0,0,,
INDIANA,KOSCIUSKO,REPUBLICAN,50.7,35787,8364,26499,23.4,74.0,0,0.0,REPUBLICAN,,0,0,,
INDIANA,LAGRANGE,REPUBLICAN,54.1,10633,2355,8110,22.1,76.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,LAKE,DEMOCRAT,15.1,219956,124870,91760,56.8,41.7,0,0.0,REPUBLICAN,,0,0,,
INDIANA,MADISON,REPUBLICAN,22.6,51793,19524,31215,37.7,60.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,MARION,DEMOCRAT,29.2,389619,247772,134175,63.6,34.4,0,0.0,REPUBLICAN,,0,0,,
INDIANA,MARTIN,REPUBLICAN,58.7,5144,1011,4029,19.7,78.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,MIAMI,REPUBLICAN,53.1,14473,3235,10925,22.4,75.5,0,0.0,REPUBLICAN,,0,0,,
INDIANA,MONROE,DEMOCRAT,28.2,63151,39861,22071,63.1,34.9,0,0.0,REPUBLICAN,,0,0,,
INDIANA,OHIO,REPUBLICAN,45.1,3075,668,2054,21.7,66.8,0,0.0,REPUBLICAN,,0,0,,
INDIANA,PIKE,REPUBLICAN,52.7,6220,1415,4692,22.7,75.4,0,0.0,REPUBLICAN,,0,0,,
INDIANA,PORTER,REPUBLICAN,6.1,86509,39746,45008,45.9,52.0,0,0.0,REPUBLICAN,,0,0,,
INDIANA,POSEY,REPUBLICAN,40.8,13236,3811,9206,28.8,69.6,0,0.0,REPUBLICAN,,0,0,,
INDIANA,PUTNAM,REPUBLICAN,50.2,16597,3946,12278,23.8,74.0,0,0.0,REPUBLICAN,,0,0,,
INDIANA,RUSH,REPUBLICAN,54.0,7932,1754,6035,22.1,76.1,0,0.0,REPUBLICAN,,0,0,,
INDIANA,SHELBY,REPUBLICAN,47.7,19991,5023,14568,25.1,72.9,0,0.0,REPUBLICAN,,0,0,,
INDIANA,STEUBEN,REPUBLICAN,42.2,16162,4513,11327,27.9,70.1,0,0.0,REPUBLICAN,,0,0,,
INDIANA,SULLIVAN,REPUBLICAN,50.5,8994,2153,6691,23.9,74.4,0,0.0,REPUBLICAN,,0,0,,
INDIANA,UNION,REPUBLICAN,56.0,3483,736,2688,21.1,77.2,0,0.0,REPUBLICAN,,0,0,,
INDIANA,VANDERBURGH,REPUBLICAN,9.6,77662,34415,41844,44.3,53.9,0,0.0,REPUBLICAN,,0,0,,
INDIANA,VERMILLION,REPUBLICAN,40.6,7481,2145,5184,28.7,69.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,WABASH,REPUBLICAN,49.9,14576,3494,10762,24.0,73.8,0,0.0,REPUBLICAN,,0,0,,
INDIANA,WAYNE,REPUBLICAN,29.1,27679,9524,17567,34.4,63.5,0,0.0,REPUBLICAN,,0,0,,
INDIANA,WELLS,REPUBLICAN,56.4,14050,2928,10855,20.8,77.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,WHITE,REPUBLICAN,44.1,11166,3032,7957,27.2,71.3,0,0.0,REPUBLICAN,,0,0,,
INDIANA,WHITLEY,REPUBLICAN,49.1,17556,4234,12862,24.1,73.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,SHAWNEE,DEMOCRAT,3.0,85657,43015,40443,50.2,47.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,SEDGWICK,REPUBLICAN,11.8,224862,95870,122416,42.6,54.4,0,0.0,REPUBLICAN,,0,0,,
KANSAS,DICKINSON,REPUBLICAN,54.2,9349,2060,7126,22.0,76.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,RAWLINS,REPUBLICAN,69.6,1504,214,1261,14.2,83.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,NEMAHA,REPUBLICAN,65.7,5684,927,4664,16.3,82.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,SHERIDAN,REPUBLICAN,78.5,1445,147,1282,10.2,88.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,JACKSON,REPUBLICAN,40.0,6584,1881,4517,28.6,68.6,0,0.0,REPUBLICAN,,0,0,,
KANSAS,BARBER,REPUBLICAN,73.6,2342,291,2014,12.4,86.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,OSAGE,REPUBLICAN,44.4,8035,2136,5705,26.6,71.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,LANE,REPUBLICAN,72.3,895,115,762,12.8,85.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,STAFFORD,REPUBLICAN,63.3,2034,357,1645,17.6,80.9,0,0.0,REPUBLICAN,,0,0,,
KANSAS,BARTON,REPUBLICAN,56.3,11130,2340,8608,21.0,77.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,REPUBLIC,REPUBLICAN,66.2,2657,424,2182,16.0,82.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,RENO,REPUBLICAN,34.2,27941,8886,18443,31.8,66.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,RUSH,REPUBLICAN,62.9,1677,295,1350,17.6,80.5,0,0.0,REPUBLICAN,,0,0,,
KANSAS,LEAVENWORTH,REPUBLICAN,21.2,36490,13886,21610,38.1,59.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,KINGMAN,REPUBLICAN,60.2,3949,752,3130,19.0,79.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,JEWELL,REPUBLICAN,72.2,1628,212,1387,13.0,85.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,DECATUR,REPUBLICAN,69.6,1498,218,1260,14.6,84.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,GRAHAM,REPUBLICAN,63.7,1337,228,1080,17.1,80.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,WABAUNSEE,REPUBLICAN,48.2,3902,964,2845,24.7,72.9,0,0.0,REPUBLICAN,,0,0,,
KANSAS,NORTON,REPUBLICAN,68.0,2415,364,2007,15.1,83.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,HARVEY,REPUBLICAN,19.8,17309,6747,10182,39.0,58.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,BUTLER,REPUBLICAN,41.4,32520,9181,22634,28.2,69.6,0,0.0,REPUBLICAN,,0,0,,
KANSAS,HARPER,REPUBLICAN,63.7,2678,461,2168,17.2,81.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,FRANKLIN,REPUBLICAN,38.4,12477,3690,8479,29.6,68.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CLARK,REPUBLICAN,71.3,1067,143,904,13.4,84.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,PHILLIPS,REPUBLICAN,75.5,2781,318,2418,11.4,86.9,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CRAWFORD,REPUBLICAN,23.2,16645,6179,10045,37.1,60.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CLOUD,REPUBLICAN,54.5,4263,920,3242,21.6,76.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,COWLEY,REPUBLICAN,37.8,14231,4273,9656,30.0,67.9,0,0.0,REPUBLICAN,,0,0,,
KANSAS,ELLSWORTH,REPUBLICAN,52.6,2853,648,2148,22.7,75.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,PAWNEE,REPUBLICAN,51.2,2739,643,2045,23.5,74.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MITCHELL,REPUBLICAN,62.8,3101,558,2504,18.0,80.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,RILEY,DEMOCRAT,4.6,25171,12765,11610,50.7,46.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,ATCHISON,REPUBLICAN,34.2,7440,2359,4906,31.7,65.9,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CLAY,REPUBLICAN,54.6,4182,894,3177,21.4,76.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,RICE,REPUBLICAN,53.2,4319,965,3262,22.3,75.5,0,0.0,REPUBLICAN,,0,0,,
KANSAS,JOHNSON,DEMOCRAT,8.2,347214,184259,155631,53.1,44.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,LOGAN,REPUBLICAN,72.9,1458,186,1249,12.8,85.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,COMANCHE,REPUBLICAN,69.4,916,126,762,13.8,83.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,COFFEY,REPUBLICAN,55.3,4565,964,3489,21.1,76.4,0,0.0,REPUBLICAN,,0,0,,
KANSAS,SUMNER,REPUBLICAN,50.5,10928,2591,8105,23.7,74.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,GREENWOOD,REPUBLICAN,60.9,3077,569,2444,18.5,79.4,0,0.0,REPUBLICAN,,0,0,,
KANSAS,GOVE,REPUBLICAN,76.5,1471,166,1291,11.3,87.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MARSHALL,REPUBLICAN,48.3,5114,1259,3729,24.6,72.9,0,0.0,REPUBLICAN,,0,0,,
KANSAS,STEVENS,REPUBLICAN,75.0,2031,237,1760,11.7,86.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,SMITH,REPUBLICAN,67.0,2129,336,1763,15.8,82.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,WASHINGTON,REPUBLICAN,65.5,2883,475,2363,16.5,82.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,THOMAS,REPUBLICAN,65.7,3810,625,3130,16.4,82.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,LINCOLN,REPUBLICAN,64.4,1579,266,1283,16.8,81.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MCPHERSON,REPUBLICAN,40.4,14438,4134,9964,28.6,69.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CHEROKEE,REPUBLICAN,50.1,9128,2194,6766,24.0,74.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CHASE,REPUBLICAN,52.2,1491,345,1123,23.1,75.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,NESS,REPUBLICAN,78.7,1513,149,1339,9.8,88.5,0,0.0,REPUBLICAN,,0,0,,
KANSAS,HAMILTON,REPUBLICAN,64.8,859,141,698,16.4,81.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,SCOTT,REPUBLICAN,72.9,2354,299,2014,12.7,85.6,0,0.0,REPUBLICAN,,0,0,,
KANSAS,EDWARDS,REPUBLICAN,60.8,1431,271,1141,18.9,79.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,KIOWA,REPUBLICAN,70.7,1165,156,980,13.4,84.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,POTTAWATOMIE,REPUBLICAN,46.9,13083,3313,9452,25.3,72.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,DONIPHAN,REPUBLICAN,61.7,3709,686,2976,18.5,80.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CHEYENNE,REPUBLICAN,67.1,1429,224,1183,15.7,82.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,OTTAWA,REPUBLICAN,65.9,3191,506,2610,15.9,81.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,HODGEMAN,REPUBLICAN,69.0,1045,154,875,14.7,83.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,OSBORNE,REPUBLICAN,69.3,1945,281,1629,14.4,83.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,STANTON,REPUBLICAN,60.1,776,148,614,19.1,79.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,RUSSELL,REPUBLICAN,63.2,3467,600,2790,17.3,80.5,0,0.0,REPUBLICAN,,0,0,,
KANSAS,NEOSHO,REPUBLICAN,46.2,6877,1796,4970,26.1,72.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,DOUGLAS,DEMOCRAT,39.5,59495,40785,17286,68.6,29.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MARION,REPUBLICAN,48.3,6111,1516,4465,24.8,73.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,GEARY,REPUBLICAN,14.0,9603,3983,5323,41.5,55.4,0,0.0,REPUBLICAN,,0,0,,
KANSAS,FORD,REPUBLICAN,32.0,8915,2947,5803,33.1,65.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,LINN,REPUBLICAN,62.5,5046,896,4048,17.8,80.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,WYANDOTTE,DEMOCRAT,31.3,57071,36788,18934,64.5,33.2,0,0.0,REPUBLICAN,,0,0,,
KANSAS,ELLIS,REPUBLICAN,43.6,13800,3737,9758,27.1,70.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,SALINE,REPUBLICAN,30.6,24531,8214,15722,33.5,64.1,0,0.0,REPUBLICAN,,0,0,,
KANSAS,LABETTE,REPUBLICAN,36.0,8563,2655,5735,31.0,67.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MONTGOMERY,REPUBLICAN,49.9,13426,3228,9931,24.0,74.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,CHAUTAUQUA,REPUBLICAN,72.6,1639,212,1402,12.9,85.5,0,0.0,REPUBLICAN,,0,0,,
KANSAS,ALLEN,REPUBLICAN,44.9,5892,1570,4218,26.6,71.6,0,0.0,REPUBLICAN,,0,0,,
KANSAS,WILSON,REPUBLICAN,61.5,3954,723,3153,18.3,79.7,0,0.0,REPUBLICAN,,0,0,,
KANSAS,WOODSON,REPUBLICAN,60.4,1546,294,1228,19.0,79.4,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MORTON,REPUBLICAN,73.8,1198,150,1034,12.5,86.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MEADE,REPUBLICAN,69.0,1825,263,1523,14.4,83.5,0,0.0,REPUBLICAN,,0,0,,
KANSAS,GRAY,REPUBLICAN,68.6,2288,341,1911,14.9,83.5,0,0.0,REPUBLICAN,,0,0,,
KANSAS,TREGO,REPUBLICAN,68.8,1630,242,1363,14.8,83.6,0,0.0,REPUBLICAN,,0,0,,
KANSAS,MORRIS,REPUBLICAN,48.1,2899,729,2124,25.1,73.3,0,0.0,REPUBLICAN,,0,0,,
KANSAS,KEARNY,REPUBLICAN,61.6,1455,267,1164,18.4,80.0,0,0.0,REPUBLICAN,,0,0,,
KANSAS,JEFFERSON,REPUBLICAN,32.1,9782,3194,6334,32.7,64.8,0,0.0,REPUBLICAN,,0,0,,
KANSAS,BOURBON,REPUBLICAN,52.2,6676,1541,5023,23.1,75.2,0,0.0,REPUBLICAN,,0,0,,
