state,biden_pct,trump_pct,margin,eevp,votes,timestamp
SC,52.800000000000004,46.2,6.600000000000001,3,79291,2020-11-04T00:53:56Z
SC,52.7,46.400000000000006,6.299999999999997,3,79742,2020-11-04T00:57:59Z
SC,53.800000000000004,45.2,8.600000000000001,3,84566,2020-11-04T00:58:36Z
SC,54,45,9,3,87758,2020-11-04T00:59:15Z
SC,54,45.1,8.899999999999999,4,89718,2020-11-04T01:00:15Z
SC,55.00000000000001,44.1,10.900000000000006,4,96514,2020-11-04T01:01:03Z
SC,53.2,45.800000000000004,7.399999999999999,5,114078,2020-11-04T01:03:35Z
SC,52.6,46.5,6.100000000000001,5,121134,2020-11-04T01:06:02Z
SC,52.300000000000004,46.7,5.600000000000001,5,122180,2020-11-04T01:07:41Z
SC,52.2,46.800000000000004,5.399999999999999,5,128792,2020-11-04T01:09:21Z
SC,53.7,45.300000000000004,8.399999999999999,6,139206,2020-11-04T01:10:16Z
SC,53.7,44.9,8.800000000000004,6,147392,2020-11-04T01:13:15Z
SC,52.7,46,6.700000000000003,7,169487,2020-11-04T01:13:58Z
SC,52.400000000000006,46.300000000000004,6.100000000000001,8,191945,2020-11-04T01:14:21Z
SC,52.300000000000004,46.400000000000006,5.899999999999999,8,193190,2020-11-04T01:16:18Z
SC,51.9,46.800000000000004,5.099999999999994,8,198551,2020-11-04T01:18:41Z
SC,51.800000000000004,47,4.800000000000004,8,200700,2020-11-04T01:22:08Z
SC,51.2,47.599999999999994,3.6000000000000085,8,211642,2020-11-04T01:22:47Z
SC,50.8,47.9,2.8999999999999986,9,217127,2020-11-04T01:23:59Z
SC,50.9,47.9,3,9,220079,2020-11-04T01:25:54Z
SC,50.9,47.9,3,9,222165,2020-11-04T01:29:13Z
SC,50.5,48.199999999999996,2.3000000000000043,9,225407,2020-11-04T01:29:47Z
SC,51,47.8,3.200000000000003,9,232206,2020-11-04T01:30:13Z
SC,50.5,48.199999999999996,2.3000000000000043,9,236247,2020-11-04T01:31:46Z
SC,50.5,48.199999999999996,2.3000000000000043,9,236247,2020-11-04T01:31:46Z
SC,50.6,48.199999999999996,2.4000000000000057,9,237116,2020-11-04T01:33:23Z
SC,51.300000000000004,47.5,3.8000000000000043,10,249989,2020-11-04T01:42:21Z
SC,47.4,51.300000000000004,-3.9000000000000057,15,376465,2020-11-04T01:44:31Z
SC,46.9,51.800000000000004,-4.900000000000006,15,382590,2020-11-04T01:44:55Z
SC,46.7,52,-5.299999999999997,15,389491,2020-11-04T01:47:57Z
SC,46.6,52.1,-5.5,15,390347,2020-11-04T01:49:58Z
SC,47.099999999999994,51.7,-4.6000000000000085,16,391495,2020-11-04T01:52:03Z
SC,46.2,52.5,-6.299999999999997,17,434993,2020-11-04T01:57:01Z
SC,45.9,52.800000000000004,-6.900000000000006,17,440233,2020-11-04T01:57:44Z
SC,46,52.800000000000004,-6.800000000000004,18,445928,2020-11-04T01:58:39Z
SC,44.6,54.1,-9.5,20,515612,2020-11-04T02:02:08Z
SC,44.3,54.50000000000001,-10.20000000000001,21,524306,2020-11-04T02:03:55Z
SC,44.2,54.50000000000001,-10.300000000000004,21,533577,2020-11-04T02:08:03Z
SC,43.3,55.400000000000006,-12.100000000000009,22,558966,2020-11-04T02:10:05Z
SC,43.7,55.00000000000001,-11.300000000000004,24,597316,2020-11-04T02:12:42Z
SC,43.5,55.2,-11.700000000000003,24,605039,2020-11-04T02:12:51Z
SC,43.5,55.2,-11.700000000000003,24,606827,2020-11-04T02:13:04Z
SC,43.1,55.60000000000001,-12.500000000000007,24,617211,2020-11-04T02:13:20Z
SC,43.1,55.60000000000001,-12.500000000000007,25,619984,2020-11-04T02:16:24Z
SC,43,55.800000000000004,-12.800000000000004,25,627542,2020-11-04T02:16:50Z
SC,42.4,56.3,-13.899999999999999,27,669341,2020-11-04T02:22:26Z
SC,42.4,56.3,-13.899999999999999,27,690142,2020-11-04T02:24:20Z
SC,42.4,56.3,-13.899999999999999,28,711525,2020-11-04T02:25:29Z
SC,42.3,56.39999999999999,-14.099999999999994,29,733938,2020-11-04T02:26:59Z
SC,42.5,56.2,-13.700000000000003,31,776483,2020-11-04T02:31:07Z
SC,42.5,56.2,-13.700000000000003,31,778042,2020-11-04T02:32:15Z
SC,42.5,56.2,-13.700000000000003,31,787316,2020-11-04T02:34:42Z
SC,43.2,55.50000000000001,-12.300000000000004,32,818209,2020-11-04T02:37:15Z
SC,43.2,55.50000000000001,-12.300000000000004,32,818397,2020-11-04T02:37:33Z
SC,43.2,55.50000000000001,-12.300000000000004,33,822163,2020-11-04T02:39:17Z
SC,43.2,55.50000000000001,-12.300000000000004,33,828866,2020-11-04T02:40:36Z
SC,43.1,55.60000000000001,-12.500000000000007,33,831772,2020-11-04T02:41:04Z
SC,43.3,55.400000000000006,-12.100000000000009,38,949600,2020-11-04T02:42:30Z
SC,43.4,55.300000000000004,-11.900000000000006,38,960528,2020-11-04T02:44:50Z
SC,43.5,55.2,-11.700000000000003,38,965848,2020-11-04T02:52:08Z
SC,43.4,55.300000000000004,-11.900000000000006,39,973601,2020-11-04T02:55:06Z
SC,43.3,55.300000000000004,-12.000000000000007,39,981302,2020-11-04T02:57:49Z
SC,43.4,55.300000000000004,-11.900000000000006,39,982916,2020-11-04T02:59:11Z
SC,43.4,55.300000000000004,-11.900000000000006,39,985057,2020-11-04T03:05:02Z
SC,43.3,55.400000000000006,-12.100000000000009,39,992085,2020-11-04T03:05:34Z
SC,42.8,55.800000000000004,-13.000000000000007,40,1011932,2020-11-04T03:08:46Z
SC,42.8,55.800000000000004,-13.000000000000007,40,1013102,2020-11-04T03:09:25Z
SC,42.5,56.2,-13.700000000000003,42,1052820,2020-11-04T03:13:02Z
SC,42.3,56.3,-14,43,1077304,2020-11-04T03:20:49Z
SC,42,56.699999999999996,-14.699999999999996,45,1147948,2020-11-04T03:21:02Z
SC,41.699999999999996,56.89999999999999,-15.199999999999996,46,1170871,2020-11-04T03:25:42Z
SC,41.9,56.599999999999994,-14.699999999999996,47,1197037,2020-11-04T03:30:19Z
SC,41.9,56.699999999999996,-14.799999999999997,48,1205314,2020-11-04T03:31:51Z
SC,42.199999999999996,56.39999999999999,-14.199999999999996,53,1326171,2020-11-04T03:37:56Z
SC,42.199999999999996,56.49999999999999,-14.299999999999997,53,1326171,2020-11-04T03:39:40Z
SC,42,56.599999999999994,-14.599999999999994,53,1350236,2020-11-04T03:40:22Z
SC,41.4,57.199999999999996,-15.799999999999997,55,1385896,2020-11-04T03:43:21Z
SC,41.4,57.199999999999996,-15.799999999999997,55,1394029,2020-11-04T03:48:07Z
SC,41.3,57.3,-16,56,1418086,2020-11-04T03:55:22Z
SC,41.3,57.3,-16,57,1432294,2020-11-04T04:05:31Z
SC,41.3,57.4,-16.1,57,1432688,2020-11-04T04:12:41Z
SC,41.099999999999994,57.49999999999999,-16.4,58,1455192,2020-11-04T04:15:47Z
SC,41.099999999999994,57.49999999999999,-16.4,58,1455453,2020-11-04T04:19:42Z
SC,41.099999999999994,57.49999999999999,-16.4,58,1455613,2020-11-04T04:21:43Z
SC,41.099999999999994,57.49999999999999,-16.4,58,1457129,2020-11-04T04:30:34Z
SC,41.099999999999994,57.49999999999999,-16.4,63,1586290,2020-11-04T04:32:13Z
SC,40.9,57.699999999999996,-16.799999999999997,64,1605971,2020-11-04T04:47:46Z
SC,40.400000000000006,58.199999999999996,-17.79999999999999,67,1698790,2020-11-04T05:08:41Z
SC,40.400000000000006,58.199999999999996,-17.79999999999999,67,1699335,2020-11-04T05:24:25Z
SC,40.5,58.099999999999994,-17.599999999999994,67,1702445,2020-11-04T05:24:32Z
SC,40.5,58.099999999999994,-17.599999999999994,68,1715440,2020-11-04T05:34:05Z
SC,40.400000000000006,58.199999999999996,-17.79999999999999,68,1720400,2020-11-04T05:39:35Z
SC,40.400000000000006,58.199999999999996,-17.79999999999999,68,1720780,2020-11-04T05:44:18Z
SC,40.1,58.5,-18.4,70,1771976,2020-11-04T05:51:18Z
SC,40,58.5,-18.5,71,1794115,2020-11-04T05:53:22Z
SC,39.7,58.9,-19.199999999999996,74,1856133,2020-11-04T06:24:53Z
SC,39.800000000000004,58.8,-18.999999999999993,74,1878661,2020-11-04T06:31:52Z
SC,40,58.5,-18.5,76,1909438,2020-11-04T06:39:51Z
SC,40.9,57.599999999999994,-16.699999999999996,80,2027461,2020-11-04T07:28:52Z
SC,41.699999999999996,56.89999999999999,-15.199999999999996,83,2100216,2020-11-04T07:31:29Z
SC,42.199999999999996,56.39999999999999,-14.199999999999996,85,2146588,2020-11-04T08:07:52Z
SC,41.5,56.99999999999999,-15.499999999999993,90,2273778,2020-11-04T11:28:51Z
SC,41.5,56.99999999999999,-15.499999999999993,91,2294642,2020-11-04T12:16:50Z
SC,41.5,56.99999999999999,-15.499999999999993,91,2299689,2020-11-04T15:26:52Z
SC,41.5,56.99999999999999,-15.499999999999993,91,2299815,2020-11-04T16:39:50Z
SC,42.8,55.7,-12.900000000000006,95,2396380,2020-11-04T16:56:34Z
SC,42.8,55.7,-12.900000000000006,95,2396921,2020-11-04T17:38:50Z
SC,42.8,55.7,-12.900000000000006,95,2397442,2020-11-04T18:32:00Z
SC,42.9,55.60000000000001,-12.70000000000001,96,2423152,2020-11-04T19:02:57Z
SC,42.9,55.60000000000001,-12.70000000000001,96,2423505,2020-11-04T19:17:50Z
SC,42.9,55.60000000000001,-12.70000000000001,96,2424378,2020-11-04T21:07:52Z
SC,42.9,55.60000000000001,-12.70000000000001,96,2426043,2020-11-04T23:05:50Z
SC,43,55.60000000000001,-12.600000000000009,97,2437284,2020-11-05T00:58:51Z
SC,43.2,55.300000000000004,-12.100000000000001,97,2460155,2020-11-05T01:13:18Z
SC,43.2,55.300000000000004,-12.100000000000001,97,2461757,2020-11-05T01:25:50Z
SC,43.2,55.300000000000004,-12.100000000000001,98,2462431,2020-11-05T01:39:50Z
SC,43.2,55.300000000000004,-12.100000000000001,98,2463268,2020-11-05T03:11:43Z
SC,43.3,55.300000000000004,-12.000000000000007,98,2464656,2020-11-05T05:11:44Z
SC,43.3,55.300000000000004,-12.000000000000007,98,2466074,2020-11-05T13:15:54Z
SC,43.3,55.300000000000004,-12.000000000000007,98,2466654,2020-11-05T15:14:45Z
SC,43.3,55.2,-11.900000000000006,98,2467841,2020-11-05T17:05:53Z
SC,43.3,55.2,-11.900000000000006,98,2469260,2020-11-05T19:03:49Z
SC,43.3,55.2,-11.900000000000006,98,2471295,2020-11-05T21:06:42Z
SC,43.3,55.2,-11.900000000000006,98,2471983,2020-11-05T21:11:39Z
SC,43.5,55.1,-11.600000000000001,99,2504233,2020-11-05T22:00:39Z
SC,43.5,55.1,-11.600000000000001,99,2504235,2020-11-05T22:40:40Z
SC,43.5,55.1,-11.600000000000001,99,2504236,2020-11-06T15:16:39Z
SC,43.5,55.1,-11.600000000000001,99,2504238,2020-11-06T15:26:40Z
SC,43.5,55.1,-11.600000000000001,99,2504246,2020-11-06T15:57:39Z
SC,43.5,55.1,-11.600000000000001,99,2504252,2020-11-06T16:08:39Z
SC,43.5,55.1,-11.600000000000001,99,2504254,2020-11-06T16:28:40Z
SC,43.5,55.1,-11.600000000000001,99,2504311,2020-11-06T16:42:39Z
SC,43.5,55.1,-11.600000000000001,99,2504357,2020-11-06T16:43:38Z
SC,43.5,55.1,-11.600000000000001,99,2504433,2020-11-06T17:04:38Z
SC,43.5,55.1,-11.600000000000001,99,2504488,2020-11-06T17:25:38Z
SC,43.5,55.1,-11.600000000000001,99,2504504,2020-11-06T17:29:38Z
SC,43.5,55.1,-11.600000000000001,99,2504509,2020-11-06T17:31:39Z
SC,43.5,55.1,-11.600000000000001,99,2504529,2020-11-06T17:33:39Z
SC,43.5,55.1,-11.600000000000001,99,2504649,2020-11-06T17:36:38Z
SC,43.5,55.1,-11.600000000000001,99,2504651,2020-11-06T17:37:39Z
SC,43.5,55.1,-11.600000000000001,99,2504673,2020-11-06T18:04:38Z
SC,43.5,55.1,-11.600000000000001,99,2504716,2020-11-06T18:05:38Z
SC,43.5,55.1,-11.600000000000001,99,2504724,2020-11-06T18:08:38Z
SC,43.5,55.1,-11.600000000000001,99,2505124,2020-11-06T18:12:39Z
SC,43.5,55.1,-11.600000000000001,99,2505146,2020-11-06T18:14:40Z
SC,43.5,55.1,-11.600000000000001,99,2505477,2020-11-06T18:38:38Z
SC,43.5,55.1,-11.600000000000001,99,2505482,2020-11-06T18:42:37Z
SC,43.5,55.1,-11.600000000000001,99,2505693,2020-11-06T18:43:38Z
SC,43.5,55.1,-11.600000000000001,99,2505876,2020-11-06T18:45:39Z
SC,43.5,55.1,-11.600000000000001,99,2505971,2020-11-06T19:03:39Z
SC,43.5,55.1,-11.600000000000001,99,2507085,2020-11-06T19:04:38Z
SC,43.4,55.1,-11.700000000000003,99,2508431,2020-11-06T19:06:39Z
SC,43.4,55.1,-11.700000000000003,99,2508519,2020-11-06T19:24:39Z
SC,43.4,55.1,-11.700000000000003,99,2509286,2020-11-06T19:28:40Z
SC,43.4,55.1,-11.700000000000003,99,2509298,2020-11-06T19:31:38Z
SC,43.4,55.1,-11.700000000000003,99,2509329,2020-11-06T20:10:38Z
SC,43.4,55.1,-11.700000000000003,99,2509407,2020-11-06T20:31:39Z
SC,43.4,55.1,-11.700000000000003,99,2509692,2020-11-06T20:37:39Z
SC,43.4,55.1,-11.700000000000003,99,2509738,2020-11-06T20:47:38Z
SC,43.4,55.1,-11.700000000000003,99,2509909,2020-11-06T20:54:38Z
SC,43.4,55.1,-11.700000000000003,99,2510182,2020-11-06T20:55:24Z
SC,43.4,55.1,-11.700000000000003,99,2510315,2020-11-06T21:18:39Z
SC,43.4,55.1,-11.700000000000003,99,2510997,2020-11-06T21:27:38Z
SC,43.4,55.1,-11.700000000000003,99,2511000,2020-11-06T21:36:38Z
SC,43.4,55.1,-11.700000000000003,99,2511062,2020-11-06T21:53:40Z
SC,43.4,55.1,-11.700000000000003,99,2512266,2020-11-06T21:55:38Z
SC,43.4,55.1,-11.700000000000003,99,2512290,2020-11-06T23:44:38Z
SC,43.4,55.1,-11.700000000000003,99,2515488,2020-11-07T01:33:38Z
SC,43.4,55.1,-11.700000000000003,99,2515926,2020-11-07T16:58:40Z
SC,43.4,55.1,-11.700000000000003,99,2515928,2020-11-09T16:41:40Z
SC,43.4,55.1,-11.700000000000003,99,2513809,2020-11-09T19:56:50Z
SC,43.4,55.1,-11.700000000000003,99,2513824,2020-11-10T15:06:51Z
SC,43.4,55.1,-11.700000000000003,99,2513329,2020-11-11T15:55:18Z
SC,43.4,55.1,-11.700000000000003,100,2513329,2020-11-17T16:51:55Z
SC,43.4,55.1,-11.700000000000003,100,2513329,2020-11-20T14:18:11Z
SD,23.599999999999998,74.4,-50.80000000000001,1,3229,2020-11-04T02:03:34Z
SD,27,70.7,-43.7,3,11017,2020-11-04T02:04:03Z
SD,28.7,69,-40.3,3,13598,2020-11-04T02:06:03Z
SD,28.4,69.3,-40.9,3,14211,2020-11-04T02:10:27Z
SD,27.900000000000002,69.8,-41.89999999999999,4,15599,2020-11-04T02:11:27Z
SD,29.7,68,-38.3,4,17400,2020-11-04T02:11:57Z
SD,29.5,68.10000000000001,-38.60000000000001,5,20790,2020-11-04T02:17:51Z
SD,35.9,61.7,-25.800000000000004,8,33614,2020-11-04T02:22:45Z
SD,35,62.5,-27.5,9,36853,2020-11-04T02:27:43Z
SD,34.8,62.6,-27.800000000000004,12,51399,2020-11-04T02:31:17Z
SD,34.699999999999996,62.7,-28.000000000000007,13,53475,2020-11-04T02:36:21Z
SD,34.8,62.6,-27.800000000000004,15,63508,2020-11-04T02:36:27Z
SD,36.3,61.199999999999996,-24.9,18,75090,2020-11-04T02:39:57Z
SD,36.199999999999996,61.3,-25.1,18,75513,2020-11-04T02:42:17Z
SD,35.9,61.5,-25.6,19,77891,2020-11-04T02:42:27Z
SD,35.6,61.8,-26.199999999999996,19,79255,2020-11-04T02:42:59Z
SD,35.5,61.9,-26.4,19,80388,2020-11-04T02:47:15Z
SD,35.6,61.8,-26.199999999999996,20,81459,2020-11-04T02:47:34Z
SD,35.699999999999996,61.7,-26.000000000000007,20,82123,2020-11-04T02:49:17Z
SD,35.699999999999996,61.7,-26.000000000000007,20,82299,2020-11-04T02:51:42Z
SD,35.6,61.8,-26.199999999999996,20,82869,2020-11-04T02:51:45Z
SD,35.199999999999996,62.2,-27.000000000000007,21,88095,2020-11-04T02:53:28Z
SD,35.099999999999994,62.3,-27.200000000000003,21,88846,2020-11-04T02:55:36Z
SD,35,62.4,-27.4,22,91752,2020-11-04T02:58:21Z
SD,34.8,62.6,-27.800000000000004,23,94211,2020-11-04T02:58:39Z
SD,34.599999999999994,62.7,-28.10000000000001,23,96069,2020-11-04T02:59:35Z
SD,34,63.4,-29.4,25,104501,2020-11-04T03:02:55Z
SD,33.900000000000006,63.5,-29.599999999999994,25,104990,2020-11-04T03:06:58Z
SD,33.300000000000004,64.1,-30.79999999999999,27,110718,2020-11-04T03:07:43Z
SD,33,64.5,-31.5,28,117908,2020-11-04T03:12:12Z
SD,32.4,65,-32.6,30,123860,2020-11-04T03:16:35Z
SD,32.5,64.9,-32.400000000000006,30,125292,2020-11-04T03:17:27Z
SD,32.300000000000004,65.10000000000001,-32.800000000000004,31,129133,2020-11-04T03:23:11Z
SD,32.300000000000004,65.10000000000001,-32.800000000000004,31,129682,2020-11-04T03:23:45Z
SD,32.1,65.3,-33.199999999999996,33,135681,2020-11-04T03:27:55Z
SD,31.8,65.7,-33.900000000000006,33,138881,2020-11-04T03:32:40Z
SD,31.8,65.60000000000001,-33.80000000000001,34,140222,2020-11-04T03:35:23Z
SD,31.8,65.7,-33.900000000000006,34,142408,2020-11-04T03:35:51Z
SD,31.4,66,-34.6,36,150295,2020-11-04T03:37:18Z
SD,31.2,66.2,-35,37,154029,2020-11-04T03:42:59Z
SD,31.2,66.2,-35,37,154261,2020-11-04T03:46:23Z
SD,31.1,66.4,-35.300000000000004,39,160823,2020-11-04T03:50:32Z
SD,31.1,66.3,-35.199999999999996,40,164620,2020-11-04T03:53:02Z
SD,31.1,66.3,-35.199999999999996,40,165911,2020-11-04T03:53:17Z
SD,31.4,66,-34.6,40,167436,2020-11-04T03:54:28Z
SD,33.300000000000004,64.1,-30.79999999999999,50,206273,2020-11-04T03:58:11Z
SD,33.2,64.2,-31,50,209103,2020-11-04T03:58:51Z
SD,33,64.4,-31.400000000000006,52,215042,2020-11-04T04:01:36Z
SD,32.9,64.5,-31.6,53,219427,2020-11-04T04:08:28Z
SD,32.9,64.5,-31.6,53,220707,2020-11-04T04:11:17Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,58,241313,2020-11-04T04:12:23Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,59,245094,2020-11-04T04:18:15Z
SD,32.7,64.60000000000001,-31.900000000000006,59,245326,2020-11-04T04:22:24Z
SD,32.7,64.60000000000001,-31.900000000000006,60,248856,2020-11-04T04:22:53Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,62,255490,2020-11-04T04:26:41Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,62,258546,2020-11-04T04:32:36Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,64,266100,2020-11-04T04:38:46Z
SD,33,64.3,-31.299999999999997,64,266100,2020-11-04T04:41:38Z
SD,33,64.4,-31.400000000000006,64,266374,2020-11-04T04:41:46Z
SD,33.1,64.3,-31.199999999999996,64,267088,2020-11-04T04:41:58Z
SD,33,64.3,-31.299999999999997,65,268352,2020-11-04T04:42:34Z
SD,33,64.4,-31.400000000000006,66,274773,2020-11-04T04:43:11Z
SD,32.9,64.5,-31.6,66,275372,2020-11-04T04:43:45Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,67,279381,2020-11-04T04:46:34Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,67,280076,2020-11-04T04:51:46Z
SD,32.9,64.5,-31.6,68,280574,2020-11-04T04:52:28Z
SD,32.9,64.5,-31.6,68,280685,2020-11-04T04:53:54Z
SD,32.9,64.5,-31.6,68,280987,2020-11-04T04:57:24Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,68,282445,2020-11-04T05:01:20Z
SD,32.5,64.9,-32.400000000000006,69,286999,2020-11-04T05:02:10Z
SD,32.7,64.8,-32.099999999999994,69,286999,2020-11-04T05:03:52Z
SD,32.7,64.8,-32.099999999999994,69,287123,2020-11-04T05:06:12Z
SD,32.6,64.8,-32.199999999999996,69,288244,2020-11-04T05:07:24Z
SD,32.6,64.8,-32.199999999999996,70,288639,2020-11-04T05:11:11Z
SD,32.6,64.8,-32.199999999999996,70,291797,2020-11-04T05:14:30Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,74,308729,2020-11-04T05:16:35Z
SD,32.7,64.7,-32,76,314168,2020-11-04T05:23:00Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,77,319563,2020-11-04T05:27:26Z
SD,32.6,64.8,-32.199999999999996,78,325411,2020-11-04T05:31:56Z
SD,32.6,64.8,-32.199999999999996,78,325502,2020-11-04T05:32:14Z
SD,32.6,64.8,-32.199999999999996,78,325507,2020-11-04T05:33:20Z
SD,32.6,64.8,-32.199999999999996,79,326400,2020-11-04T05:37:13Z
SD,32.6,64.7,-32.1,79,326994,2020-11-04T05:42:02Z
SD,32.6,64.7,-32.1,79,328931,2020-11-04T05:44:35Z
SD,32.800000000000004,64.60000000000001,-31.800000000000004,80,332808,2020-11-04T05:46:50Z
SD,32.800000000000004,64.5,-31.699999999999996,81,334892,2020-11-04T05:48:04Z
SD,32.800000000000004,64.5,-31.699999999999996,81,335389,2020-11-04T05:51:48Z
SD,32.9,64.5,-31.6,81,335707,2020-11-04T05:56:57Z
SD,32.9,64.5,-31.6,82,339592,2020-11-04T06:01:47Z
SD,32.9,64.4,-31.500000000000007,82,341785,2020-11-04T06:06:25Z
SD,33,64.4,-31.400000000000006,83,343443,2020-11-04T06:15:54Z
SD,33.1,64.2,-31.1,86,358631,2020-11-04T06:20:53Z
SD,33.2,64.2,-31,87,360437,2020-11-04T06:30:53Z
SD,33.300000000000004,64.1,-30.79999999999999,89,369109,2020-11-04T06:35:52Z
SD,33.2,64.1,-30.89999999999999,90,373345,2020-11-04T06:50:50Z
SD,33.2,64.1,-30.89999999999999,90,373491,2020-11-04T06:55:53Z
SD,33.1,64.2,-31.1,90,375204,2020-11-04T07:01:50Z
SD,33.2,64.1,-30.89999999999999,91,377001,2020-11-04T07:05:52Z
SD,33.2,64.1,-30.89999999999999,91,377061,2020-11-04T07:10:04Z
SD,33.2,64.1,-30.89999999999999,91,377224,2020-11-04T07:11:50Z
SD,33.300000000000004,64,-30.699999999999996,91,377747,2020-11-04T07:15:15Z
SD,33.300000000000004,64,-30.699999999999996,91,378160,2020-11-04T07:21:49Z
SD,33.300000000000004,64,-30.699999999999996,91,378979,2020-11-04T07:25:50Z
SD,33.300000000000004,64,-30.699999999999996,92,379779,2020-11-04T07:45:50Z
SD,33.300000000000004,64.1,-30.79999999999999,92,381097,2020-11-04T07:56:50Z
SD,33.300000000000004,64,-30.699999999999996,92,381611,2020-11-04T08:20:53Z
SD,33.300000000000004,64,-30.699999999999996,92,381614,2020-11-04T15:15:51Z
SD,33.300000000000004,64,-30.699999999999996,92,381616,2020-11-04T15:20:52Z
SD,33.300000000000004,64,-30.699999999999996,92,381617,2020-11-04T15:30:53Z
SD,33.300000000000004,64,-30.699999999999996,92,381618,2020-11-04T15:36:22Z
SD,33.300000000000004,64,-30.699999999999996,92,381619,2020-11-04T15:45:50Z
SD,33.300000000000004,64,-30.699999999999996,92,381621,2020-11-04T15:55:51Z
SD,33.300000000000004,64,-30.699999999999996,92,381623,2020-11-04T16:01:18Z
SD,33.300000000000004,64,-30.699999999999996,92,381625,2020-11-04T16:11:52Z
SD,33.300000000000004,64,-30.699999999999996,92,381627,2020-11-04T16:20:51Z
SD,33.300000000000004,64,-30.699999999999996,92,381628,2020-11-04T17:05:55Z
SD,33.300000000000004,64,-30.699999999999996,92,381629,2020-11-04T17:11:52Z
SD,33.300000000000004,64,-30.699999999999996,92,381630,2020-11-04T17:45:58Z
SD,33.300000000000004,64,-30.699999999999996,92,381632,2020-11-04T18:05:53Z
SD,33.300000000000004,64,-30.699999999999996,92,381633,2020-11-04T18:11:52Z
SD,33.300000000000004,64,-30.699999999999996,92,381638,2020-11-04T18:40:57Z
SD,33.300000000000004,64,-30.699999999999996,92,381639,2020-11-04T20:45:52Z
SD,33.300000000000004,64,-30.699999999999996,92,381646,2020-11-04T21:11:53Z
SD,33.300000000000004,64,-30.699999999999996,92,381647,2020-11-04T21:35:51Z
SD,33.300000000000004,64,-30.699999999999996,92,381648,2020-11-04T21:45:52Z
SD,33.300000000000004,64,-30.699999999999996,92,381650,2020-11-04T21:51:16Z
SD,33.300000000000004,64,-30.699999999999996,92,381652,2020-11-04T21:55:52Z
SD,33.300000000000004,64,-30.699999999999996,92,381653,2020-11-04T23:05:52Z
SD,35.699999999999996,61.7,-26.000000000000007,99,422227,2020-11-04T23:45:56Z
SD,35.699999999999996,61.6,-25.900000000000006,99,422641,2020-11-04T23:51:50Z
SD,35.699999999999996,61.6,-25.900000000000006,99,422642,2020-11-05T14:31:18Z
SD,35.699999999999996,61.6,-25.900000000000006,99,422645,2020-11-05T14:35:45Z
SD,35.6,61.8,-26.199999999999996,99,422646,2020-11-05T15:01:08Z
SD,35.6,61.8,-26.199999999999996,99,422649,2020-11-05T15:01:46Z
SD,35.6,61.8,-26.199999999999996,99,422654,2020-11-05T15:21:10Z
SD,35.6,61.8,-26.199999999999996,99,422656,2020-11-05T15:25:45Z
SD,35.6,61.8,-26.199999999999996,99,422657,2020-11-05T15:31:12Z
SD,35.6,61.8,-26.199999999999996,99,422659,2020-11-05T15:35:45Z
SD,35.6,61.8,-26.199999999999996,99,422660,2020-11-05T15:45:49Z
SD,35.6,61.8,-26.199999999999996,99,422661,2020-11-05T16:55:45Z
SD,35.6,61.8,-26.199999999999996,99,422662,2020-11-05T17:35:45Z
SD,35.6,61.8,-26.199999999999996,99,422665,2020-11-05T17:51:46Z
SD,35.6,61.8,-26.199999999999996,99,422667,2020-11-05T18:41:49Z
SD,35.6,61.8,-26.199999999999996,99,422668,2020-11-05T19:25:42Z
SD,35.6,61.8,-26.199999999999996,99,422673,2020-11-05T22:25:42Z
SD,35.6,61.8,-26.199999999999996,99,422677,2020-11-06T21:10:40Z
SD,35.6,61.8,-26.199999999999996,99,422678,2020-11-06T21:20:38Z
SD,35.6,61.8,-26.199999999999996,99,422677,2020-11-10T14:32:18Z
SD,35.6,61.8,-26.199999999999996,99,422618,2020-11-11T21:47:48Z
SD,35.6,61.8,-26.199999999999996,99,422609,2020-11-11T21:48:36Z
SD,35.8,61.6,-25.800000000000004,99,417807,2020-11-12T02:54:29Z
SD,35.6,61.8,-26.199999999999996,99,422609,2020-11-12T02:59:04Z
SD,35.6,61.8,-26.199999999999996,100,422609,2020-11-17T16:51:55Z
SD,35.6,61.8,-26.199999999999996,100,422609,2020-11-20T14:18:10Z
TN,26.400000000000002,72.39999999999999,-45.999999999999986,2,56598,2020-11-04T01:06:57Z
TN,25.8,73,-47.2,3,76207,2020-11-04T01:07:57Z
TN,25.5,73.4,-47.900000000000006,3,101623,2020-11-04T01:09:05Z
TN,25.2,73.7,-48.5,4,124565,2020-11-04T01:10:00Z
TN,25,73.9,-48.900000000000006,4,130377,2020-11-04T01:10:57Z
TN,24.6,74.3,-49.699999999999996,5,140712,2020-11-04T01:12:05Z
TN,24.6,74.4,-49.800000000000004,5,149743,2020-11-04T01:12:57Z
TN,23.7,75.1,-51.39999999999999,6,186335,2020-11-04T01:13:58Z
