total_population,median_household_income,median_household_income_black,median_household_income_hispanicOrLatino,median_household_income_white_notHispanic,proportion_white,proportion_white_notHispanic,proportion_black,proportion_hispanicOrLatino,proportion_asian,proportion_bachelorsDegreeOrHigher_white,proportion_bachelorsDegreeOrHigher_white_notHispanic,proportion_bachelorsDegreeOrHigher_black,proportion_bachelorsDegreeOrHigher_hispanicOrLatino,proportion_bachelorsDegreeOrHigher_asian,proportion_less_than_hs_white,proportion_less_than_hs_white_notHispanic,proportion_less_than_hs_black,proportion_less_than_hs_hispanicOrLatino,proportion_less_than_hs_asian,state
1091840,66341,50676,54890,68239,0.864437097010551,0.845969189624853,0.00551912368112544,0.0420217247948417,0.00843621776084408,0.250566046531833,0.25360223371511,0.145867905741786,0.124278023582747,0.397242427532298,0.0350551531159842,0.0346262652071156,0.0730169266511782,0.0596325276258146,0.0615568342199544,MT
1958939,71722,45287,61091,74978,0.818422115236871,0.770711083908177,0.0477579955271706,0.117803055633687,0.0249492199603969,0.239316159349916,0.249403885079641,0.124087435198546,0.0725444058777392,0.27843024921226,0.0383180548876368,0.0313993599050455,0.0776441665330554,0.167643834310501,0.16339976265499,NE
3104817,71646,48022,64732,79550,0.558095050368508,0.463770972653139,0.0934750743763642,0.295833538659444,0.084727376847009,0.220007352334366,0.248283937207797,0.131802097008163,0.0704250040010495,0.319600247849374,0.0640807302472381,0.0464274503376567,0.0655668227535378,0.180176786509441,0.0731117641021352,NV
1379610,90845,72946,73480,91598,0.899960133660962,0.882647994723146,0.0151637056849399,0.0425149136350128,0.026349475576431,0.286777320122359,0.28921828678421,0.161281070745698,0.150117639035701,0.431227992957746,0.0421442113927741,0.0406788151530332,0.0901051625239006,0.11271183550994,0.062224911971831,NH
9249063,97126,65351,70220,109096,0.597747469122007,0.529828264765847,0.131177071666611,0.21228344968566,0.0987520573705682,0.325387385314629,0.347867272465699,0.182181139322407,0.134101006252855,0.508992033844119,0.0467788975300094,0.0357394220693553,0.0701297737922053,0.146306221328771,0.0516792866808852,NJ
2112463,58722,48987,52123,69425,0.592016996274018,0.3561832798965,0.0212519698569868,0.497819843471815,0.0162843088849367,0.246665238035077,0.333499463068695,0.199870806789326,0.113620241416625,0.38906976744186,0.0671334240621007,0.0373712162291474,0.0561767719517085,0.122271606065274,0.0785174418604651,NM
19994379,81386,58805,61135,92218,0.587647758402499,0.538242022920542,0.150598125603201,0.194840459911258,0.0884047461539066,0.320629410981704,0.334704973092364,0.176311706357377,0.139017648626157,0.351383063343588,0.0532249806207026,0.0452183019314121,0.102690497476683,0.171889928264755,0.142968593537671,NY
10470214,66186,47088,55935,74488,0.649505158156271,0.616605162033937,0.209399253921649,0.100380756305459,0.0311044263278668,0.267887986367977,0.276746177347294,0.157146212807104,0.0902438421020582,0.413050019958854,0.0589198551038768,0.0539091770306884,0.0798520380121827,0.174614275057849,0.0808210765498818,NC
776874,73959,49369,55249,78143,0.844956839847903,0.829502596302618,0.032480170529584,0.0427212134786336,0.0160566578364059,0.218225996877023,0.22048232594011,0.136963500178338,0.0882822621953057,0.365720699054032,0.0373218570286019,0.0370985337179692,0.066262434114057,0.0816535599144295,0.0846560846560847,ND
11774683,66990,40499,54928,72111,0.788276168453962,0.772400751680534,0.123098855400184,0.0420075003293082,0.0240582273000471,0.223355694893027,0.225415276949158,0.122561661319811,0.11650442254233,0.410169515458313,0.0532259061969453,0.0522409902653986,0.0817227224119494,0.113461713419257,0.0939112814973277,OH
3970497,61364,42145,53453,66199,0.684213336516814,0.637181441013556,0.0716416609809805,0.115523572993507,0.0231003826473109,0.205745128129432,0.216184893872432,0.136497066299178,0.063204457951627,0.28347143480157,0.0651769245181688,0.0580072073225828,0.0615954129504699,0.168247995360661,0.11984300043611,OK
4229374,76632,56124,66054,78315,0.786900141723101,0.733155781446616,0.0188190971051508,0.137861064072366,0.0444160294171194,0.266891119394128,0.278888605806907,0.210470770042592,0.100582095337406,0.390381789919724,0.0479896156810428,0.0416393886719191,0.0589373437362582,0.156080100709011,0.0853757213125226,OR
12989208,73170,45944,55042,78481,0.770668927620529,0.744552554705414,0.108383359478114,0.0812295869001405,0.036429626810195,0.256359124864303,0.261012756706856,0.135201099008818,0.107294229595454,0.391845170670679,0.0490625779503453,0.0468236035680562,0.0748287770969745,0.132450896022019,0.107480684373362,PA
1094250,81370,61614,53015,88381,0.745997715330135,0.698341329677862,0.0617911811743203,0.1674169522504,0.0346182316655243,0.290493294197778,0.303630129815745,0.153930340900688,0.0899910478394725,0.363691560412872,0.059280320663279,0.0557448701842546,0.0871995858907047,0.149064390052185,0.0776114674902986,RI
5142750,63623,42672,54823,73611,0.650014291964416,0.630046375966166,0.25787934470857,0.0620047639881386,0.0166902921588644,0.254803594884741,0.258985714025587,0.119619155050222,0.108268130145041,0.378940746091292,0.0588121970970375,0.056784348727274,0.0988810964184378,0.155603292826343,0.0690635412540485,SC
890342,69457,56399,56192,72816,0.821733670881526,0.806494582980473,0.0219297752998286,0.0440246556941041,0.0143248324801032,0.222555574994806,0.225125895473334,0.0996670934699104,0.0939357603898257,0.304375098008468,0.0378336413239588,0.0367478302527937,0.0879385403329065,0.117942699696405,0.139720871883331,SD
6923772,64035,46708,56188,68793,0.748542268578457,0.725755267504476,0.162745826985637,0.0595949722203446,0.0185780236553139,0.22090089095798,0.224633848123091,0.143978381544442,0.0936644192505489,0.382259193034284,0.0692628372350048,0.0662705245251508,0.0767375301180762,0.165897601194313,0.0886340667029464,TN
29243342,73035,55459,59959,88575,0.59136401031045,0.401213855789807,0.121483344824268,0.398903791502353,0.0516722404710105,0.23403379080878,0.298180644164914,0.177055316714984,0.100303293191419,0.422857592869684,0.0764757312880129,0.0380843196111016,0.0569355389422726,0.17110502276842,0.0779309217514223,TX
3283809,86833,57433,71154,90761,0.823797608204375,0.767776384071059,0.0114842245696994,0.146428431129825,0.0236801226867945,0.231137212340409,0.24108500966393,0.122640008485363,0.0941658711887248,0.333792003703656,0.0287343532478632,0.0236622507021372,0.0565602460755197,0.121792352181481,0.0786898316636875,UT
643816,74014,52736,71848,74597,0.922827329547573,0.91429538874461,0.0124259105085925,0.0214238229556271,0.0168122569181257,0.301292139275682,0.301856149280203,0.220375,0.253026897701733,0.342756836659276,0.0400517730938126,0.0399855259089627,0.0655,0.0377002827521206,0.0996858832224686,VT
8624511,87249,60201,83441,93942,0.634657431592353,0.599732205107049,0.189037384264453,0.100297280622635,0.0685358277124349,0.312819875731008,0.320703341216848,0.178464812878177,0.160557909400415,0.442467111496089,0.0490402129490409,0.0447305185584169,0.0781829724201171,0.138106275613718,0.0637806891698021,VA
7688549,90325,65817,70492,92595,0.699075209119432,0.655327942892736,0.0392111697538768,0.134895804136775,0.0921691466101081,0.281121194654982,0.292305222107837,0.176179277357808,0.097755104598839307,0.420759560119495,0.0399008423267224,0.0345748286054578,0.0598387273324333,0.149663550122306,0.075020426248894,WA
1792967,55217,38004,61786,55825,0.914317999160052,0.906550985043227,0.0341484254869164,0.0183550505949078,0.00758630805809588,0.162800074664103,0.163100400143717,0.115145279043559,0.139288969917958,0.448757535656521,0.0833877250750606,0.0833952661964691,0.0679765462949352,0.080279550288666,0.0715335980002941,WV
5882128,72458,38732,58083,76154,0.825377992454431,0.798854938212837,0.0617686320324889,0.0732687217959215,0.0287399390152679,0.238422864444934,0.243111305101738,0.0929207802251941,0.0854061479061479,0.300824598348437,0.0384425967650941,0.0359700334137269,0.0827014485414126,0.136921777546778,0.08254264959894,WI
577929,72495,56046,62695,74160,0.873460234734717,0.825224205741536,0.00846297728613723,0.104715285095574,0.00816190224058665,0.206621262366333,0.214786096649131,0.242690656307504,0.0743415182259824,0.386474454102184,0.0350873022476317,0.0320262685014919,0.0171744019627888,0.109289798076605,0.0693237227051092,WY
