county,office_type,district,state,fips,margin_votes_1,margin_pct_1,democratic_percent_1,republican_percent_1,democratic_votes_1,republican_votes_1,margin_votes_2,margin_pct_2,democratic_percent_2,republican_percent_2,democratic_votes_2,republican_votes_2
Lamb,President,0,TX,279,-2681,-60.82123411978221,19.1,79.9,840,3521,-2270,-58.13060179257362,19.7,77.8,770,3040
Lampasas,President,0,TX,281,-5942,-57.14010962592557,20.6,77.8,2144,8086,-4892,-60.0319057553074,18.1,78.2,1479,6371
La Salle,President,0,TX,283,-283,-11.762261014131338,43.7,55.5,1052,1335,255,12.445095168374817,54.9,42.5,1125,870
Lavaca,President,0,TX,285,-7471,-73.26664705305483,13.1,86.3,1333,8804,-6169,-71.45835746553921,13.6,85,1170,7339
Lee,President,0,TX,287,-4505,-55.71357902547613,21.6,77.4,1750,6255,-3624,-55.565777368905245,21,76.6,1372,4996
Leon,President,0,TX,289,-6451,-74.37168549688725,12.4,86.7,1072,7523,-5482,-74.01107060888349,12.3,86.3,909,6391
Liberty,President,0,TX,291,-17517,-59.71568827981182,19.7,79.4,5785,23302,-14005,-57.979714344856134,20.1,78.1,4851,18856
Limestone,President,0,TX,293,-4576,-50.31335898845519,24.3,74.6,2213,6789,-3999,-52.28817991631799,22.9,75.1,1748,5747
Lipscomb,President,0,TX,295,-1074,-79.37915742793791,9.7,89.1,131,1205,-1024,-77.45839636913767,10.2,87.7,135,1159
Live Oak,President,0,TX,297,-3380,-66.87772061733281,16.2,83.1,819,4199,-2711,-63.53409889852355,17.3,80.9,739,3450
Llano,President,0,TX,299,-7614,-60.14218009478673,19.5,79.6,2465,10079,-6458,-62.23378625807074,17.6,79.8,1825,8283
Loving,President,0,TX,301,-56,-84.84848484848484,6.1,90.9,4,60,-53,-82.8125,6.2,89.1,4,57
Lubbock,President,0,TX,303,-38844,-32.163350473209626,33.1,65.3,40017,78861,-37610,-38.35406893738527,28.5,66.9,27956,65566
Lynn,President,0,TX,305,-1425,-62.145660706498035,18.7,80.8,428,1853,-1143,-57.23585378067101,20.2,77.4,403,1546
McCulloch,President,0,TX,307,-2414,-70.25611175785798,14.3,84.5,490,2904,-2066,-66.94750486066106,15.6,82.5,480,2546
McLennan,President,0,TX,309,-22855,-23.37605220361866,37.5,60.9,36688,59543,-21199,-27.089642834323687,34.6,61.7,27046,48245
McMullen,President,0,TX,311,-407,-78.87596899224806,10.3,89.1,53,460,-414,-83.29979879275653,8,91.3,40,454
Madison,President,0,TX,313,-3081,-58.164999056069476,20.5,78.7,1088,4169,-2468,-57.62316133551249,20.6,78.2,881,3349
Marion,President,0,TX,315,-2131,-43.811677631578945,27.5,71.3,1339,3470,-1812,-43.081312410841655,27.5,70.6,1156,2968
Martin,President,0,TX,317,-1569,-72.63888888888889,13.3,86,288,1857,-1187,-67.63532763532764,15.2,82.8,266,1453
Mason,President,0,TX,319,-1534,-62.00485044462409,18.5,80.5,457,1991,-1303,-63.468095470043835,17.2,80.7,353,1656
Matagorda,President,0,TX,321,-6112,-44.52863179367623,27.2,71.7,3733,9845,-4790,-40.665591306562526,28.5,69.2,3357,8147
Maverick,President,0,TX,323,1451,9.455232633911116,54.3,44.8,8332,6881,7581,55.79187518398587,76.5,20.7,10397,2816
Medina,President,0,TX,325,-8869,-39.167108284755344,29.9,69.1,6773,15642,-7430,-43.23034851922965,26.9,70.1,4624,12054
Menard,President,0,TX,327,-626,-60.89494163424124,19.2,80.1,197,823,-528,-61.395348837209305,17.8,79.2,153,681
Midland,President,0,TX,329,-33295,-56.57027320918853,20.9,77.5,12329,45624,-26903,-55.182245195167475,20.5,75.7,9993,36896
Milam,President,0,TX,331,-5488,-51.8910741301059,23.6,75.5,2496,7984,-4298,-49.93609852445684,23.7,73.7,2042,6340
Mills,President,0,TX,333,-1946,-77.68463073852296,10.8,88.5,271,2217,-1707,-76.27345844504022,10.8,87.1,242,1949
Mitchell,President,0,TX,335,-1773,-68.74757658006979,15.4,84.1,397,2170,-1427,-65.15981735159818,16.1,81.3,353,1780
Montague,President,0,TX,337,-7518,-76.60485021398003,11.2,87.8,1097,8615,-6641,-77.18503021850302,10.3,87.5,885,7526
Montgomery,President,0,TX,339,-119005,-43.84032477316348,27.4,71.2,74377,193382,-104444,-51.42921859535264,22.5,74,45744,150188
Moore,President,0,TX,341,-3297,-59.85838779956427,19.3,79.1,1062,4359,-2878,-54.69403268719118,20.8,75.5,1096,3974
Morris,President,0,TX,343,-2203,-39.43082155002685,29.9,69.3,1669,3872,-2018,-40.65269943593876,28.7,69.4,1425,3443
Motley,President,0,TX,345,-558,-85.58282208588957,7.1,92.6,46,604,-531,-85.64516129032258,6.5,92.1,40,571
Nacogdoches,President,0,TX,347,-8378,-31.30441280872847,33.6,64.9,9000,17378,-7929,-35.349977708426216,30.4,65.8,6822,14751
Navarro,President,0,TX,349,-8699,-45.494482506145076,26.7,72.2,5101,13800,-7986,-48.74862654132585,24.4,73.2,3998,11984
Newton,President,0,TX,351,-3709,-60.863144076140465,19.2,80.1,1173,4882,-1983,-49.45137157107232,24.4,73.8,978,2961
Nolan,President,0,TX,353,-2969,-55.43315907393578,21.7,77.1,1162,4131,-2522,-53.161888701517704,21.7,74.9,1029,3551
Nueces,President,0,TX,355,-3692,-2.899916741285326,47.9,50.8,60925,64617,-1602,-1.5410069451124493,47.2,48.8,49102,50704
Ochiltree,President,0,TX,357,-2510,-79.53105196451205,9.6,89.1,302,2812,-2354,-78.96678966789668,9.2,88.2,274,2628
Oldham,President,0,TX,359,-836,-82.85431119920713,8,90.9,81,917,-772,-81.6931216931217,8.3,89.9,78,850
Orange,President,0,TX,361,-22829,-63.42445963216092,17.7,81.1,6357,29186,-19669,-61.92815087686156,18,79.9,5716,25385
Palo Pinto,President,0,TX,363,-8001,-64.0849018822587,17.4,81.5,2178,10179,-6522,-64.0982800982801,16.7,80.8,1700,8222
Panola,President,0,TX,365,-7269,-63.479172124705265,18,81.4,2057,9326,-6610,-63.47834437722078,17.6,81.1,1835,8445
Parker,President,0,TX,367,-49028,-64.40205968894493,17.1,81.5,13017,62045,-38104,-67.54471487068584,14.8,82.3,8329,46433
Parmer,President,0,TX,369,-1647,-62.15094339622642,18.4,80.6,488,2135,-1063,-37.72178850248403,30.1,67.8,848,1911
Pecos,President,0,TX,371,-1833,-39.267352185089976,29.6,68.9,1382,3215,-912,-21.886249100071993,37.2,59.1,1551,2463
Polk,President,0,TX,373,-13186,-54.5304164426616,22.3,76.8,5387,18573,-19464,-56.50911624666125,20.7,77.2,7123,26587
Potter,President,0,TX,375,-12899,-38.71132318958014,29.8,68.5,9921,22820,-11879,-41.930815390045886,26.9,68.8,7620,19499
Presidio,President,0,TX,377,742,33.468651330626976,66,32.5,1463,721,806,36.586472991375395,66.2,29.6,1458,652
Rains,President,0,TX,379,-4313,-71.25392367421114,13.9,85.2,842,5155,-3300,-71.2742980561555,13.4,84.6,619,3919
Randall,President,0,TX,381,-37994,-58.746946222593316,19.8,78.5,12802,50796,-35039,-65.11251927972795,15.5,80.6,8340,43379
Reagan,President,0,TX,383,-770,-68.50533807829181,15.3,83.8,172,942,-542,-60.22222222222222,18.6,78.8,167,709
Real,President,0,TX,385,-1323,-66.75075681130171,16.1,82.9,320,1643,-1120,-66.746126340882,15.6,82.4,262,1382
Red River,President,0,TX,387,-3271,-56.338270754392006,21.5,77.8,1246,4517,-2776,-53.93433067806489,22.3,76.2,1148,3924
Reeves,President,0,TX,389,-859,-23.29807431516138,37.8,61.1,1395,2254,242,7.600502512562814,52.1,44.5,1659,1417
Refugio,President,0,TX,391,-1102,-32.73915626856803,32.9,65.7,1108,2210,-796,-27.02886247877759,35.1,62.1,1034,1830
Roberts,President,0,TX,393,-512,-93.0909090909091,3.1,96.2,17,529,-504,-91.63636363636364,3.6,95.3,20,524
Robertson,President,0,TX,395,-3272,-40.400049388813436,29.3,69.7,2374,5646,-2462,-35.121255349500714,31.4,66.5,2203,4665
Rockwall,President,0,TX,397,-20314,-37.694605778330335,30.5,68.1,16412,36726,-18763,-47.466417060892006,24.4,71.8,9633,28396
Runnels,President,0,TX,399,-3255,-73.82626445906101,12.5,86.3,552,3807,-2789,-74.07702523240371,12,86.1,452,3241
Rusk,President,0,TX,401,-11905,-55.714152002995135,21.7,77.4,4629,16534,-10740,-56.54417184374013,20.7,77.3,3935,14675
Sabine,President,0,TX,403,-4115,-74.99544377619829,12.2,87.2,669,4784,-3378,-72.77035760448082,13.2,86,614,3992
San Augustine,President,0,TX,405,-2027,-50.64967516241879,24.5,75.1,980,3007,-1713,-48.07746281223688,25.5,73.5,907,2620
San Jacinto,President,0,TX,407,-7824,-61.90852983066941,18.5,80.4,2337,10161,-6016,-58.3794274623969,19.7,78.1,2034,8050
San Patricio,President,0,TX,409,-7528,-29.07911001236094,34.7,63.8,8988,16516,-5179,-24.073815832287455,36.4,60.4,7825,13004
San Saba,President,0,TX,411,-2021,-77.67102229054574,11,88.7,287,2308,-1732,-73.5768903993203,12.4,86,293,2025
Schleicher,President,0,TX,413,-729,-62.89905090595341,18.2,81.1,211,940,-610,-57.874762808349146,19.8,77.7,209,819
Scurry,President,0,TX,415,-4165,-70.96609303118078,13.9,84.9,818,4983,-3670,-69.75860102642083,13.9,83.7,733,4403
Shackelford,President,0,TX,417,-1354,-83.16953316953317,8,91.2,130,1484,-1275,-84.88681757656458,6.9,91.7,103,1378
Shelby,President,0,TX,419,-5907,-58.57794525981753,20.5,79.1,2068,7975,-5414,-59.67813051146384,19.4,79,1757,7171
Sherman,President,0,TX,421,-795,-80.22199798183652,9.2,89.4,91,886,-711,-76.20578778135048,10.3,86.5,96,807
Smith,President,0,TX,423,-39465,-39.43542343242568,29.6,69,29615,69080,-36503,-43.89437356453145,26.6,70.5,22128,58631
Somervell,President,0,TX,425,-3337,-67.45502324641197,15.5,83,768,4105,-2666,-68.78224974200207,13.9,82.7,540,3206
Starr,President,0,TX,427,876,4.998573466476462,52.1,47.1,9123,8247,7028,60.11461808228552,79.1,19,9246,2218
Stephens,President,0,TX,429,-2988,-78.63157894736842,10.4,89.1,397,3385,-2685,-77.75847089487402,10.1,87.8,348,3033
Sterling,President,0,TX,431,-533,-83.41158059467918,8,91.4,51,584,-479,-75.67140600315956,11.1,86.7,70,549
Stonewall,President,0,TX,433,-499,-67.79891304347827,15.8,83.6,116,615,-420,-59.91440798858773,19.3,79.2,135,555
Sutton,President,0,TX,435,-900,-57.80346820809248,20.7,78.5,322,1222,-762,-53.851590106007066,22.1,76,313,1075
Swisher,President,0,TX,437,-1367,-58.046709129511676,20.3,78.3,478,1845,-1209,-55.205479452054796,21.1,76.3,462,1671
Tarrant,President,0,TX,439,1826,0.21876201783401641,49.3,49.1,411567,409741,-57682,-8.70235595143264,43.5,52.2,288001,345683
Taylor,President,0,TX,441,-24959,-45.287777616490054,26.5,71.8,14588,39547,-23125,-51.08690849644324,22.2,73.3,10047,33172
Terrell,President,0,TX,443,-215,-46.943231441048034,26,72.9,119,334,-147,-33.63844393592677,32,65.7,140,287
Terry,President,0,TX,445,-2055,-56.8936877076412,21,77.9,757,2812,-871,-49.40442427680091,24,73.5,424,1295
Throckmorton,President,0,TX,447,-724,-80.53392658509455,9.1,89.7,82,806,-631,-78.0940594059406,10.4,88.5,84,715
Titus,President,0,TX,449,-4714,-44.72910143277351,27.1,71.8,2856,7570,-3867,-42.14254577157803,27.7,69.8,2538,6405
Tom Green,President,0,TX,451,-20074,-44.40168104401681,27.1,71.5,12239,32313,-18259,-47.91885366365736,23.9,71.8,9117,27376
Travis,President,0,TX,453,274523,44.97803715579119,71.4,26.4,435860,161337,179725,38.858535256458765,66.3,27.4,306475,126750
Trinity,President,0,TX,455,-4256,-61.34332660709138,19.1,80.4,1323,5579,-3583,-59.89635573386827,19.3,79.2,1154,4737
Tyler,President,0,TX,457,-6791,-70.30020703933748,14.5,84.8,1403,8194,-5358,-67.23553770862091,15.6,82.8,1243,6601
Upshur,President,0,TX,459,-12932,-68.47037644940964,15.2,83.7,2877,15809,-10820,-67.97336348787536,14.9,82.9,2378,13198
Upton,President,0,TX,461,-1008,-73.6842105263158,12.4,86.1,170,1178,-677,-52.23765432098765,21.9,74.2,284,961
Uvalde,President,0,TX,463,-2101,-20.315219493328176,39.4,59.7,4073,6174,-965,-10.79901521933751,43.2,54,3863,4828
Val Verde,President,0,TX,465,-1513,-9.907019381875328,44.3,54.2,6771,8284,1064,7.895517957850994,51.4,43.5,6920,5856
Van Zandt,President,0,TX,467,-18754,-72.14741863506963,13.5,85.7,3516,22270,-15644,-72.12872884872516,12.9,85,2792,18436
Victoria,President,0,TX,469,-12978,-37.96068796068796,30.4,68.3,10380,23358,-12410,-39.99097705594225,28.5,68.5,8843,21253
Walker,President,0,TX,471,-7491,-31.725393867524986,33.4,65.1,7884,15375,-6793,-34.512015444800085,30.9,65.4,6085,12878
Waller,President,0,TX,473,-6069,-26.69569807337028,36,62.7,8191,14260,-4781,-28.603051151660186,34.4,63,5744,10525
Ward,President,0,TX,475,-2477,-61.00985221674877,18.8,79.8,764,3241,-1761,-51.59683562847935,22.9,74.5,780,2541
Washington,President,0,TX,477,-8698,-49.93684693994718,24.5,74.4,4261,12959,-7563,-51.285007120092224,22.9,74.2,3381,10944
Webb,President,0,TX,479,15922,23.27879877772417,61.1,37.9,41820,25898,29351,51.613413754901785,74.4,22.8,42297,12946
Wharton,President,0,TX,481,-7232,-43.14778354513454,28,71.2,4694,11926,-5911,-40.19174542734752,28.8,69,4238,10149
Wheeler,President,0,TX,483,-1991,-85.19469405220369,7.2,92.4,168,2159,-1893,-82.09019947961839,8.4,90.5,194,2087
Wichita,President,0,TX,485,-18908,-41.0775581142733,28.6,69.7,13161,32069,-18857,-49.73755703848284,23.1,72.8,8752,27609
Wilbarger,President,0,TX,487,-2568,-56.763925729442974,21.1,77.9,956,3524,-2359,-57.52255547427457,19.7,77.2,807,3166
Willacy,President,0,TX,489,667,12.020183816903947,56,44,3108,2441,1875,36.89492325855962,67.2,30.3,3416,1541
Williamson,President,0,TX,491,4066,1.4054031633668842,49.7,48.3,143795,139729,-19777,-9.862659831242146,42,51.9,84252,104029
Wilson,President,0,TX,493,-12113,-48.4268180546116,25.4,73.8,6350,18463,-9201,-47.78499091145157,24.9,72.7,4790,13991
Winkler,President,0,TX,495,-1395,-65.6161806208843,16.8,82.5,358,1753,-983,-52.48264815803524,22.4,74.9,420,1403
Wise,President,0,TX,497,-22059,-68.16327791854644,15.4,83.5,4973,27032,-17243,-69.92011678358541,13.8,83.8,3412,20655
Wood,President,0,TX,499,-15540,-68.22072961938628,15.4,83.6,3509,19049,-13057,-70.02574278665665,14.1,84.1,2624,15681
Yoakum,President,0,TX,501,-1754,-66.66666666666667,16,82.6,420,2174,-1371,-59.63462374945629,18.5,78.2,426,1797
Young,President,0,TX,503,-6076,-73.74681393372983,12.6,86.3,1034,7110,-5714,-74.61478192739618,11.4,86,873,6587
Zapata,President,0,TX,505,-207,-5.3433144037170885,47.1,52.5,1826,2033,1028,32.80153158902361,65.6,32.8,2056,1028
Zavala,President,0,TX,507,1374,31.377026718428866,65.4,34,2864,1490,1941,57.256637168141594,77.7,20.4,2633,692
Beaver,President,0,UT,001,-2338,-75.41935483870968,11.5,86.9,357,2695,-1574,-63.21285140562249,10.6,73.8,264,1838
Box Elder,President,0,UT,003,-17075,-63.17756317756318,16.6,79.7,4473,21548,-8510,-51.42615421803239,11,62.4,1814,10324
Cache,President,0,UT,005,-21382,-37.14022685032395,28.9,66.1,16650,38032,-9938,-27.698653808634578,18.7,46.4,6705,16643
Carbon,President,0,UT,007,-4301,-45.90671363005657,25.5,71.4,2392,6693,-3486,-44.58940905602456,21.7,66.3,1696,5182
Daggett,President,0,UT,009,-385,-62.197092084006464,17.9,80.1,111,496,-251,-53.97849462365591,16.3,70.3,76,327
Davis,President,0,UT,011,-46724,-27.501692221666325,33.8,61.3,57411,104135,-24410,-23.322918756747978,21.6,44.9,22575,46985
Duchesne,President,0,UT,013,-6670,-78.24964805255749,9.9,88.1,843,7513,-5005,-72.20138488170802,7.2,79.4,500,5505
Emery,President,0,UT,015,-3635,-74.71736896197328,11.8,86.5,572,4207,-3023,-70.91250293220736,8.9,79.8,379,3402
Garfield,President,0,UT,017,-1644,-60.17569546120058,18.8,79,514,2158,-1225,-53.4001743679163,15.3,68.7,352,1577
Grand,President,0,UT,019,558,10.761812921890067,54.1,43.4,2806,2248,-2,-0.04488330341113106,43.4,43.4,1932,1934
Iron,President,0,UT,021,-14097,-56.63720369626356,19.7,76.3,4892,18989,-7921,-51.58916243324215,13.7,65.3,2104,10025
Juab,President,0,UT,023,-4442,-75.72451414933515,11,86.7,645,5087,-2323,-56.99214916584887,10.7,67.7,436,2759
Kane,President,0,UT,025,-1915,-45.813397129186605,25.9,71.7,1083,2998,-1509,-43.33716255025847,21.2,64.6,739,2248
Millard,President,0,UT,027,-4780,-77.59740259740259,10.1,87.7,624,5404,-3429,-65.51394726786397,8.2,73.7,431,3860
Morgan,President,0,UT,029,-4095,-62.88390663390663,16.7,79.6,1086,5181,-2584,-50.31152647975078,11.1,61.4,572,3156
Piute,President,0,UT,031,-687,-78.87485648679679,9.9,88.7,86,773,-506,-82.0097244732577,5,87,31,537
Rich,President,0,UT,033,-977,-71.68011738811445,13.2,84.9,180,1157,-682,-62.22627737226277,9.5,71.7,104,786
Salt Lake,President,0,UT,035,59732,11.0374647757195,53.6,42.5,289906,230174,36930,10.220093151458293,42.8,32.6,154831,117901
San Juan,President,0,UT,037,-422,-6.135504507124164,45.3,51.4,3113,3535,-638,-11.847725162488393,37.1,48.9,1997,2635
Sanpete,President,0,UT,039,-8665,-68.6010608819571,14.2,82.8,1794,10459,-5410,-55.328287993454694,10.5,65.8,1026,6436
Sevier,President,0,UT,041,-7968,-76.88893177651259,10.5,87.3,1084,9052,-5782,-69.59557053442465,8.1,77.7,673,6455
Summit,President,0,UT,043,4992,19.135234590616374,58.4,39.3,15244,10252,3091,15.352903193761486,50.9,35.6,10251,7160
Tooele,President,0,UT,045,-12071,-38.298749920680244,28.4,66.7,8943,21014,-5678,-30.03438243850833,21.2,51.3,4015,9693
Uintah,President,0,UT,047,-11598,-75.7692558959953,10.9,86.6,1663,13261,-8874,-68.88147170690057,7.8,76.7,1002,9876
Utah,President,0,UT,049,-116779,-41.049985939257596,26.7,67.8,76033,192812,-65176,-37.25577620011204,14,51.3,24579,89755
Wasatch,President,0,UT,051,-4608,-26.210113190375974,35.2,61.4,6187,10795,-3052,-25.181518151815183,25.3,50.5,3063,6115
Washington,President,0,UT,053,-46764,-51.686635129758166,22.7,74.4,20530,67294,-29983,-52.14978954325669,16.7,68.8,9583,39566
Wayne,President,0,UT,055,-864,-53.30043183220234,22.5,75.8,365,1229,-688,-48.794326241134755,19.2,68,271,959
Weber,President,0,UT,057,-25254,-22.661115198937566,36.5,59.2,40695,65949,-16260,-19.962922493278167,27.2,47.2,22187,38447
Addison,President,0,VT,001,8675,39.39242575606212,68,28.6,14967,6292,5920,33.651659845384266,63.8,30.1,11217,5297
Bennington,President,0,VT,003,5591,27.32381976346398,62.1,34.8,12705,7114,3614,22.11073722851025,58.4,36.2,9539,5925
Caledonia,President,0,VT,005,2460,15.21429896715938,55.7,40.5,9011,6551,912,7.033780657103193,49.7,42.7,6445,5533
Chittenden,President,0,VT,007,53944,54.53571248041248,75.8,21.2,74961,21017,36165,46.80765696387663,70.5,23.7,54463,18298
Essex,President,0,VT,009,-368,-11.19221411192214,42.7,53.9,1405,1773,-487,-17.997043606799703,37.7,55.7,1019,1506
Franklin,President,0,VT,011,2337,9.047619047619047,52.7,43.6,13611,11274,599,3.091932070407268,48.3,45.2,9351,8752
Grand Isle,President,0,VT,013,1095,22.572665429808286,59.9,37.3,2905,1810,607,16.06670195870831,55.4,39.4,2094,1487
Lamoille,President,0,VT,015,6077,40.74421723097553,68.7,27.9,10240,4163,3671,31.535091486985653,62.2,30.7,7241,3570
Orange,President,0,VT,017,4117,24.045088190631937,60.2,36.1,10304,6187,2525,18.753713606654784,55.9,37.1,7522,4997
Orleans,President,0,VT,019,635,4.504824063564132,50.7,46.2,7147,6512,23,0.2093192573716782,47.2,46.9,5181,5158
Rutland,President,0,VT,021,3558,10.473947600824257,53.7,43.2,18230,14672,1158,4.186550976138829,49.3,45.1,13629,12471
Washington,President,0,VT,023,16263,46.061687484068315,71.3,25.3,25191,8928,10601,36.99657988413485,64.9,27.9,18594,7993
Windham,President,0,VT,025,12327,47.34780103706549,72.1,24.7,18767,6440,8878,41.974374734055125,67.8,25.8,14340,5462
Windsor,President,0,VT,027,13405,38.91598443941241,67.9,28.9,23376,9971,8940,32.12129922391492,63,30.9,17544,8604
Accomack,President,0,VA,001,-1594,-9.39747671265181,44.7,54.1,7578,9172,-1845,-11.71056807362742,42.8,54.5,6737,8582
Albemarle,President,0,VA,003,21662,33.50294631671745,65.7,32.2,42466,20804,14065,25.056115723091175,59.3,34.3,33297,19232
Alleghany,President,0,VA,005,-3616,-44.08143362184567,27.3,71.4,2243,5859,-2708,-37.06542567752532,29.6,66.7,2165,4873
Amelia,President,0,VA,007,-2979,-37.74230330672748,30.5,68.3,2411,5390,-2554,-36.304193319118696,30.6,66.9,2150,4704
Amherst,President,0,VA,009,-5369,-31.57306674507498,33.4,64.9,5672,11041,-4657,-30.710894223160118,32.9,63.6,4986,9643
Appomattox,President,0,VA,011,-4284,-46.22356495468278,26.1,72.3,2418,6702,-3691,-46.40432486799095,25.4,71.8,2023,5714
Arlington,President,0,VA,013,83026,63.52458702820986,80.6,17.1,105344,22318,71724,60.09853867810698,77,16.9,91879,20155
Augusta,President,0,VA,015,-19874,-47.00790008988126,25.6,72.6,10840,30714,-18044,-49.21851558877281,22.1,71.3,8108,26152
Bath,President,0,VA,017,-1188,-47.500999600159936,25.8,73.3,646,1834,-945,-42.13107445385644,26.9,69,603,1548
Bedford,President,0,VA,019,-23424,-48.129199284965786,25,73.1,12176,35600,-20845,-49.41212724600578,23.1,72.5,9733,30578
Bland,President,0,VA,021,-2371,-68.15176774935327,15.3,83.4,532,2903,-2119,-67.82970550576185,14.5,82.3,453,2572
Botetourt,President,0,VA,023,-9399,-44.50284090909091,27,71.5,5700,15099,-8877,-47.62083579207124,24.1,71.7,4492,13369
Brunswick,President,0,VA,025,1195,15.03522898842476,57.3,42.2,4552,3357,1428,18.67887508175278,58.5,39.8,4473,3045
Buchanan,President,0,VA,027,-6724,-67.55752034562444,15.9,83.5,1587,8311,-5571,-60.42299349240781,18.7,79.1,1721,7292
Buckingham,President,0,VA,029,-1073,-13.204528673394044,42.7,55.9,3471,4544,-841,-11.545853926414058,42.9,54.5,3128,3969
Campbell,President,0,VA,031,-13175,-44.075337883045634,27,71.1,8070,21245,-12845,-47.19303402160335,24.2,71.4,6597,19442
Caroline,President,0,VA,033,-679,-4.168713163064833,47,51.2,7657,8336,-718,-5.060257946296427,45.3,50.3,6425,7143
Carroll,President,0,VA,035,-9817,-62.724426554213785,18.2,80.9,2842,12659,-8096,-59.586369323618165,18.8,78.4,2557,10653
Charlotte,President,0,VA,037,-1498,-24.19641414957196,37.4,61.6,2317,3815,-1326,-22.89364640883978,37.2,60.1,2153,3479
Chesterfield,President,0,VA,041,13609,6.674873947931177,52.4,45.8,106935,93326,-3945,-2.250581899502533,46.2,48.5,80993,84938
Clarke,President,0,VA,043,-1272,-13.623219449501981,42,55.6,3920,5192,-1610,-19.800762513835938,37.5,57.3,3047,4657
Craig,President,0,VA,045,-1949,-61.5020511202272,18.5,80,587,2536,-1598,-57.39942528735632,19.4,76.8,541,2139
Culpeper,President,0,VA,047,-5395,-19.896002360230124,39.2,59.1,10617,16012,-5597,-25.34069814823199,35.1,60.4,7744,13341
Cumberland,President,0,VA,049,-792,-14.915254237288135,41.9,56.9,2227,3019,-661,-13.558974358974359,41.7,55.2,2032,2693
Dickenson,President,0,VA,051,-4245,-58.126797206627415,20.6,78.7,1503,5748,-3597,-56.159250585480095,20.8,77,1335,4932
Dinwiddie,President,0,VA,053,-2471,-16.37291280148423,41.2,57.6,6224,8695,-1682,-12.428877558560556,42.6,55,5765,7447
Essex,President,0,VA,057,-37,-0.5988993201683392,49.2,49.8,3038,3075,-116,-2.1666044079193125,47.5,49.6,2541,2657
Fairfax,President,0,VA,059,251542,41.86624014060713,69.9,28,419943,168401,196648,36.22457438225098,65.3,29.1,354485,157837
Fauquier,President,0,VA,061,-7541,-17.271707015414215,40.2,57.5,17565,25106,-9150,-24.647128542182955,34.9,59.6,12960,22110
Floyd,President,0,VA,063,-3221,-34.23681972789116,31.9,66.2,3004,6225,-2989,-37.49372804816859,28.9,66.3,2300,5289
Fluvanna,President,0,VA,065,-741,-4.678030303030303,46.8,51.5,7414,8155,-1267,-9.390750074117996,42.6,52,5751,7018
Franklin,President,0,VA,067,-12514,-42.13184297353713,28.2,70.3,8381,20895,-11306,-42.178698004103715,27.1,69.2,7254,18560
Frederick,President,0,VA,069,-13351,-27.41309570252346,35.3,62.7,17207,30558,-14149,-35.25527620661301,29.7,65,11920,26069
Giles,President,0,VA,071,-4720,-51.43853530950305,23.5,74.9,2156,6876,-3981,-48.572474377745245,23.8,72.4,1949,5930
Gloucester,President,0,VA,073,-7911,-35.50399425545283,31.3,66.8,6964,14875,-7688,-39.377176808031145,27.7,67,5399,13087
Goochland,President,0,VA,075,-3281,-19.35693215339233,39.4,58.8,6685,9966,-3490,-25.05384063173008,35.1,60.1,4884,8374
Grayson,President,0,VA,077,-4994,-61.419259623662526,18.9,80.3,1535,6529,-4186,-57.67429043813723,19.4,77.1,1407,5593
Greene,President,0,VA,079,-2703,-23.89709132702679,36.8,60.7,4163,6866,-3020,-31.77943807218773,30.8,62.5,2923,5943
Greensville,President,0,VA,081,713,15.588106689986882,57.4,41.8,2627,1914,821,18.81732752693101,58.6,39.8,2558,1737
Halifax,President,0,VA,083,-2752,-15.081104778605875,42,57.1,7666,10418,-2808,-16.570282072465478,40.7,57.2,6890,9698
Hanover,President,0,VA,085,-19011,-26.78850733439486,35.7,62.4,25307,44318,-20232,-32.468345289105,31.1,63.5,19360,39592
Henrico,President,0,VA,087,53132,29.009784222940507,63.6,34.6,116572,63440,33941,20.955632663645456,57.8,36.8,93615,59674
Henry,President,0,VA,089,-7598,-29.105535338057845,35,64.1,9127,16725,-7008,-29.1647592492405,34.1,63.3,8199,15207
Highland,President,0,VA,091,-675,-44.031311154598825,27.2,71.2,417,1092,-587,-42.19985621854781,26.7,68.9,371,958
Isle of Wight,President,0,VA,093,-4308,-18.366302864938607,40.1,58.4,9399,13707,-4298,-20.985303451979885,37.5,58.4,7673,11971
King and Queen,President,0,VA,097,-860,-20.899149453219927,38.6,59.5,1590,2450,-608,-16.81881051175657,40.1,57,1451,2059
King George,President,0,VA,099,-3042,-21.386389201349832,38,59.4,5404,8446,-3336,-27.87666081724743,33.4,61.3,4002,7338
King William,President,0,VA,101,-4060,-37.8166915052161,30.4,68.2,3260,7320,-3211,-35.33230633802817,30.3,65.6,2752,5963
Lancaster,President,0,VA,103,-329,-4.600111856823267,47.1,51.7,3368,3697,-658,-9.971207758751326,43.4,53.3,2862,3520
Lee,President,0,VA,105,-6876,-69.1333199276091,15,84.1,1489,8365,-5915,-63.24174061798354,17.4,80.6,1627,7542
Loudoun,President,0,VA,107,56284,25.03046312849659,61.5,36.5,138372,82088,30276,16.79527362494106,55.4,38.6,99909,69633
Louisa,President,0,VA,109,-5025,-22.92950034223135,37.7,60.7,8269,13294,-4299,-24.55589192894271,35.5,60,6208,10507
Lunenburg,President,0,VA,111,-1119,-18.65,40.3,59,2418,3537,-980,-17.572171418325265,39.9,57.5,2226,3206
